id,ic,ic_t,n,horizon
d40_baseline,0.02674578818572623,3.0729088877565167,1727,40
d40_vol_scaled,-0.00674400590835507,-0.818545583057756,1727,40
d40_resid_250d,0.038677258100389016,4.557331226555987,1727,40
d40_deep_only,0.016161923773695245,2.0857525036419573,1386,40
d40_bounce_conf,-0.006965665558598081,-0.7189452973097405,767,40
d40_low_vol_surrender,0.00016897334665269022,0.02048676901199476,1723,40
p_top1_conviction,0.02674578818572623,3.0729088877565167,1727,40
p_top3_diversified,0.02674578818572623,3.0729088877565167,1727,40
