,d40_baseline,d40_vol_scaled,d40_resid_250d,d40_deep_only,d40_bounce_conf,d40_low_vol_surrender,p_top1_conviction,p_top3_diversified
2020-10-22,-0.011319364266338616,-0.0074331354289864544,-0.006479605839222913,-0.010255140565621601,-0.01165253101629704,-0.001712346756232737,0.0009995002498752736,-0.0065521051833484405
2020-10-23,-0.029072079265105057,-0.02460931840912602,-0.01934989517507642,-0.02576540990113485,-0.024583923023630883,-0.014271470536329562,-0.019970044932601128,-0.023993654626358198
2020-10-26,0.002130314827785103,0.0022047195896898555,-0.0015186834412828456,0.00470775766692455,0.0011084480218408463,0.0026847579927620213,-0.0025471217524197787,0.00633375626182997
2020-10-27,0.019325801080589084,0.011827086645813445,0.011584211998599526,0.013139458943346078,0.018564117420177013,0.005516335120666849,0.005107252298263587,0.013257924202656405
2020-10-28,0.005979060488948769,0.00086517650672376,0.003500657698582062,0.001106674491335909,0.007751001285279798,-0.0007073081591792614,0.004065040650406582,0.0017710946311874456
2020-10-29,0.012396829018448444,0.004027176876093738,0.002081010143798356,0.0023587558851153236,0.01143673289595748,-0.004772240041688081,-0.0045546558704453455,0.005543578832962008
2020-10-30,-0.004474910459768442,-0.004556277541135596,-0.003704218198880152,-0.004848046582904607,-0.014533945080320946,-0.0022308667986995104,0.021877478393492633,-0.002334892392921135
2020-11-02,-0.008022009847044412,-0.008022009847044412,-0.0011326220399480533,-0.00819008677534516,-0.004659566878917516,-0.0028868559462287276,-0.016498625114573784,-0.008022009847044412
2020-11-03,0.018629818704692342,0.018629818704692342,0.02461071691673259,0.02404598824539087,0.011852433189576034,0.02505597728331469,0.02329916123019582,0.018629818704692342
2020-11-04,-0.0037333593623324335,-0.0037333593623324335,-0.0020390600260379674,-7.237559530411564e-05,0.0026276257841108723,0.005374905533152082,-0.005464480874316946,-0.0037333593623324335
2020-11-05,0.03298442480764614,0.03298442480764614,0.02142382873910213,0.024879153781552626,0.0017667530325977676,0.01858280511388048,0.0512820512820511,0.03298442480764614
2020-11-06,-0.0006554805699931312,-0.0006554805699931312,0.00027269188475772177,-0.0073918182277328635,-0.02019217895276959,-0.00647903591960175,-0.00783972125435528,-0.0006554805699931312
2020-11-09,0.024644196289959727,0.024644196289959727,0.05062586468606622,0.024198576007121938,0.01584862435897357,0.029000502096848235,0.04389815627743632,0.024644196289959727
2020-11-10,-0.01353521835601923,-0.01353521835601923,-0.0236238604082597,-0.014736121550277889,-0.006341109450824444,-0.01627680661682825,-0.020185029436501245,-0.01353521835601923
2020-11-11,-0.01523132588622126,-0.01523132588622126,-0.033747281552429634,-0.013696936544489224,-0.01593277437206564,-0.009550415973429056,-0.030042918454935785,-0.01523132588622126
2020-11-12,0.0027098150780186328,0.0027098150780186328,-0.0009585647129530805,-0.003761770538247518,0.007802908581551563,-0.004353901307817912,-0.0008849557522122575,0.0027098150780186328
2020-11-13,-0.009080267372533238,-0.009080267372533238,0.00838380984081799,0.000610985124840739,-0.00045528151480248957,0.0037551932497471583,-0.001771479185119551,-0.009080267372533238
2020-11-16,0.0018427520088788816,0.0018427520088788816,-0.004220851521061404,0.003962276300639759,0.009965157646739293,0.013318090866462923,-0.0053238686779059075,0.0018427520088788816
2020-11-17,-0.0005828595899985594,-0.0005828595899985594,-0.003983737212865416,-0.003778303623800901,-0.021146346822027835,-0.013633110781144004,-0.007136485280999083,-0.0005828595899985594
2020-11-18,0.001404727995202193,0.001404727995202193,-0.0005588398844641461,0.0053587329736996345,-0.008670143926182334,0.004198126918514067,0.0026954177897575704,0.001404727995202193
2020-11-19,0.008075878000794567,0.008075878000794567,0.01875327531612288,0.018073064722119225,0.001863653995419841,0.013799847557116756,0.008960573476702427,0.008075878000794567
2020-11-20,-0.0011916194847431485,-0.0011916194847431485,0.0037806188195229993,0.003381261784349609,0.007296908121272446,0.013465250443205864,0.002664298401421128,-0.0011916194847431485
2020-11-23,-0.00024274217998772763,-0.00024274217998772763,-8.459082937495289e-05,0.00031860957382545707,-0.00011794415575690654,0.017934283500179005,-0.003542958370239102,-0.00024274217998772763
2020-11-24,-0.002181880246396465,-0.002181880246396465,0.007319885643521039,0.0007874029406725507,-0.003258457275917077,0.004315731505994291,0.004444444444444251,-0.002181880246396465
2020-11-25,-0.00753354556095657,-0.00753354556095657,-0.012367534837579353,-0.012504370909290722,-0.016249810710542878,-0.014950607113256242,-0.001769911504424737,-0.00753354556095657
2020-11-26,-0.004920469046112171,-0.004920469046112171,0.002421489718304841,0.003641266993950288,-0.0006484911828543716,0.004217767609815478,-0.00620567375886516,-0.004920469046112171
2020-11-27,0.004641577362008653,0.004641577362008653,0.004094418245594978,0.009198258229034344,0.008623846724418405,0.005386928443489499,-0.008136485280999084,0.004974910695341987
2020-11-30,0.004195661179082544,0.004195661179082544,0.0072699534902710035,0.010871963638814004,0.010871963638814004,0.004078932458077222,0.005700325732899136,0.0005241914473036087
2020-12-01,0.02216760572898487,0.02216760572898487,0.02312274175998678,0.012897547372939428,0.012897547372939428,0.014975133746327602,0.02995951417004039,0.014363780440569924
2020-12-02,0.0013822424602095706,0.0013822424602095706,0.0056087542510707316,-0.0006883046836139531,-0.0006883046836139531,0.0075288250951684255,-0.0015723270440252124,0.003409687415193837
2020-12-03,0.013672216597281756,0.013672216597281756,0.00482111152353315,0.011686362757151365,0.011686362757151365,0.0021709070892027924,0.024409448818897506,0.0043484857373696775
2020-12-04,0.007679604012092148,0.007679604012092148,0.0008932874432490499,0.012092225949972722,0.012092225949972722,0.005734201532487456,0.013066871637202215,-0.0008935766039804092
2020-12-07,-0.012624127410806724,-0.012624127410806724,-0.010857067236920776,-0.011983207558482959,-0.011983207558482959,-0.0054264537580192744,-0.01365705614567525,-0.010566514242082435
2020-12-08,-0.0011899848448656916,-0.0011899848448656916,0.001472693293866937,0.0014695630713970433,0.0014695630713970433,-4.240286059324183e-05,0.0007692307692306333,-0.0024121385367951165
2020-12-09,-0.015958058086382988,-0.015958058086382988,-0.02463752522967977,-0.00875232100915361,-0.00875232100915361,-0.022598279067088663,-0.016910069177555775,-0.01742344230330887
2020-12-10,0.0039095614080310774,0.0039095614080310774,0.0020187773154998197,0.00955849944137066,0.00955849944137066,0.0011335079110162218,0.009382329945269774,0.0002951541834169311
2020-12-11,-0.009922370061661485,-0.009922370061661485,-0.012719299375961316,-0.0027157830116396236,-0.0027157830116396236,-0.014741061233116137,-0.010844306738962084,-0.012072277184063486
2020-12-14,0.006687959935146333,0.006687959935146333,0.007359502057785386,0.008454716922975761,0.008454716922975761,0.00440137524038379,0.007047768206734695,0.004759305991374233
2020-12-15,0.01725322337475806,0.01725322337475806,0.00632739327643846,0.01696929378929527,0.01696929378929527,0.005842249773137741,0.026438569206842955,0.006931742783018372
2020-12-16,-0.0038635274801943616,-0.0038635274801943616,-0.007950409634663758,0.005097387268581555,0.005097387268581555,-0.0119247697496192,0.005303030303030143,-0.007664169415740255
2020-12-17,0.024697021435662103,0.024697021435662103,0.02292505803853473,0.02644693234383122,0.02644693234383122,0.014246673628375135,0.031650339110776304,0.014761858368338949
2020-12-18,-0.0016644420660542796,-0.0016644420660542796,-0.005848298680575126,0.005449743128701648,0.005449743128701648,-0.0051832747856664545,0.002191380569759094,-0.005110951691760642
2020-12-21,0.010191171150224127,0.010191171150224127,0.014141978102512498,0.005535138351529856,0.005535138351529856,0.015900258526463963,0.012390670553935834,0.007298803244157584
2020-12-22,-0.013093924238797737,-0.013093924238797737,-0.026127763241484803,-0.01422910001292384,-0.01422910001292384,-0.02085152873373297,-0.007919366450684029,-0.015899240962167067
2020-12-23,0.0027906013004430625,0.0027906013004430625,0.011073781404092207,8.747241613327178e-05,8.747241613327178e-05,0.011221210898367877,-0.0014513788098693414,0.0020163078432227826
2020-12-24,-0.006373989139953943,-0.006373989139953943,-0.006087889909017356,-8.445592178766659e-05,-8.445592178766659e-05,-0.011081360263389238,-0.007267441860464907,-0.011554823147359929
2020-12-25,0.01586585063088412,0.01586585063088412,0.007559138478439141,0.01808788356671609,0.01908788356671609,0.0015490511264798499,0.020961932650073067,0.006594229122351414
2020-12-28,-0.012986667006196956,-0.012986667006196956,-0.017728496602758992,-0.017779863462364598,-0.009798620922562451,-0.015109692010031909,-0.016781836130305927,-0.012986667006196956
2020-12-29,0.027078587835288898,0.027078587835288898,0.015314970269967197,0.0302861668422237,-0.013698061532994686,0.023482097612470772,0.04417670682730934,0.027078587835288898
2020-12-30,0.0006829521099048035,0.0006829521099048035,0.008451836543917235,0.0041475385617124605,0.011112172931483736,0.001106095885769931,0.0,0.0006829521099048035
2020-12-31,0.017654686244429785,0.017654686244429785,0.013111308001015749,0.019427723643028395,0.0031298131174763615,0.015382504854219842,0.007692307692307665,0.017654686244429785
2021-01-04,0.0025166243308119,0.0025166243308119,0.014417442171945849,0.01655303214666618,0.00502317263242787,0.004379637857295411,0.01526717557251911,0.0025166243308119
2021-01-05,0.011004088897191178,0.011004088897191178,0.02182756940325148,0.023308083445702822,0.011404149428337377,0.015415941081510749,0.014097744360902054,0.011004088897191178
2021-01-06,-0.010704043061740701,-0.010704043061740701,-0.007545666497432527,-0.018318775391546284,0.014657515752807566,-0.012997747776943883,-0.01853568118628357,-0.010704043061740701
2021-01-07,-0.017422291144361557,-0.017422291144361557,-0.006167636624783665,-0.016406789913725756,0.008657284272868715,-0.016868552923495723,-0.022662889518413665,-0.017422291144361557
2021-01-08,0.01679307213059844,0.01679307213059844,0.0029429703192090555,0.014683000229898399,0.00045041469029586745,0.007563460985802702,0.01449275362318847,0.01679307213059844
2021-01-11,0.006058621330360428,0.006058621330360428,8.425220513493415e-05,0.011679555122935984,-0.022616079898921705,0.006240591912233658,0.006666666666666599,0.006058621330360428
2021-01-12,0.0066749000314576526,0.0066749000314576526,0.013565316702621066,0.00792218803404269,0.013487551768519346,0.007125863800573636,0.010406811731315191,0.0066749000314576526
2021-01-13,0.004225611430046664,0.004225611430046664,0.006414142833784237,0.013297610836838187,-0.013387443822284628,0.01232910749347186,0.01217228464419473,0.004225611430046664
2021-01-14,0.01227036338622837,0.01227036338622837,0.00048045878546920575,0.010636432370624652,-0.011396472835263497,0.01038752347809879,0.012025901942645856,0.01227036338622837
2021-01-15,-0.01382121169736572,-0.01382121169736572,-0.012856870716997556,-0.02010637602370735,0.00013929062042117302,-0.011587243905301858,-0.018281535648994485,-0.01382121169736572
2021-01-18,0.02399499400133287,0.02399499400133287,0.027146739284953442,0.03305180549164236,0.0067754374418429455,0.03209239205188467,0.033519553072625774,0.02399499400133287
2021-01-19,0.003794597465483459,0.003794597465483459,-0.016827659786195565,-0.009449521200321942,-0.015400495975319672,-0.003514808936495694,-0.008108108108108247,0.003794597465483459
2021-01-20,-0.002119381882986067,-0.002119381882986067,0.016442452212124998,0.003394570221355068,0.028281796710451536,-0.0013628141112412098,0.004541326067211804,-0.002119381882986067
2021-01-21,0.006681981305632466,0.006681981305632466,0.00560347387543525,0.007977878875778091,0.014704602968813669,-0.0030377102587759346,0.0009041591320071429,0.006681981305632466
2021-01-22,-0.020575511213535624,-0.020575511213535624,-7.154379034849875e-05,-0.020266671373469602,0.027767915052273308,-0.025110884083609064,-0.02258355916892496,-0.020575511213535624
2021-01-25,-0.008988354664184683,-0.008988354664184683,-0.0052792066341850186,-0.007341700842066534,0.008248865412011641,-0.008078652808732396,-0.014787430683918634,-0.008988354664184683
2021-01-26,-0.01527337375614024,-0.01527337375614024,-0.02020710105112348,-0.018031195528087997,-0.023675148042300344,-0.011294256077205023,-0.01594746716697948,-0.01527337375614024
2021-01-27,0.002528828250077053,0.002528828250077053,-0.005818516860212063,-0.0005310837904175152,-0.004574639942327652,-0.005169333557673793,0.0009532888465206835,0.002528828250077053
2021-01-28,-0.03278931741018073,-0.03278931741018073,-0.03216464439871073,-0.03730927399208276,-0.022992009951350936,-0.02858661938181691,-0.03809523809523818,-0.03278931741018073
2021-01-29,-0.014296442908323546,-0.014296442908323546,-0.01005089177409779,-0.01411019972912397,-0.005390624482403683,-0.013359423655141865,-0.006940594059405946,-0.014296442908323546
2021-02-01,-0.0013320616311680946,-0.0013320616311680946,0.0022804531452472743,0.002040120530729106,0.019450081211502452,0.002040120530729106,0.006305170239596425,0.009163189483075632
2021-02-02,0.0035023459992194654,0.0035023459992194654,0.0052188898755546696,0.010556843151755608,0.007057482452568542,0.010556843151755608,0.003759398496240518,-0.0024187408297735207
2021-02-03,-0.016763150959672624,-0.016763150959672624,-0.02139882885574181,-0.028401121493081567,0.004094757731325985,-0.028401121493081567,-0.012484394506866447,-0.014037645197901145
2021-02-04,-0.013444261911114325,-0.013444261911114325,-0.011593211318725628,-0.007687400867472179,-0.0037287723495142977,-0.007687400867472179,-0.012642225031605614,-0.00496252519718765
2021-02-05,0.0007531631051538685,0.0007531631051538685,-0.005297040117099045,-0.009867188088742096,0.02036607457993337,-0.009867188088742096,0.016645326504481472,-0.009117227297822866
2021-02-08,0.0050428985102014545,0.0050428985102014545,0.006165840112506611,0.007347204958248401,0.017342445893414455,0.007347204958248401,-0.0012594458438287548,0.013236320159529765
2021-02-09,0.018392979414559935,0.018392979414559935,0.016940404888814653,0.02794661324413683,0.014836912936897186,0.02794661324413683,0.003783102143757988,0.017550946325666818
2021-02-10,0.0026881626174756197,0.0026881626174756197,0.0001972143971707973,-0.0025694975144122294,0.022495635454548097,-0.0025694975144122294,0.0,0.0005607998498114624
2021-02-18,0.014738135595855646,0.014738135595855646,0.01864133357999257,0.014629548558727851,-0.014586296945865588,0.014629548558727851,0.025125628140703293,0.03736315443209877
2021-02-19,0.0178021457339154,0.0178021457339154,0.011991691470909394,0.0072397191566587,0.0026995812213064982,0.0072397191566587,0.019607843137254832,0.020162004195617644
2021-02-22,-0.014109183063102715,-0.014109183063102715,-0.01491805649052132,-0.017525450654021852,-0.016845920225561306,-0.017525450654021852,0.006009615384615419,0.003059787805622845
2021-02-23,-0.002848799645468543,-0.002848799645468543,-0.0056253008709587675,0.0066591541220280374,-0.0026737075483043897,0.0066591541220280374,-0.005973715651135025,-0.014180759834975205
2021-02-24,-0.0025723717294368433,-0.0025723717294368433,0.004802916838263616,0.006329332284590946,-0.031077079733399605,0.006329332284590946,0.007211538461538547,-0.0024483425030741297
2021-02-25,0.019344315369169994,0.019344315369169994,0.016763713035011008,0.022984033749245923,0.009862366432047928,0.022984033749245923,0.06205250596658707,0.01929712404334209
2021-02-26,-0.015159322872419981,-0.015159322872419981,-0.023706981085629998,-0.029729024544785057,-0.016561760188978033,-0.029729024544785057,-0.030337078651685445,-0.021606878157467646
2021-03-01,0.006913394568706729,0.006913394568706729,0.013805928466591713,0.022567344261049227,0.008514418349637324,0.022567344261049227,0.009269988412514474,0.01794925148311366
2021-03-02,-0.00826943537497345,-0.00826943537497345,-0.004546795895388866,0.001406140402750407,-0.02187632571098911,0.001406140402750407,-0.008036739380022917,0.0005370176676184526
2021-03-03,0.01122387346721232,0.01122387346721232,0.008632020094390977,0.002161166054820085,0.018533193391751558,0.002161166054820085,0.0092592592592593,0.022828325637563873
2021-03-04,-0.018176658954568103,-0.018176658954568103,-0.02043967123612104,-0.017598358913639034,-0.03416661571272931,-0.017598358913639034,-0.011467889908256867,-0.01574860641320286
2021-03-05,0.005604096730337756,0.005604096730337756,0.0004902354713752411,-0.012920874787035517,-0.005328420202064105,-0.012920874787035517,-0.012600928074245954,-0.008833313970113922
2021-03-08,-0.05359139360088949,-0.05359139360088949,-0.05359139360088949,-0.06940387132013832,-0.04054034582707448,-0.06940387132013832,-0.07173356105892403,-0.05359139360088949
2021-03-09,-0.03496860597398721,-0.03496860597398721,-0.03496860597398721,-0.03477675384554413,-0.0330894361370252,-0.03477675384554413,-0.02805887764489423,-0.03496860597398721
2021-03-10,0.005901174719061004,0.005901174719061004,0.005901174719061004,0.016669022134081904,-0.0011843393539275882,0.016669022134081904,0.028395646000946462,0.005901174719061004
2021-03-11,0.024769716550982365,0.024769716550982365,0.024769716550982365,0.028183587255320733,0.028938935281685264,0.028183587255320733,0.04003681546249416,0.024769716550982365
2021-03-12,-0.0012792786558129725,-0.0012792786558129725,-0.0012792786558129725,-0.0009242910803781699,-0.009678259939281729,-0.0009242910803781699,0.0039823008849559915,-0.0012792786558129725
2021-03-15,-0.026985073254126912,-0.026985073254126912,-0.026985073254126912,-0.032766289673641216,-0.03312207010972834,-0.032766289673641216,-0.04936095196121648,-0.026985073254126912
2021-03-16,0.011041659928194761,0.011041659928194761,0.011041659928194761,0.012135698830113412,0.0008241378982953851,0.012135698830113412,0.02828001854427442,0.011041659928194761
2021-03-17,0.01093460137128277,0.01093460137128277,0.01093460137128277,0.012001749361740588,0.017250433966395175,0.012001749361740588,0.013976555455365247,0.01093460137128277
2021-03-18,0.015755995590016836,0.015755995590016836,0.015755995590016836,0.022284118448552194,-0.001396737953928325,0.022284118448552194,0.030680302356602906,0.015755995590016836
2021-03-19,-0.01064530841150857,-0.01064530841150857,-0.01064530841150857,-0.014855626141193918,-0.015154971292353658,-0.014855626141193918,-0.02329594477998287,-0.01064530841150857
2021-03-22,0.010358571037753912,0.010358571037753912,0.010358571037753912,0.006158309253006274,0.011318944846835377,0.006158309253006274,0.003975265017668095,0.010358571037753912
2021-03-23,0.000977613858882213,0.000977613858882213,0.000977613858882213,-0.0006112008853186299,-0.010741260520563307,-0.0006112008853186299,0.0048394192696874505,0.000977613858882213
2021-03-24,-0.003916648286614605,-0.003916648286614605,-0.003916648286614605,-0.007630382001981849,-0.019639211467353552,-0.007630382001981849,0.0017513134851139256,-0.003916648286614605
2021-03-25,-0.003204243847821031,-0.003204243847821031,-0.003204243847821031,0.003399989146009215,0.008908275556863613,0.003399989146009215,-0.006993006993006978,-0.003204243847821031
2021-03-26,0.01912153344863802,0.01912153344863802,0.01912153344863802,0.030580808506631914,0.023441244053432987,0.030580808506631914,0.03609154929577474,0.01912153344863802
2021-03-29,0.013219930499299074,0.013219930499299074,0.013219930499299074,0.011336214356476951,-0.006646518546502037,0.011336214356476951,0.023364485981308247,0.013219930499299074
2021-03-30,0.0062331972304110845,0.0062331972304110845,0.0062331972304110845,0.013088273685277763,0.004552564075743337,0.013088273685277763,0.0008302200083023514,0.0062331972304110845
2021-03-31,-0.023078740287513923,-0.023078740287513923,-0.023078740287513923,-0.020732213774149688,0.0006749332577667966,-0.020732213774149688,-0.015346329323931984,-0.023078740287513923
2021-04-01,0.013555301305011442,0.013555301305011442,0.013555301305011442,0.017678148391259807,0.022139235350711862,0.017678148391259807,0.02527379949452402,0.013555301305011442
2021-04-02,0.017275271980154584,0.017275271980154584,0.017275271980154584,0.018807585142867473,0.02518346090846905,0.01847425180953414,0.04419309778142966,0.017275271980154584
2021-04-06,0.004615974494788196,0.004615974494788196,0.004615974494788196,-0.008162759717540768,-0.008162759717540768,-0.00624559921530432,0.010426540284360408,0.004615974494788196
2021-04-07,-0.005537456585771983,-0.005537456585771983,-0.005537456585771983,-0.017666329710905242,-0.017666329710905242,-0.005291880318534632,-0.00844277673545979,-0.005537456585771983
2021-04-08,-0.0009026383850829396,-0.0009026383850829396,-0.0009026383850829396,0.011621759438950902,0.011621759438950902,0.010955506141118582,-0.002838221381267658,-0.0009026383850829396
2021-04-09,-0.007310846002897072,-0.007310846002897072,-0.007310846002897072,-0.020510340378311415,-0.020510340378311415,-0.019162234523680266,0.007590132827324458,-0.007310846002897072
2021-04-12,-0.02711229998845688,-0.02711229998845688,-0.02711229998845688,-0.020776242457239413,-0.020776242457239413,-0.027347411609842442,-0.031073446327683718,-0.02711229998845688
2021-04-13,-0.0006367816735640686,-0.0006367816735640686,-0.0006367816735640686,0.009866739147143422,0.009866739147143422,0.007834214975434831,-0.004859086491739495,-0.0006367816735640686
2021-04-14,0.024216095209393274,0.024216095209393274,0.024216095209393274,0.01993382961124901,0.01993382961124901,0.01637741756878023,0.0146484375,0.024216095209393274
2021-04-15,-0.0044373128272156,-0.0044373128272156,-0.0044373128272156,-0.005070802887420381,-0.005070802887420381,-0.0030308192072897957,-0.002887391722810273,-0.0044373128272156
2021-04-16,0.00371003242067706,0.00371003242067706,0.00371003242067706,0.006494533212501707,0.006494533212501707,-0.003421682717077286,0.0028957528957527234,0.00371003242067706
2021-04-19,0.036009851314765896,0.036009851314765896,0.036009851314765896,0.036556019968770816,0.036556019968770816,0.04238878884060041,0.013474494706448459,0.036009851314765896
2021-04-20,-0.009145865808941462,-0.009145865808941462,-0.009145865808941462,9.290984681294568e-05,9.290984681294568e-05,-0.0012525254047986252,-0.006647673314339908,-0.009145865808941462
2021-04-21,-0.0038235481928144592,-0.0038235481928144592,-0.0038235481928144592,0.014726176437263962,0.014726176437263962,0.013829084847899353,-0.007648183556405397,-0.0038235481928144592
2021-04-22,0.0011755580081146781,0.0011755580081146781,0.0011755580081146781,0.00019592458665029788,0.00019592458665029788,0.0015015927491222048,0.0,0.0011755580081146781
2021-04-23,0.0031409506266462106,0.0031409506266462106,0.0031409506266462106,0.016293926066131965,0.016293926066131965,0.017643398684993167,-0.003853564547206201,0.0031409506266462106
2021-04-26,-0.009315385290345516,-0.009315385290345516,-0.009315385290345516,-0.011652291669224471,-0.011652291669224471,-0.005074176552209986,0.0,-0.009315385290345516
2021-04-27,-0.009948959375496705,-0.009948959375496705,-0.009948959375496705,0.01174858727543419,0.01174858727543419,0.015398763891538972,-0.01450676982591892,-0.009948959375496705
2021-04-28,0.0120903011766403,0.0120903011766403,0.0120903011766403,0.02373834529310755,0.02373834529310755,0.02279072344960357,0.007850834151128527,0.0120903011766403
2021-04-29,0.008340101291432884,0.008340101291432884,0.008340101291432884,-0.002834505186242545,-0.002834505186242545,-0.0036318035063049865,0.002921129503408171,0.008340101291432884
2021-04-30,-0.009613250706082986,-0.009613250706082986,-0.009613250706082986,0.007379695953391941,0.007713029286725274,0.01823591346041098,-0.03495145631067964,-0.009613250706082986
2021-05-06,0.0005764079495518639,0.005769312377926586,0.02861827989073203,-0.013319332617433899,-0.024319655005318668,0.023629733533868102,0.011066398390341847,0.005769312377926586
2021-05-07,-0.024791542470197398,-0.004820329126102715,0.007692712402881977,-0.019322020602986895,-0.011937359561174882,-0.002088285534129838,-0.010945273631840724,-0.004820329126102715
2021-05-10,-0.015023613991537213,-0.011733521475975135,0.009501565486323454,-0.0008960858049146259,0.02497881809575871,0.008445655495995186,-0.01609657947686116,-0.011733521475975135
2021-05-11,0.011875962796208245,0.011878537196372996,-0.004404159641879421,0.016055134069835386,0.0038760478328460825,-0.0028474824827925786,0.024539877300613577,0.011878537196372996
2021-05-12,0.009041491864112922,0.0032761412094322777,0.0057402565893957345,0.010027993724688026,0.015150850126194696,0.007012932085472304,-0.001996007984031989,0.0032761412094322777
2021-05-13,-0.001724847344217073,-0.00419896007572514,-0.02151941989284626,-0.0005373439141090526,-0.003357482675280095,-0.020131989750602264,-0.0040000000000000036,-0.00419896007572514
2021-05-14,0.025888833110218647,0.022985654048331673,0.016581699819880186,0.02597956111720408,0.01166349448433183,0.01668395295584124,0.0381526104417671,0.022985654048331673
2021-05-17,0.002621305940827323,0.0034118197748194135,0.0014161336866273706,0.008375781644152092,0.01600037703620938,0.0009903171538752458,0.0067698259187620735,0.0034118197748194135
2021-05-18,0.006027214487465275,0.0059929837746000025,0.009680752674415594,0.0018067125499603804,-0.0016732071386584089,0.010732277385246292,0.0211335254562921,0.0059929837746000025
2021-05-19,0.00361349686665117,-0.00400727296026689,-0.009560337111168474,-0.001065002885740185,-0.008653204105830887,-0.006069525278377008,0.002822201317027373,-0.00400727296026689
2021-05-20,0.00040227618834731693,0.004756718042789135,-0.011986609893265093,0.002299453085524187,-0.004851277847726579,-0.013197163061649605,0.0018761726078799779,0.004756718042789135
2021-05-21,-0.011467702706448627,-0.012808428323077492,-0.0033374921345840445,-0.015932062942359677,-0.016395789538525385,-0.0021724294517844935,-0.01966292134831471,-0.012808428323077492
2021-05-24,0.014446873912129583,0.008043951746676086,-0.0023853560108759715,0.006131830464456016,-0.008874160276660843,0.0030108019576292246,0.009551098376313183,0.008043951746676086
2021-05-25,0.025517770171883315,0.0290168832775642,0.025038835181869112,0.026921674135334268,0.02219816902756995,0.019640349694888037,0.03405865657521301,0.0290168832775642
2021-05-26,-0.003279192539970591,0.00179201168044237,0.0016441301740257965,-0.001745211469949733,-0.0010799030710496222,-0.0021747559034019925,-0.0018298261665141702,0.00179201168044237
2021-05-27,0.024997409344845064,0.00866367788725438,0.0037845988160006092,0.009777159509210579,0.004093431712818803,0.012780169949439275,0.008249312557286892,0.00866367788725438
2021-05-28,-0.002549821873122174,-0.00012668089564375269,0.0008129268430854266,-0.008797576211408087,-0.007632908935822469,-0.0024669579178365013,0.005363636363636349,-0.00012668089564375269
2021-05-31,0.0022286518399824797,0.01418269633320094,0.009734469869968843,0.015189918203420305,0.023511753331091935,0.004591944360679519,0.01364113326337879,0.01418269633320094
2021-06-01,-0.003036285434928991,-0.0013534658409783962,-0.004024054595413847,0.012878201019610014,0.01564872624494103,0.014269989467765884,0.0041407867494824835,-0.0013534658409783962
2021-06-02,-0.005923923891523371,-0.014996139697533956,-0.009748833576118146,-0.011975506300942572,-0.012117229656951648,-0.007584914152088063,-0.01855670103092788,-0.014996139697533956
2021-06-03,0.004988765824350927,0.0026358246478803693,-0.007898673920435195,0.009450671063783795,-0.006121859427297186,0.01592634389697541,0.012605042016806678,0.0026358246478803693
2021-06-04,0.0019026284210079307,0.0016255217609224921,0.0015380970040451691,-0.01145007534976672,-0.002722294623631975,-0.019705672835647798,0.0020746887966804906,0.0016255217609224921
2021-06-07,-0.001368807728202988,0.006142818078831176,0.003852132639909837,-0.00327984832337395,0.003827667886873054,0.0012041889395483971,0.01863354037267073,0.006142818078831176
2021-06-08,0.0024478620330281955,0.007984977610711708,0.003229525008524247,-0.0032675501741303474,-0.008864869871702466,-0.002539313842963205,0.0060975609756097615,0.007984977610711708
2021-06-09,-0.0025788380728451275,0.0005189373180756187,0.004464905071271175,0.022916633971128048,0.015974841383210037,0.023797431919361234,-0.0010101010101010166,0.0005189373180756187
2021-06-10,0.004142699556241617,0.0055698568383339975,-0.0005666195421902092,0.0160141810530127,0.016549038317260324,-0.0008219754998708417,0.01921132457027297,0.0055698568383339975
2021-06-11,-0.012698292902674286,-0.019597951454571917,-0.011481080374602493,0.013677922394245366,0.010528017395281825,0.011390987073295332,-0.015873015873015928,-0.019597951454571917
2021-06-15,-0.00577967959755643,-0.0013737481135003278,-0.00877229372794704,-0.014046979600629395,-0.010922858740302077,-0.01774315763643001,0.008064516129032251,-0.0013737481135003278
2021-06-16,-0.004397510238164185,-0.009941498652929518,-0.009022136463110193,-0.02147447034195275,-0.025368300093302265,-0.014189752912307839,-0.016000000000000014,-0.009941498652929518
2021-06-17,0.008146082084839282,0.013166188910600654,0.004885610831270851,0.005742994872328358,0.010827564219192768,0.0009234986954408013,0.026422764227642226,0.013166188910600654
2021-06-18,0.0013286627531897315,0.011191119111911174,-0.0033128891739459734,-0.0005036358316889604,0.0035395091949390976,-0.01550738676942339,0.012871287128712883,0.011191119111911174
2021-06-21,-0.0033230034421856494,0.014001768840478546,0.007928777595970882,0.013041996848992727,0.00820262469877871,0.0009220522834262708,0.003910068426197455,0.014001768840478546
2021-06-22,0.000788340784098914,-0.005311071887476852,0.00677067055047061,0.0018788532269073208,0.009111035211089172,0.006170912029683783,-0.008763388510223846,-0.005311071887476852
2021-06-23,0.004383715902676647,0.004074089148703552,0.0034208199831246007,0.018526824950831022,0.016785189637024207,0.018671710013333415,0.00982318271119853,0.004074089148703552
2021-06-24,-0.0017551652007273448,-0.008242804804190818,-0.004018645715415621,0.012450730501497217,0.005267408690546242,0.0020001315166854696,-0.0019455252918287869,-0.008242804804190818
