ann_ret,ann_vol,sharpe,max_dd,calmar,sortino,win_rate,n,wf_efficiency,mean_train_sharpe,mean_test_sharpe,is_decay_pct,n_windows
0.12875384795849287,0.16811565934443565,0.7658646937505196,-0.2491949979273651,0.5166791028286283,0.8466703490731641,0.5479129923574368,1701.0,,,,,
,,,,,,,,0.5338301577768857,1.6571151112245661,0.8846180212794716,46.61698422231143,27.0
