year,ann_ret,ann_vol,sharpe,max_dd,calmar,sortino,win_rate,n
2013,0.030346754652817554,0.014412926853308314,2.105523393109556,-0.006854949960911294,4.426984124736524,2.04506316935153,0.453781512605042,238
2014,0.5216137876266242,0.15906808698671698,3.279185646270969,-0.061351990052552874,8.501986442164638,4.864079640048056,0.5551020408163265,245
2015,0.16788352932366268,0.15157630623385654,1.1075842491150751,-0.07156463856845807,2.3459006107194527,0.9490242727754967,0.7090163934426229,244
2016,0.05072228544600765,0.07847199655623936,0.6463743459063893,-0.06234519373012337,0.8135717031463827,0.760655257128614,0.5737704918032787,244
2017,0.180266669916048,0.09286447667603039,1.9411800547256768,-0.05776858151106623,3.1204967337049094,2.813809312603301,0.5532786885245902,244
2018,0.062134280418898236,0.05368694559012032,1.1573442991760072,-0.06597306901367839,0.9418127934296304,0.6891311823912317,0.7695473251028807,243
2019,0.05318084361714326,0.08032347595328206,0.6620834442980834,-0.0700460845398041,0.759226500189642,0.7668031741771533,0.6270491803278688,244
2020,0.5409251115023566,0.1976594938213532,2.7366513039401514,-0.09102907406585947,5.942333447344501,2.681523005485218,0.6584362139917695,243
2021,0.12142677188022843,0.1779805586662084,0.6822473914578326,-0.1336730728022324,0.9083861793158432,1.0233962043614429,0.5679012345679012,243
2022,-0.017700382199430376,0.0789219418536762,-0.2242770740771616,-0.05220335459753267,-0.33906599175270175,-0.2894437928297914,0.5413223140495868,242
2023,0.03834818429040232,0.14933613761837894,0.2567910547438906,-0.12802798850719566,0.29952969454211964,0.3123312841689178,0.5289256198347108,242
