round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,rr_pos,rr_neg,dxy_mom,fallback,n_changed,gold_added,gold_removed,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,q,blend,off,full
39,refine k=3 wr=0.4 L=120 rb=0.2,30,250,120,0.2,0.0,0.4,3,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.16043616014705875,0.1500045250079283,1.0695421364027458,1.5179330703005198,-0.14447267826394206,1.1104948151784966,1.408193941589762,0.4719311377245509,47.50149700598802,2672,,,,
39,refine k=3 wr=0.4 L=120 rb=0.4,30,250,120,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.16043616014705875,0.1500045250079283,1.0695421364027458,1.5179330703005198,-0.14447267826394206,1.1104948151784966,1.408193941589762,0.4719311377245509,47.50149700598802,2672,,,,
39,refine k=3 wr=0.4 L=120 rb=0.6,30,250,120,0.2,0.0,0.4,3,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.16043616014705875,0.1500045250079283,1.0695421364027458,1.5179330703005198,-0.14447267826394206,1.1104948151784966,1.408193941589762,0.4719311377245509,47.50149700598802,2672,,,,
39,refine k=3 wr=0.4 L=180 rb=0.0,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.15682074817288005,0.14803688321031988,1.0593356518461734,1.4789126539251165,-0.129178584152833,1.2139841073605762,1.3563654151847258,0.4726796407185629,43.66616766467066,2672,,,,
39,refine k=3 wr=0.4 L=180 rb=0.2,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.15682074817288005,0.14803688321031988,1.0593356518461734,1.4789126539251165,-0.129178584152833,1.2139841073605762,1.3563654151847258,0.4726796407185629,43.66616766467066,2672,,,,
39,refine k=3 wr=0.4 L=180 rb=0.4,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.15682074817288005,0.14803688321031988,1.0593356518461734,1.4789126539251165,-0.129178584152833,1.2139841073605762,1.3563654151847258,0.4726796407185629,43.66616766467066,2672,,,,
39,refine k=3 wr=0.4 L=180 rb=0.6,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.15682074817288005,0.14803688321031988,1.0593356518461734,1.4789126539251165,-0.129178584152833,1.2139841073605762,1.3563654151847258,0.4726796407185629,43.66616766467066,2672,,,,
39,refine k=3 wr=0.4 L=252 rb=0.0,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.16126571089859865,0.1464705047120939,1.101011505460342,1.540233986149118,-0.14668759427530254,1.0993820690517015,1.4524687792427307,0.46706586826347307,45.1437125748503,2672,,,,
39,refine k=3 wr=0.4 L=252 rb=0.2,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.16126571089859865,0.1464705047120939,1.101011505460342,1.540233986149118,-0.14668759427530254,1.0993820690517015,1.4524687792427307,0.46706586826347307,45.1437125748503,2672,,,,
39,refine k=3 wr=0.4 L=252 rb=0.4,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.16126571089859865,0.1464705047120939,1.101011505460342,1.540233986149118,-0.14668759427530254,1.0993820690517015,1.4524687792427307,0.46706586826347307,45.1437125748503,2672,,,,
