year,R30,R42,M3,M5,M1,M3+DP,M5+DP
2016,1.355018068541278,1.3852421579743395,0.4918424153652188,0.42069144779426343,0.5536667388726387,0.532441591780986,0.46145781681932524
2017,1.8599849954481862,1.8465565350682718,1.779945430667825,1.7192953186856907,1.7884208382865117,1.779945430667825,1.7192953186856907
2018,1.3421328921926163,1.5270438387348118,0.7478632978662529,0.017257436150273416,-0.43955573595054276,0.8984338662011154,-0.0460476750051208
2019,0.5904717311332386,0.5904717311332386,0.6450986561085369,0.7693560216551317,2.0450730987294587,0.6450986561085369,0.7693560216551317
2020,2.6166352305174394,2.6166352305174394,1.5624412164391603,0.4170934517479577,2.236652555245975,1.5624412164391603,0.4170934517479577
2021,0.2824681559438394,0.2824681559438394,1.1929970228368143,0.5326911033809549,1.1007983701055506,1.1929970228368143,0.5326911033809549
2022,-0.451296708888914,-0.08981500207663257,0.4710776338571321,1.1746464129198368,0.5952554587002914,0.1779823110779743,0.717370260194942
2023,4.811733817683285,4.811733817683285,6.60026598743342,4.705319844848915,6.60026598743342,6.60026598743342,4.705319844848915
