a1,a2,category,n,ann_ret,ann_vol,sharpe,max_dd,score,axis_pair
contract,strong,长债,69,0.036980869442779445,0.022387169323618967,1.6518778639764786,-0.0139550278919236,1.6518778639764786,M5_PMI_x_DXY
contract,strong,货币,69,0.015095672193506753,0.001445582436680412,10.442622855997032,-0.00020703957266798856,-inf,M5_PMI_x_DXY
contract,strong,黄金,69,0.04823038240320804,0.1240783147190149,0.38870919960856604,-0.0443418916102688,0.38870919960856604,M5_PMI_x_DXY
contract,strong,红利低波,69,0.05694449036086603,0.19081354909594828,0.29843001521989504,-0.0821371610845294,0.29843001521989504,M5_PMI_x_DXY
contract,strong,商品,69,-0.3031911453655589,0.2486998014246016,-1.2191048952545203,-0.17848021862911845,-1.2191048952545203,M5_PMI_x_DXY
contract,strong,海外股,69,0.1117962850334118,0.22091614592529954,0.5060575566586905,-0.13294297242501318,0.5060575566586905,M5_PMI_x_DXY
contract,weak,长债,99,0.012354124071476827,0.018219042585783995,0.678088544626189,-0.01569691746282076,-inf,M5_PMI_x_DXY
contract,weak,货币,99,0.026014758631401277,0.003288889722547362,7.909890822137972,-0.0005113221329438034,-inf,M5_PMI_x_DXY
contract,weak,黄金,99,0.2052727117218876,0.08599126161474525,2.387134551433174,-0.03224242424242407,2.387134551433174,M5_PMI_x_DXY
contract,weak,红利低波,78,0.3791603589452901,0.11829437836687855,3.205227198281232,-0.043315907393577824,3.205227198281232,M5_PMI_x_DXY
contract,weak,商品,99,0.5654935284721655,0.1424962119081783,3.968481132933963,-0.029024685619932322,3.968481132933963,M5_PMI_x_DXY
contract,weak,海外股,99,0.18813326808369527,0.1464690066389209,1.2844578686021006,-0.07002691710626463,1.2844578686021006,M5_PMI_x_DXY
expand,strong,长债,311,0.02355734626236922,0.03378691338616769,0.6972328603421217,-0.033822992758129056,0.6972328603421217,M5_PMI_x_DXY
expand,strong,货币,311,0.04217633533982615,0.009144440763090584,4.612237799173149,-0.005912516404865231,-inf,M5_PMI_x_DXY
expand,strong,黄金,311,0.005446388117001629,0.09405251558089579,0.057907947313935684,-0.11416241663397386,0.057907947313935684,M5_PMI_x_DXY
expand,strong,红利低波,26,0.4439150683334321,0.16714643401400456,2.6558452829226264,-0.05115511551155083,2.6558452829226264,M5_PMI_x_DXY
expand,strong,商品,311,-0.0797522162039459,0.15868005682420522,-0.5025976030012388,-0.18258750127392942,-0.5025976030012388,M5_PMI_x_DXY
expand,strong,海外股,311,0.10862510430747753,0.15641535731686637,0.6944657236400688,-0.15038309535287087,0.6944657236400688,M5_PMI_x_DXY
expand,weak,长债,478,0.015567888157063437,0.024500408272925187,0.6354134177538232,-0.02340106860985114,0.6354134177538232,M5_PMI_x_DXY
expand,weak,货币,478,0.044414133885204585,0.004839470282234481,9.177478379864683,-0.0019957932979588477,-inf,M5_PMI_x_DXY
expand,weak,黄金,478,-0.09737540013546359,0.11179131534728183,-0.8710461973988325,-0.21274795804002367,-0.8710461973988325,M5_PMI_x_DXY
expand,weak,红利低波,193,0.2278475907741843,0.1964260572238381,1.1599662183034078,-0.12309257375381466,1.1599662183034078,M5_PMI_x_DXY
expand,weak,商品,478,0.0913872050145551,0.17482882851766518,0.5227238882134424,-0.20349424293102858,0.5227238882134424,M5_PMI_x_DXY
expand,weak,海外股,478,0.01953700740536983,0.1621741725007677,0.12046928992517193,-0.18278891626211946,0.12046928992517193,M5_PMI_x_DXY
neutral,strong,长债,1128,0.03961333457282598,0.02592994879160731,1.5277058543843922,-0.027120361231700918,1.5277058543843922,M5_PMI_x_DXY
neutral,strong,货币,1119,0.03343392556181687,0.004564654252766883,7.324525300366563,-0.0031620991900583872,-inf,M5_PMI_x_DXY
neutral,strong,黄金,1063,0.06363168877712984,0.13478300881331956,0.4721046765268651,-0.1923915571991639,0.4721046765268651,M5_PMI_x_DXY
neutral,strong,红利低波,401,0.16656126126852275,0.2476237654863431,0.6726384317005667,-0.22432024169184395,0.6726384317005667,M5_PMI_x_DXY
neutral,strong,商品,1104,0.03597224859956148,0.21173927106060866,0.1698893569406155,-0.4943587902087756,0.1698893569406155,M5_PMI_x_DXY
neutral,strong,海外股,1128,0.06918692526350408,0.18881914789356036,0.36641901012340966,-0.33952159022104567,0.36641901012340966,M5_PMI_x_DXY
neutral,weak,长债,535,0.04014758542980988,0.028791634454964538,1.3944184201354792,-0.04379916786798477,1.3944184201354792,M5_PMI_x_DXY
neutral,weak,货币,528,0.03700844083623058,0.003989599629555247,9.27622926422725,-0.0017629470833805394,-inf,M5_PMI_x_DXY
neutral,weak,黄金,518,0.2284008210269992,0.1512166921860794,1.5104206931463695,-0.09463418528465184,1.5104206931463695,M5_PMI_x_DXY
neutral,weak,红利低波,205,0.1913050512351995,0.3104319274835259,0.6162544322872581,-0.25970553731709733,0.6162544322872581,M5_PMI_x_DXY
neutral,weak,商品,565,0.21364950742922095,0.2283085569750703,0.9357928159151301,-0.20127793818372275,0.9357928159151301,M5_PMI_x_DXY
neutral,weak,海外股,586,0.2268536412148304,0.1533560492442498,1.4792611203326003,-0.13188320631437933,1.4792611203326003,M5_PMI_x_DXY
