round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,trend_ma_window,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days
3,+ Trend MA60,30,250,180,0.0,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,60,0.11336830993379743,0.14000721111547387,0.8097319347379511,1.3677952527423476,-0.20281480703446153,0.5589745225778032,1.0688960533679155,0.5074850299401198,62.2376497005988,2672
3,+ Trend MA100,30,250,180,0.0,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,100,0.11701266278634526,0.14195699951950547,0.8242824459689093,1.3556466281633965,-0.20026169554062934,0.5842987720165667,1.0900183583771939,0.5048652694610778,60.11564371257484,2672
3,+ Trend MA150,30,250,180,0.0,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,150,0.12166337105610792,0.14370599630407627,0.8466130445849523,1.367171890636082,-0.2265577620065896,0.5370081783054038,1.1119966338214868,0.5048652694610778,59.40830838323353,2672
3,+ Trend MA200,30,250,180,0.0,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,0.1222784272762365,0.14402339643613302,0.8490178005936744,1.3712626952084626,-0.19365947133563022,0.6314094861093388,1.1141424511036695,0.5056137724550899,59.62836826347306,2672
