round,label,ann_ret,ann_vol,sharpe,max_dd,calmar,sortino,win_rate,n,gross_sharpe,ann_turnover,ann_capped_turnover
12,br=False k=3 wr=0.2 L=180,0.11100400727254023,0.14402910981873962,0.7707053623551418,-0.25831071296072083,0.4297305597597096,1.0120643404159324,0.501122754491018,2672,1.2974605935627206,60.66579341317365,60.66579341317365
