,ann_ret,ann_vol,sharpe,max_dd,calmar,sortino,win_rate,n
R30,0.1303122100687668,0.16811454561809488,0.7751394121767221,-0.24919499792736377,0.5229326878653907,0.8528358510064991,0.5508524397413286,1701.0
R42,0.14968009606809107,0.1629219296208703,0.918722828881331,-0.24919499792736366,0.6006544967315933,1.0400515590311066,0.5543797766019988,1701.0
M3,0.15423405505996213,0.15817146428676082,0.9751067030671204,-0.1718149840624663,0.8976752283950256,1.1156852927910825,0.5584950029394474,1701.0
M5,0.09151475616535554,0.15009060597759302,0.6097300731733853,-0.218842126480141,0.41817705593196247,0.6920694015942529,0.5496766607877719,1701.0
M1,0.168090925715084,0.15931392367142488,1.0550924981407221,-0.21245512603853778,0.7911831964204693,1.255590853479025,0.544973544973545,1701.0
M3+DP,0.14700847464264166,0.15641936140425722,0.9398355377676447,-0.17181498406246654,0.8556208030679908,1.077034440479355,0.5596707818930041,1701.0
M5+DP,0.08547042227093571,0.151855194428255,0.5628416110014385,-0.22032398288287225,0.38793063357234764,0.6425321063248333,0.5479129923574368,1701.0
