param,max_drop,min_sharpe,max_sharpe
rebal_threshold,0.20299415157953637,1.1135246479131533,1.3412861237892955
mom_L,0.19348976342480606,1.1230290360678836,1.3165187994926897
rsrs_N,0.15691212308522573,1.159606676407464,1.3165187994926897
w_rsrs,0.15437047122992054,1.1621483282627691,1.3165187994926897
top_k,0.11246710940934768,1.204051690083342,1.3165187994926897
top_n_cats,0.03650539112087481,1.2800134083718149,1.323821753705117
intra_vol_lb,0.006859669401464208,1.3096591300912255,1.3191576661603266
mvo_shrink,0.004874076831621776,1.311644722661068,1.3213787501874679
