year,ann_ret,ann_vol,sharpe,max_dd,calmar,sortino,win_rate,n
2013,-0.013345173567288593,0.051734295283492666,-0.2579560327276123,-0.04100015179858374,-0.3254908331278318,-0.23797549892043401,0.046218487394957986,238
2014,0.6098651622028466,0.17707854282795646,3.4440376144012603,-0.0784724549024628,7.7717099963404666,5.395964473051871,0.5428571428571428,245
2015,0.19699518080359413,0.1558780832360122,1.263777284875432,-0.07156463856845807,2.752688824315802,1.148854622631567,0.45491803278688525,244
2016,0.3431518926168404,0.13784070187508018,2.4894816113735843,-0.06333946248531686,5.417663477905085,4.1340837297414454,0.5081967213114754,244
2017,0.1695619365507639,0.09318165952863117,1.8196921734224318,-0.0580653217251339,2.920192836499312,2.649772413013338,0.5532786885245902,244
2018,0.10161413273226727,0.06045063951331335,1.680943883313067,-0.06614395787980276,1.5362572181864464,1.5490307124608784,0.5843621399176955,243
2019,0.04534956654141831,0.08135766451233252,0.5574098864962383,-0.07082002091057582,0.6403495220466122,0.7392354847628309,0.5122950819672131,244
2020,0.658240397110446,0.20181395434224625,3.261619838210835,-0.09119064454171144,7.218288678827802,3.5519115122312606,0.5720164609053497,243
2021,0.05987024017966691,0.17895035712295945,0.33456340150541963,-0.1343751690836279,0.44554541280172744,0.5026878834098683,0.49382716049382713,243
2022,0.11677132705250659,0.10516733464642057,1.1103383711786496,-0.10577539845512174,1.1039554448197157,1.5184400179164688,0.5413223140495868,242
2023,0.08467816107260484,0.15643653169085037,0.5412940325214171,-0.1144470100076781,0.7398896752909832,0.6881488876845919,0.5413223140495868,242
