date,equity
2013-01-04,1.0
2013-01-07,1.0
2013-01-08,1.0
2013-01-09,1.0
2013-01-10,1.0
2013-01-11,1.0
2013-01-14,1.0
2013-01-15,1.0
2013-01-16,1.0
2013-01-17,1.0
2013-01-18,1.0
2013-01-21,1.0
2013-01-22,1.0
2013-01-23,1.0
2013-01-24,1.0
2013-01-25,1.0
2013-01-28,1.0
2013-01-29,1.0
2013-01-30,1.0
2013-01-31,1.0
2013-02-01,1.0
2013-02-04,1.0
2013-02-05,1.0
2013-02-06,1.0
2013-02-07,1.0
2013-02-08,1.0
2013-02-18,1.0
2013-02-19,1.0
2013-02-20,1.0
2013-02-21,1.0
2013-02-22,1.0
2013-02-25,1.0
2013-02-26,1.0
2013-02-27,1.0
2013-02-28,1.0
2013-03-01,1.0
2013-03-04,1.0
2013-03-05,1.0
2013-03-06,1.0
2013-03-07,1.0
2013-03-08,1.0
2013-03-11,1.0
2013-03-12,1.0
2013-03-13,1.0
2013-03-14,1.0
2013-03-15,1.0
2013-03-18,1.0
2013-03-19,1.0
2013-03-20,1.0
2013-03-21,1.0
2013-03-22,1.0
2013-03-25,0.9999
2013-03-26,1.0002155720938273
2013-03-27,1.0001842150800824
2013-03-28,1.0003227389577212
2013-03-29,1.0004559064327585
2013-04-01,1.0006019934264072
2013-04-02,1.0008326273438828
2013-04-03,1.0011487504129049
2013-04-08,1.0010526947962994
2013-04-09,1.0010215206842488
2013-04-10,1.0010591976164005
2013-04-11,1.0010669907905567
2013-04-12,1.001131930369703
2013-04-15,1.0012266991242635
2013-04-16,1.0013447572953085
2013-04-17,1.001454940477229
2013-04-18,1.0010413383951589
2013-04-19,1.0007930378802912
2013-04-22,1.0003748058786985
2013-04-23,1.000644786543657
2013-04-24,1.0007670280687457
2013-04-25,1.0009631752145944
2013-04-26,1.0011675699057054
2013-05-02,1.0014559513999537
2013-05-03,1.0015310426253332
2013-05-06,1.0015174666047901
2013-05-07,1.0015828866013718
2013-05-08,1.0015755288801003
2013-05-09,1.0015798382791934
2013-05-10,1.0016543895689838
2013-05-13,1.0016384946386445
2013-05-14,1.0016393289705114
2013-05-15,1.0015999639158473
2013-05-16,1.0014516169170247
2013-05-17,1.0016010419877344
2013-05-20,1.001564714488802
2013-05-21,1.0014168156923455
2013-05-22,1.0014851695675675
2013-05-23,1.0015675606892223
2013-05-24,1.001601398470812
2013-05-27,1.0017812098933692
2013-05-28,1.0017964545563034
2013-05-29,1.0018048899746836
2013-05-30,1.001838619381312
2013-05-31,1.001861814227862
2013-06-03,1.001879081635357
2013-06-04,1.0018832127562776
2013-06-05,1.001865689738095
2013-06-06,1.0018882198410473
2013-06-07,1.0019497455820285
2013-06-13,1.0019487804445342
2013-06-14,1.0019421678618585
2013-06-17,1.002014416017953
2013-06-18,1.0019549049818766
2013-06-19,1.0015449657311042
2013-06-20,1.0003339299850278
2013-06-21,1.0006087383432822
2013-06-24,1.0005209896251992
2013-06-25,1.0012971425435357
2013-06-26,1.0018809067173866
2013-06-27,1.0020499532949492
2013-06-28,1.0022702927901066
2013-07-01,1.0023578378343645
2013-07-02,1.0023984981928329
2013-07-03,1.002365327697884
2013-07-04,1.0023892700521013
2013-07-05,1.0025229002140272
2013-07-08,1.002659995806244
2013-07-09,1.0025208688799574
2013-07-10,1.0024773373443463
2013-07-11,1.0017121841366068
2013-07-12,1.0016348759721516
2013-07-15,1.001825786110659
2013-07-16,1.001788188727375
2013-07-17,1.0015968298607896
2013-07-18,1.0016161989168881
2013-07-19,1.001759515463656
2013-07-22,1.0017035763848188
2013-07-23,1.0017362157629122
2013-07-24,1.0016016507292451
2013-07-25,1.0015283527081897
2013-07-26,1.001694642398578
2013-07-29,1.0016893321106652
2013-07-30,1.0028104790815862
2013-07-31,1.00362681700358
2013-08-01,1.0031214060920355
2013-08-02,0.9998686621880212
2013-08-05,1.0023915027545984
2013-08-06,1.0005612993377795
2013-08-07,0.9993109370868534
2013-08-08,0.9996924172860056
2013-08-09,1.0011664253654113
2013-08-12,1.0030789375772065
2013-08-13,1.0036365806071663
2013-08-14,1.001657533710368
2013-08-15,1.003648983366642
2013-08-16,1.0054539401058566
2013-08-19,1.006062192436264
2013-08-20,1.0046713420357536
2013-08-21,1.00562816113549
2013-08-22,1.0051020515715838
2013-08-23,1.006372310095366
2013-08-26,1.008230968316871
2013-08-27,1.0085827625197892
2013-08-28,1.010355385249489
2013-08-29,1.0090841923134846
2013-08-30,1.0088745281553193
2013-09-02,1.0079983238167902
2013-09-03,1.0077191911084526
2013-09-04,1.0088100978536745
2013-09-05,1.0071124171611916
2013-09-06,1.0059047316599994
2013-09-09,1.0072803548264957
2013-09-10,1.0065262426016706
2013-09-11,1.0051825103487746
2013-09-12,1.003265900852088
2013-09-13,1.0006029539451013
2013-09-16,1.0014669231256002
2013-09-17,1.0005172880794149
2013-09-18,0.9998447266994902
2013-09-23,1.0018482771179098
2013-09-24,1.001580699115079
2013-09-25,0.9996366242828744
2013-09-26,0.9969425945696518
2013-09-27,1.0006565461753385
2013-09-30,1.005380479654218
2013-10-08,1.008702537162002
2013-10-09,1.010576056956666
2013-10-10,1.0028456679125741
2013-10-11,1.0116913909156413
2013-10-14,1.0128241709161565
2013-10-15,1.0130315698776131
2013-10-16,1.0042007652256182
2013-10-17,1.0033094311801338
2013-10-18,1.0245557059328798
2013-10-21,1.0233388415816786
2013-10-22,1.0162928114815226
2013-10-23,1.01324060591418
2013-10-24,1.0156059421210726
2013-10-25,1.0081675896613456
2013-10-28,1.0084670485113052
2013-10-29,0.9935357255190481
2013-10-30,0.9987281757243867
2013-10-31,0.9935595167181271
2013-11-01,0.992011548798834
2013-11-04,0.9917235313277524
2013-11-05,0.9960246586255411
2013-11-06,0.9924665902644974
2013-11-07,0.9875261756649021
2013-11-08,0.98197682465825
2013-11-11,0.9809855283812222
2013-11-12,0.9837795804026537
2013-11-13,0.975957142906451
2013-11-14,0.9836812792035545
2013-11-15,0.987439947648613
2013-11-18,0.9930840406084483
2013-11-19,0.9911790734703781
2013-11-20,0.9901163928236072
2013-11-21,0.9863765956610844
2013-11-22,0.9889463316560173
2013-11-25,0.9900428677229294
2013-11-26,0.990093298851803
2013-11-27,0.9964299999922529
2013-11-28,0.9974042647631628
2013-11-29,0.9993336742037199
2013-12-02,0.9870945510651667
2013-12-03,0.9870581137397159
2013-12-04,0.9851365688259403
2013-12-05,0.9818473730619129
2013-12-06,0.9821932327701631
2013-12-09,0.9871950382295972
2013-12-10,0.9866531500229343
2013-12-11,0.9866317338810157
2013-12-12,0.98629948504797
2013-12-13,0.9843323197601869
2013-12-16,0.9840784177959138
2013-12-17,0.984850649188873
2013-12-18,0.9815210375177003
2013-12-19,0.9823815661748353
2013-12-20,0.9776072951292478
2013-12-23,0.9804109786852473
2013-12-24,0.9859710681573783
2013-12-25,0.989408717209878
2013-12-26,0.9868107301756984
2013-12-27,0.9926746085093314
2013-12-30,0.9898945417255195
2013-12-31,0.9905594540450744
2014-01-02,0.9950442067339818
2014-01-03,0.9945685848178138
2014-01-06,0.9906295453500816
2014-01-07,0.9937531029573813
2014-01-08,1.0013066314419077
2014-01-09,0.997622320054205
2014-01-10,0.9964145324838145
2014-01-13,0.9985485014036377
2014-01-14,1.0007331059488913
2014-01-15,1.0030258233105305
2014-01-16,1.003489213345701
2014-01-17,1.0040107477614566
2014-01-20,1.0011790997528724
2014-01-21,1.0057601701250427
2014-01-22,1.0070174096131475
2014-01-23,1.009078354392577
2014-01-24,1.0114524089281163
2014-01-27,1.0063914218129753
2014-01-28,1.0054020740749758
2014-01-29,1.0104797513997175
2014-01-30,1.0090942393601787
2014-02-07,1.0102300861847366
2014-02-10,1.013853168316622
2014-02-11,1.0147711644772432
2014-02-12,1.0192708346804165
2014-02-13,1.0131379124038231
2014-02-14,1.0196536925112971
2014-02-17,1.0274951701552544
2014-02-18,1.025258764096572
2014-02-19,1.0274407270924018
2014-02-20,1.0225284031314787
2014-02-21,1.0259982462837518
2014-02-24,1.0276201153013094
2014-02-25,1.0248226934197926
2014-02-26,1.0283025023818926
2014-02-27,1.023781388645225
2014-02-28,1.0301019576398307
2014-03-03,1.0316026931996174
2014-03-04,1.0287852683895182
2014-03-05,1.0288948558560942
2014-03-06,1.0290328875977204
2014-03-07,1.0297737149687838
2014-03-10,1.0197046017936393
2014-03-11,1.0208347169753669
2014-03-12,1.020029894478559
2014-03-13,1.0314478755702674
2014-03-14,1.0230613070212362
2014-03-17,1.0353977562173264
2014-03-18,1.0423392024114662
2014-03-19,1.04141299546054
2014-03-20,1.0240214743898997
2014-03-21,1.0262491729353134
2014-03-24,1.025172336203893
2014-03-25,1.0218415975053385
2014-03-26,1.0224064774868893
2014-03-27,1.0188433684922866
2014-03-28,1.0190521152461138
2014-03-31,1.0176906083654254
2014-04-01,1.015880823575056
2014-04-02,1.016270830316833
2014-04-03,1.0174864054618873
2014-04-04,1.0165125825706323
2014-04-08,1.0208065341786872
2014-04-09,1.0222987904532888
2014-04-10,1.024344768418737
2014-04-11,1.0206652608948252
2014-04-14,1.023032915220729
2014-04-15,1.0330712418872123
2014-04-16,1.044221508786937
2014-04-17,1.0580085160726065
2014-04-18,1.0761416317731767
2014-04-21,1.0574086943402217
2014-04-22,1.059378063808473
2014-04-23,1.0611988444645335
2014-04-24,1.0492171292613106
2014-04-25,1.0364622651811095
2014-04-28,1.0271357389153664
2014-04-29,1.024716213062082
2014-04-30,1.027989476980469
2014-05-05,1.0302916698818796
2014-05-06,1.031426168118634
2014-05-07,1.0290042512942845
2014-05-08,1.0265954733446558
2014-05-09,1.028003758093792
2014-05-12,1.027273113389279
2014-05-13,1.0356779298543184
2014-05-14,1.0354812270691904
2014-05-15,1.0360131544270015
2014-05-16,1.0338382350928954
2014-05-19,1.0334099494048636
2014-05-20,1.0345833798036095
2014-05-21,1.033603080782893
2014-05-22,1.0359067598990819
2014-05-23,1.0360789025162187
2014-05-26,1.0373591172560144
2014-05-27,1.0403160702570529
2014-05-28,1.0402537986756537
2014-05-29,1.0420220323464313
2014-05-30,1.0411145398851327
2014-06-03,1.0413585010696225
2014-06-04,1.041603240416517
2014-06-05,1.0336990829206252
2014-06-06,1.0339906232402032
2014-06-09,1.0342739816522413
2014-06-10,1.0324586121492876
2014-06-11,1.031975111027571
2014-06-12,1.0315996519717572
2014-06-13,1.031733309031756
2014-06-16,1.0310076055756354
2014-06-17,1.0300912234125361
2014-06-18,1.0284992424693125
2014-06-19,1.0280579797689717
2014-06-20,1.0289732349377236
2014-06-23,1.0290454070089396
2014-06-24,1.0316525835016663
2014-06-25,1.0313174196496444
2014-06-26,1.0292355410254581
2014-06-27,1.02838251870791
2014-06-30,1.0277881102461992
2014-07-01,1.0267121405450177
2014-07-02,1.0258600117653585
2014-07-03,1.0269309993188573
2014-07-04,1.027286383505117
2014-07-07,1.025139595073507
2014-07-08,1.0254285362703421
2014-07-09,1.0172809184088691
2014-07-10,1.0146166628817206
2014-07-11,1.0196617012193165
2014-07-14,1.02264703625842
2014-07-15,1.022810703852707
2014-07-16,1.02012112405439
2014-07-17,1.0206183114455718
2014-07-18,1.02027629152015
2014-07-21,1.0207996108743485
2014-07-22,1.0233566312085494
2014-07-23,1.023793477808977
2014-07-24,1.037778704537978
2014-07-25,1.0458307814020793
2014-07-28,1.0681597479851588
2014-07-29,1.0696583155757446
2014-07-30,1.0652928883999282
2014-07-31,1.081596711551886
2014-08-01,1.0685748289673354
2014-08-04,1.0870165917380235
2014-08-05,1.084331474417598
2014-08-06,1.0796579194842906
2014-08-07,1.0673941593266632
2014-08-08,1.0676434397229595
2014-08-11,1.0846246848802543
2014-08-12,1.0836717747300926
2014-08-13,1.0856370227617675
2014-08-14,1.0802329556751915
2014-08-15,1.0870141753321139
2014-08-18,1.089114760550099
2014-08-19,1.0901133163543701
2014-08-20,1.0897308227514024
2014-08-21,1.0881032420981867
2014-08-22,1.0864396270276842
2014-08-25,1.0861486847808968
2014-08-26,1.0859973229515771
2014-08-27,1.0863500159408928
2014-08-28,1.085781037184858
2014-08-29,1.0871973456016728
2014-09-01,1.0915256214306384
2014-09-02,1.0994547496674452
2014-09-03,1.1044393932523686
2014-09-04,1.109819854340187
2014-09-05,1.1208593398766316
