round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,trend_ma_window,exclude_buckets,two_stage_n,two_stage_k,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,sw_k,sw_power,vp_k,vp_vlb,adaptive_q_off,adaptive_q_on,rev_w,final_rebal,best_round_mech
18,final rev=0.0 rb=0.6,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.6,rsrs_skew,200,[],,,0.1195042708235301,0.1465138964196172,0.8156514415620257,1.2667116777284788,-0.20939257939468559,0.5707187483386201,1.0689166645947015,0.5097305389221557,53.606165593595044,2672,,,,,,,0.0,0.6,14.0
18,final rev=0.1 rb=0.0,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.0,rsrs_skew,200,[],,,0.08973862075040961,0.1430112748772683,0.6274933275535298,1.262469644587007,-0.23123195925090234,0.38808917695082595,0.8217454957895095,0.4977544910179641,71.96233474651744,2672,,,,,,,0.1,0.0,14.0
18,final rev=0.1 rb=0.2,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.2,rsrs_skew,200,[],,,0.08941855183436864,0.1428841908242749,0.6258113743621883,1.2351153613085184,-0.22825373481640043,0.39175066250851887,0.8163649610469051,0.49925149700598803,69.42515475095134,2672,,,,,,,0.1,0.2,14.0
18,final rev=0.1 rb=0.4,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,[],,,0.0907927554700032,0.13949315551288055,0.6508760600918485,1.2137146388172946,-0.2380870775390712,0.3813426432398612,0.8470382762821673,0.500374251497006,63.59083578727284,2672,,,,,,,0.1,0.4,14.0
18,final rev=0.1 rb=0.6,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.6,rsrs_skew,200,[],,,0.10025665797349625,0.14078792452513997,0.7121112006704368,1.1949293903473894,-0.2542162789309331,0.39437544438581973,0.9120657687842167,0.5071107784431138,55.75760645276129,2672,,,,,,,0.1,0.6,14.0
18,final rev=0.15 rb=0.0,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.0,rsrs_skew,200,[],,,0.08545188872601717,0.14081140792315264,0.6068534502023604,1.3135851327996488,-0.2337871663278288,0.36551146099350884,0.7878534331897254,0.4962574850299401,78.01806989727443,2672,,,,,,,0.15,0.0,14.0
18,final rev=0.15 rb=0.2,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.2,rsrs_skew,200,[],,,0.08248811013417834,0.1408009807590736,0.585848974129838,1.2670757004230586,-0.24318365357073346,0.3392008834598148,0.7554234215413727,0.4977544910179641,75.75169518189297,2672,,,,,,,0.15,0.2,14.0
18,final rev=0.15 rb=0.4,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,[],,,0.08389699778954207,0.13832379455077307,0.6065261444136198,1.229543436491908,-0.2412753895767602,0.34772298134804497,0.7792062762824234,0.49550898203592814,69.17249477249884,2672,,,,,,,0.15,0.4,14.0
18,final rev=0.15 rb=0.6,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.6,rsrs_skew,200,[],,,0.09371871940899057,0.1369681514834256,0.6842373091406684,1.2350126015938347,-0.25235489978850134,0.37137665837887923,0.8799256112801142,0.5018712574850299,61.03471995726618,2672,,,,,,,0.15,0.6,14.0
18,final rev=0.2 rb=0.0,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.0,rsrs_skew,200,[],,,0.07921670678667936,0.1408401755465563,0.5624581656424689,1.3247883898816581,-0.236646818837828,0.3347465525871526,0.7277669265470836,0.49738023952095806,83.57959869466532,2672,,,,,,,0.2,0.0,14.0
18,final rev=0.2 rb=0.2,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.2,rsrs_skew,200,[],,,0.07723693356450667,0.14082999052880044,0.548440948369668,1.2851277653731674,-0.24659901358461211,0.3132086071301556,0.7054254344216493,0.49738023952095806,81.23500481974327,2672,,,,,,,0.2,0.2,14.0
18,final rev=0.2 rb=0.4,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,[],,,0.07164238185570837,0.1381345452729049,0.5186420363868316,1.191618034665369,-0.2510027332162762,0.28542470808067977,0.6587965431325957,0.499625748502994,74.34904329449645,2672,,,,,,,0.2,0.4,14.0
18,final rev=0.2 rb=0.6,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.6,rsrs_skew,200,[],,,0.07139803284886681,0.13745959381816142,0.5194110564833749,1.09617211387525,-0.261236770107268,0.27330774614748776,0.6594006463106886,0.4977544910179641,64.80012845613955,2672,,,,,,,0.2,0.6,14.0
