date,equity
2013-01-04,1.0
2013-01-07,1.0
2013-01-08,1.0
2013-01-09,1.0
2013-01-10,1.0
2013-01-11,1.0
2013-01-14,1.0
2013-01-15,1.0
2013-01-16,1.0
2013-01-17,1.0
2013-01-18,1.0
2013-01-21,1.0
2013-01-22,1.0
2013-01-23,1.0
2013-01-24,1.0
2013-01-25,1.0
2013-01-28,1.0
2013-01-29,1.0
2013-01-30,1.0
2013-01-31,1.0
2013-02-01,1.0
2013-02-04,1.0
2013-02-05,1.0
2013-02-06,1.0
2013-02-07,1.0
2013-02-08,1.0
2013-02-18,1.0
2013-02-19,1.0
2013-02-20,1.0
2013-02-21,1.0
2013-02-22,1.0
2013-02-25,1.0
2013-02-26,1.0
2013-02-27,1.0
2013-02-28,1.0
2013-03-01,1.0
2013-03-04,1.0
2013-03-05,1.0
2013-03-06,1.0
2013-03-07,1.0
2013-03-08,1.0
2013-03-11,1.0
2013-03-12,1.0
2013-03-13,1.0
2013-03-14,1.0
2013-03-15,1.0
2013-03-18,1.0
2013-03-19,1.0
2013-03-20,1.0
2013-03-21,1.0
2013-03-22,1.0
2013-03-25,1.0
2013-03-26,1.0
2013-03-27,1.0
2013-03-28,1.0
2013-03-29,1.0
2013-04-01,1.0
2013-04-02,1.0
2013-04-03,1.0
2013-04-08,1.0
2013-04-09,1.0
2013-04-10,1.0
2013-04-11,1.0
2013-04-12,1.0
2013-04-15,1.0
2013-04-16,1.0
2013-04-17,1.0
2013-04-18,0.9988
2013-04-19,0.9990989255678928
2013-04-22,0.9987328512748826
2013-04-23,0.9983218008923445
2013-04-24,0.9987629274782215
2013-04-25,0.998845135109073
2013-04-26,0.9993084490782551
2013-05-02,0.9997342016240548
2013-05-03,1.0000029835037765
2013-05-06,1.000062696760588
2013-05-07,1.0000701604720346
2013-05-08,1.000092551439267
2013-05-09,1.0001149419052016
2013-05-10,1.0002418183716681
2013-05-13,1.000338829246486
2013-05-14,1.000383599154705
2013-05-15,1.0004283670594376
2013-05-16,1.0004731329609526
2013-05-17,1.0005253575092803
2013-05-20,1.0005253575092803
2013-05-21,1.000487483454309
2013-05-22,1.0004594262775637
2013-05-23,1.0004149793828694
2013-05-24,1.0003378578182855
2013-05-27,1.0003059773128455
2013-05-28,1.000264782267952
2013-05-29,1.0002397979442974
2013-05-30,1.0002350270325169
2013-05-31,1.0002188319251233
2013-06-03,1.0002097426905436
2013-06-04,1.0001933066039175
2013-06-05,1.0001252180244893
2013-06-06,1.0000656855359051
2013-06-07,1.0001558834168787
2013-06-13,1.0000099830790994
2013-06-14,1.000155864526407
2013-06-17,1.0005839183630516
2013-06-18,1.0006150821902744
2013-06-19,1.0006134041122223
2013-06-20,1.0005104229575201
2013-06-21,1.0007052235842537
2013-06-24,1.000190614828775
2013-06-25,1.0003130313749076
2013-06-26,1.000513763086889
2013-06-27,1.0006698564349679
2013-06-28,1.0013684510200642
2013-07-01,1.0017546381794828
2013-07-02,1.001880843020588
2013-07-03,1.0020441463616252
2013-07-04,1.0021554714060306
2013-07-05,1.0023780967643692
2013-07-08,1.002734218244131
2013-07-09,1.0028528832601213
2013-07-10,1.003001196980526
2013-07-11,1.0029270510842723
2013-07-12,1.0034238653183993
2013-07-15,1.0036536208345814
2013-07-16,1.0038018162750888
2013-07-17,1.0039425811618643
2013-07-18,1.0040833263144682
2013-07-19,1.004505502594656
2013-07-22,1.0046387654119224
2013-07-23,1.0047275955070103
2013-07-24,1.0047720066280728
2013-07-25,1.0047572035753496
2013-07-26,1.005060670627141
2013-07-29,1.0051198658370726
2013-07-30,1.0051864565264748
2013-07-31,1.0053862153612374
2013-08-01,1.0054897734404842
2013-08-02,1.0058669818794634
2013-08-05,1.0058743753507522
2013-08-06,1.0059335226863113
2013-08-07,1.00601484549105
2013-08-08,1.0060365765282588
2013-08-09,1.0065207037125514
2013-08-12,1.006600930568155
2013-08-13,1.0067901142283688
2013-08-14,1.0069002824496112
2013-08-15,1.0073124401765832
2013-08-16,1.0075527273398763
2013-08-19,1.0077207924338556
2013-08-20,1.007882464357339
2013-08-21,1.0081024659542384
2013-08-22,1.0084159582934968
2013-08-23,1.0087952129505473
2013-08-26,1.0088052942082586
2013-08-27,1.0090222216622073
2013-08-28,1.0093913787744144
2013-08-29,1.0097617816341913
2013-08-30,1.0099905026823077
2013-09-02,1.0103418495409102
2013-09-03,1.0104748592630721
2013-09-04,1.0107113209913596
2013-09-05,1.0107704364234316
2013-09-06,1.0111842444479349
2013-09-09,1.011612831330456
2013-09-10,1.0116276101884738
2013-09-11,1.0118049564846896
2013-09-12,1.0117901776266718
2013-09-13,1.0122926587992829
2013-09-16,1.0126030148176604
2013-09-17,1.012839476545948
2013-09-18,1.012773113510719
2013-09-23,1.012724576274181
2013-09-24,1.0126886063854699
2013-09-25,1.0126546670179928
2013-09-26,1.0126290372731788
2013-09-27,1.012608368635566
2013-09-30,1.0133395456838354
2013-10-08,1.0134653657420083
2013-10-09,1.0136311860200464
2013-10-10,1.0135540938136507
2013-10-11,1.0134703684398638
2013-10-14,1.0134333299166538
2013-10-15,1.0133426558962548
2013-10-16,1.0132589370321903
2013-10-17,1.0132039936823911
2013-10-18,1.0133346446670046
2013-10-21,1.0133551431319814
2013-10-22,1.0134203475230317
2013-10-23,1.013338981454547
2013-10-24,1.013121361480836
2013-10-25,1.013242904339316
2013-10-28,1.013205854958506
2013-10-29,1.013123054011877
2013-10-30,1.0131080080584978
2013-10-31,1.0132008912278896
2013-11-01,1.0134591572544747
2013-11-04,1.0136189801340239
2013-11-05,1.013642706299521
2013-11-06,1.0136944838580924
2013-11-07,1.01373733432688
2013-11-08,1.0138336113385227
2013-11-11,1.0139451097958483
2013-11-12,1.0139849750812888
2013-11-13,1.014043040002328
2013-11-14,1.014068759117663
2013-11-15,1.014180074273356
2013-11-18,1.0140949175255838
2013-11-19,1.0141098623429388
2013-11-20,1.013988794804396
2013-11-21,1.0138007175733623
2013-11-22,1.0135610994760338
2013-11-25,1.0134730782586205
2013-11-26,1.0132714107692182
2013-11-27,1.0130996729474033
2013-11-28,1.0129919021179494
2013-11-29,1.013178475254663
2013-12-02,1.0130388536477644
2013-12-03,1.0129163809641588
2013-12-04,1.0127773260571122
2013-12-05,1.0127732583362343
2013-12-06,1.0127732583362343
2013-12-09,1.0127732583362343
2013-12-10,1.0127732583362343
2013-12-11,1.0127732583362343
2013-12-12,1.0127732583362343
2013-12-13,1.0127732583362343
2013-12-16,1.0127732583362343
2013-12-17,1.0127732583362343
2013-12-18,1.0124771259405128
2013-12-19,1.0125497403422241
2013-12-20,1.0127675679259824
2013-12-23,1.0129417925204993
2013-12-24,1.0186205223736102
2013-12-25,1.024787916083637
2013-12-26,1.0177630461983371
2013-12-27,1.026434569321297
2013-12-30,1.0279483782570973
2013-12-31,1.0286369177766115
2014-01-02,1.033514186769103
2014-01-03,1.032335926234859
2014-01-06,1.0220540924224955
2014-01-07,1.026391168361514
2014-01-08,1.0356618767668828
2014-01-09,1.029620768154689
2014-01-10,1.023183603116361
2014-01-13,1.0236663018216674
2014-01-14,1.0318608159508216
2014-01-15,1.0351920314869343
2014-01-16,1.0353488910226674
2014-01-17,1.033198692178283
2014-01-20,1.027135199941796
2014-01-21,1.0355228696808505
2014-01-22,1.0438119296945174
2014-01-23,1.0469380463739768
2014-01-24,1.0517268363015375
2014-01-27,1.0463455890517221
2014-01-28,1.0456911151481874
2014-01-29,1.0528306642079808
2014-01-30,1.0512398441409052
2014-02-07,1.0556669540460277
2014-02-10,1.0630736120278297
2014-02-11,1.0638030687409685
2014-02-12,1.0694511444988597
2014-02-13,1.0598180834805846
2014-02-14,1.0654521868236533
2014-02-17,1.0712554713077764
2014-02-18,1.0703790005079807
2014-02-19,1.0707079410806726
2014-02-20,1.0664001755458392
2014-02-21,1.0673945286894315
2014-02-24,1.0680442523532772
2014-02-25,1.0603752998010612
2014-02-26,1.0618796735457858
2014-02-27,1.056967413972005
2014-02-28,1.0616888101975963
2014-03-03,1.065846480294584
2014-03-04,1.0641832463798455
2014-03-05,1.0654928885146473
2014-03-06,1.0648987529751932
2014-03-07,1.0645675935811645
2014-03-10,1.0551809158892413
2014-03-11,1.0548294410063532
2014-03-12,1.0543831406076514
2014-03-13,1.0591090979766014
2014-03-14,1.0558645834702287
2014-03-17,1.0610978000463676
2014-03-18,1.0640900975701608
2014-03-19,1.0637630275372445
2014-03-20,1.056698892897031
2014-03-21,1.0594522687626446
2014-03-24,1.0574183933495758
2014-03-25,1.0565402661402727
2014-03-26,1.059640147847093
2014-03-27,1.0521275993495365
2014-03-28,1.045993036168086
2014-03-31,1.0464871717771025
2014-04-01,1.0523363536853547
2014-04-02,1.0520256610957934
2014-04-03,1.051684002331334
2014-04-04,1.0540699363407828
2014-04-08,1.0521696207846534
2014-04-09,1.0555694336095587
2014-04-10,1.0580104557654388
2014-04-11,1.0533356283698847
2014-04-14,1.0532684335988494
2014-04-15,1.0473520702791963
2014-04-16,1.0473316393744587
2014-04-17,1.0475246314666269
2014-04-18,1.0484617247156751
2014-04-21,1.0417167883005154
2014-04-22,1.0428701178659368
2014-04-23,1.0415934534061237
2014-04-24,1.0407536353177014
2014-04-25,1.0353373322460986
2014-04-28,1.0248617297369282
2014-04-29,1.023557025967818
2014-04-30,1.02670969941884
2014-05-05,1.0279074763651292
2014-05-06,1.0291807074162223
2014-05-07,1.0278721727429008
2014-05-08,1.0250586628468414
2014-05-09,1.0249875966236555
2014-05-12,1.0284797789187923
2014-05-13,1.0250140888228456
2014-05-14,1.025760580495031
2014-05-15,1.0249541112247238
2014-05-16,1.0249990379951794
2014-05-19,1.0253789581605823
2014-05-20,1.0280831797616243
2014-05-21,1.0279420835249298
2014-05-22,1.0303970016141966
2014-05-23,1.0318363851739085
2014-05-26,1.0327236088515812
2014-05-27,1.0338053034332695
2014-05-28,1.0382949992508907
2014-05-29,1.0348476748770565
2014-05-30,1.0382335703290984
2014-06-03,1.0385563820806103
2014-06-04,1.0377986918166713
2014-06-05,1.039441785461389
2014-06-06,1.0416178960789537
2014-06-09,1.0418064589346485
2014-06-10,1.04172630031408
2014-06-11,1.0423588264184496
2014-06-12,1.0407920168571523
2014-06-13,1.0407219263266285
2014-06-16,1.0403001414098159
2014-06-17,1.0399378566382544
2014-06-18,1.0388203714953541
2014-06-19,1.0426732383772583
2014-06-20,1.0438760979367072
2014-06-23,1.041732207412639
2014-06-24,1.0383921886412681
2014-06-25,1.0391709559661149
2014-06-26,1.0402766771649536
2014-06-27,1.0453529802006765
2014-06-30,1.0427875350550526
2014-07-01,1.048192210371104
2014-07-02,1.0501998227105487
2014-07-03,1.047398741210352
2014-07-04,1.0476651516839621
2014-07-07,1.0471233756811438
2014-07-08,1.0479545594677377
2014-07-09,1.0438835673123266
2014-07-10,1.0448587181930704
2014-07-11,1.0459975357883944
2014-07-14,1.0479061852226565
2014-07-15,1.0500616313371935
2014-07-16,1.0491733956247933
2014-07-17,1.0502914269060977
2014-07-18,1.048401752577802
2014-07-21,1.0494879821244951
2014-07-22,1.0511897667237973
2014-07-23,1.0536539009595853
2014-07-24,1.0571578716221464
2014-07-25,1.0580375952523513
2014-07-28,1.064150832101004
2014-07-29,1.0706260737954942
2014-07-30,1.0684909568284715
2014-07-31,1.0860147699249592
2014-08-01,1.072030658297289
2014-08-04,1.0985417034258016
2014-08-05,1.0946902367267695
2014-08-06,1.0898030875531202
2014-08-07,1.0712940717609145
2014-08-08,1.0733947983081256
2014-08-11,1.0948900149527054
2014-08-12,1.0952851335211076
2014-08-13,1.0931765443811348
2014-08-14,1.0896527546784431
2014-08-15,1.1026929527155234
2014-08-18,1.1119363261055755
2014-08-19,1.1152368395955359
2014-08-20,1.1132219426934058
2014-08-21,1.108049481782964
2014-08-22,1.1164433507150162
2014-08-25,1.1057690287788722
2014-08-26,1.099355849345098
2014-08-27,1.099490049912845
2014-08-28,1.0911385900150292
2014-08-29,1.0954298894040058
2014-09-01,1.1060954513566859
2014-09-02,1.1147789136802786
2014-09-03,1.1225398686858052
2014-09-04,1.1236585741572334
2014-09-05,1.1295632292124118
2014-09-09,1.1284692238992347
2014-09-10,1.1216422092754614
2014-09-11,1.119601470992076
2014-09-12,1.1266005648793596
2014-09-15,1.12618803112574
