round,label,rsrs_N,rsrs_M,rsrs_form,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days
1,Baseline,18,600,rsrs_skew,120,0.3,0.2,0.4,5,-0.7,0.7,0.0,0.08846052147547123,0.1354401957021129,0.6531334440038115,1.4872587948192355,-0.31695017054441865,0.2790991445864328,0.8831117805389797,0.49738023952095806,90.75269461077846,2672
