,ann_ret,ann_vol,sharpe,max_dd,calmar,sortino,win_rate,n
R30,0.1303122100687668,0.16811454561809488,0.7751394121767221,-0.24919499792736377,0.5229326878653907,0.8528358510064991,0.5508524397413286,1701.0
M6_top2_new,0.1830846365874257,0.18677821986486948,0.9802247645356293,-0.24153521122451105,0.7580039185973818,1.2088603454535394,0.5420340975896532,1701.0
M6_volparity_t2,0.1941062561290805,0.18052233243464702,1.0752478849083735,-0.24180925972672096,0.802724661365112,1.3282072977999733,0.5367430922986478,1701.0
M6_sharpew_t2,0.11020037459420395,0.17636956427972608,0.6248264832101286,-0.2294861455344256,0.48020491318798425,0.724000226956742,0.4773662551440329,1701.0
