round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,trend_ma_window,exclude_buckets,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days
5,"band(-1.0,0.5) k=3",30,250,180,0.0,0.0,0.3,3,-1.0,0.5,0.4,rsrs_skew,200,,0.10889353944492752,0.15463746632557554,0.7041860037700164,1.207049494545476,-0.27022079279022493,0.40297986813125314,0.9176103047718287,0.5037425149700598,61.48315868263473,2672
5,"band(-1.0,0.5) k=5",30,250,180,0.0,0.0,0.3,5,-1.0,0.5,0.4,rsrs_skew,200,,0.09456279429479197,0.14383972815536386,0.6574177767678552,1.1068356323883517,-0.26863949946269416,0.3520062927601005,0.8252175052667186,0.5029940119760479,52.7687874251497,2672
5,"band(-1.0,0.5) k=7",30,250,180,0.0,0.0,0.3,7,-1.0,0.5,0.4,rsrs_skew,200,,0.06801308716040944,0.13785224072766625,0.4933767256984424,0.9523405055734486,-0.33409910856392244,0.20357159123457116,0.6062784614299216,0.5074850299401198,52.869161676646705,2672
5,"band(-0.7,0.7) k=3",30,250,180,0.0,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,,0.1222784272762365,0.14402339643613302,0.8490178005936744,1.3712626952084626,-0.19365947133563022,0.6314094861093388,1.1141424511036695,0.5056137724550899,59.62836826347306,2672
5,"band(-0.7,0.7) k=5",30,250,180,0.0,0.0,0.3,5,-0.7,0.7,0.4,rsrs_skew,200,,0.09812695903796764,0.13494196458510335,0.7271789716391914,1.2014659759892214,-0.23692513567099227,0.4141686307789323,0.9059161560177413,0.5044910179640718,52.778218562874244,2672
5,"band(-0.7,0.7) k=7",30,250,180,0.0,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,,0.07560367652964817,0.12836132260799352,0.5889910994492983,1.0876943490339144,-0.3109123906494795,0.243167139050702,0.7220587988752896,0.5101047904191617,53.65980538922155,2672
5,"band(-0.5,1.0) k=3",30,250,180,0.0,0.0,0.3,3,-0.5,1.0,0.4,rsrs_skew,200,,0.093654061759608,0.13173591521489975,0.7109227700496928,1.2329053035559174,-0.20995964976934056,0.4460574299037713,0.9195593942230362,0.5108532934131736,57.435628742514965,2672
5,"band(-0.5,1.0) k=5",30,250,180,0.0,0.0,0.3,5,-0.5,1.0,0.4,rsrs_skew,200,,0.06311914692060183,0.12484311148747107,0.5055877426359748,0.9943743885828529,-0.2623518095320456,0.2405897143731802,0.6152342513092784,0.5108532934131736,53.0627245508982,2672
5,"band(-0.5,1.0) k=7",30,250,180,0.0,0.0,0.3,7,-0.5,1.0,0.4,rsrs_skew,200,,0.046062998324836624,0.1176607478276118,0.39148993334909676,0.9105668558266299,-0.30283061908372677,0.1521081271907353,0.4741009071516533,0.5074850299401198,53.90299401197604,2672
5,"band(-1.5,0.0) k=3",30,250,180,0.0,0.0,0.3,3,-1.5,0.0,0.4,rsrs_skew,200,,0.10016105916590634,0.1755663644870558,0.5705025530291199,1.002633382820897,-0.2884775977592733,0.34720567539351194,0.713952684291747,0.5048652694610778,58.28443113772455,2672
5,"band(-1.5,0.0) k=5",30,250,180,0.0,0.0,0.3,5,-1.5,0.0,0.4,rsrs_skew,200,,0.09454974568037056,0.16319864570010187,0.5793537395777025,0.9382337423758158,-0.2609052611226973,0.3623911042403478,0.7084363720803383,0.5041167664670658,46.504940119760484,2672
5,"band(-1.5,0.0) k=7",30,250,180,0.0,0.0,0.3,7,-1.5,0.0,0.4,rsrs_skew,200,,0.07422696658229277,0.15697591636000427,0.4728557622308296,0.8349150424232139,-0.30367717734426236,0.24442721455536215,0.5705971951342049,0.5059880239520959,46.068188622754484,2672
5,"band(-0.7,1.5) k=3",30,250,180,0.0,0.0,0.3,3,-0.7,1.5,0.4,rsrs_skew,200,,0.08724091853927685,0.12506568883739416,0.6975607726648697,1.1752464699883094,-0.19099224483914268,0.4567772823066864,0.874324706794879,0.5127245508982036,51.33682634730538,2672
5,"band(-0.7,1.5) k=5",30,250,180,0.0,0.0,0.3,5,-0.7,1.5,0.4,rsrs_skew,200,,0.06289846303576963,0.11872312524060838,0.5297911667023373,0.9976237381890318,-0.229495521955003,0.274072724818143,0.6343300473862887,0.5044910179640718,49.08278443113772,2672
5,"band(-0.7,1.5) k=7",30,250,180,0.0,0.0,0.3,7,-0.7,1.5,0.4,rsrs_skew,200,,0.05378240626970876,0.11182398935890712,0.48095588950140444,0.9765291117688085,-0.25156154297218514,0.2137942295721068,0.5767143891371604,0.5089820359281437,49.36437125748503,2672
5,"band(-0.3,0.3) k=3",30,250,180,0.0,0.0,0.3,3,-0.3,0.3,0.4,rsrs_skew,200,,0.11191856558068491,0.15222566332876067,0.7352148325934714,1.302383636694819,-0.34530309838551976,0.32411688775445463,0.9854254892756784,0.49925149700598803,68.54079341317366,2672
5,"band(-0.3,0.3) k=5",30,250,180,0.0,0.0,0.3,5,-0.3,0.3,0.4,rsrs_skew,200,,0.09321209587737322,0.14023407013399894,0.6646893710515964,1.18265685152417,-0.3334521893502732,0.27953661380660194,0.8487893342487843,0.49925149700598803,59.8185628742515,2672
5,"band(-0.3,0.3) k=7",30,250,180,0.0,0.0,0.3,7,-0.3,0.3,0.4,rsrs_skew,200,,0.07172648961333339,0.13581378336732375,0.5281237871073879,1.0552846856289688,-0.3711411286328097,0.19325934012637103,0.6635043478091294,0.49700598802395207,60.05973053892215,2672
