round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,matrix,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,axis1,axis2,n_cells,dp_dxy,dp_rmb
49,refine k=7 wr=0.3 L=180 rb=0.2,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,M3,0.1244853647842008,0.14665169788597074,0.8488504843700794,1.1514798062182374,-0.17064439403770526,0.729501636934494,0.9207326753287263,0.3319610778443114,30.829491017964074,2672,,,,,
49,refine k=7 wr=0.3 L=180 rb=0.4,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,M3,0.12514063007042275,0.14550914185376052,0.8600190233833658,1.105077756122565,-0.1674296971959548,0.747421945844899,0.9277816189752538,0.3300898203592814,24.874850299401196,2672,,,,,
49,refine k=7 wr=0.3 L=252 rb=0.0,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,M3,0.1050607917056845,0.14406332114435214,0.7292681500825119,1.0420713392491452,-0.17049098034758603,0.6162249257496984,0.8147307025590749,0.32934131736526945,31.878592814371256,2672,,,,,
49,refine k=7 wr=0.3 L=252 rb=0.2,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,M3,0.1050607917056845,0.14406332114435214,0.7292681500825119,1.0420713392491452,-0.17049098034758603,0.6162249257496984,0.8147307025590749,0.32934131736526945,31.878592814371256,2672,,,,,
49,refine k=7 wr=0.3 L=252 rb=0.4,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,M3,0.11050530873655307,0.14517846181786387,0.7611687529462146,1.0061486062053304,-0.17112087465737524,0.6457733982356683,0.8169760030964042,0.32934131736526945,25.298353293413175,2672,,,,,
49,refine k=7 wr=0.4 L=120 rb=0.0,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,M3,0.12427237721439788,0.14816019576132694,0.8387703362284278,1.1702977600465094,-0.1630698455429075,0.7620806704063439,0.9769746961507869,0.3338323353293413,34.223353293413176,2672,,,,,
49,refine k=7 wr=0.4 L=120 rb=0.2,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,M3,0.12427237721439788,0.14816019576132694,0.8387703362284278,1.1702977600465094,-0.1630698455429075,0.7620806704063439,0.9769746961507869,0.3338323353293413,34.223353293413176,2672,,,,,
49,refine k=7 wr=0.4 L=120 rb=0.4,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,M3,0.13362292007170318,0.14870273376212334,0.8985908778614452,1.1649701680801148,-0.16904257138851908,0.7904690456026658,1.03201585292538,0.33270958083832336,27.594161676646703,2672,,,,,
49,refine k=7 wr=0.4 L=180 rb=0.0,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,M3,0.1308988388217116,0.1464775864242148,0.8936441541480247,1.207198200754256,-0.17187250360591233,0.7616043059560619,0.9755284057964247,0.33345808383233533,31.718712574850297,2672,,,,,
49,refine k=7 wr=0.4 L=180 rb=0.2,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,M3,0.1308988388217116,0.1464775864242148,0.8936441541480247,1.207198200754256,-0.17187250360591233,0.7616043059560619,0.9755284057964247,0.33345808383233533,31.718712574850297,2672,,,,,
