round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,metric,mapping,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,defensive_round,off,full
35,refine k=7 wr=0.2 L=120 rb=0.4,30,250,120,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.1339935481484391,0.13330608950576253,1.0051569935418956,1.2898201918184753,-0.2072365451295587,0.6465729684147647,1.1541170306913184,0.47604790419161674,29.45344311377245,2672,31.0,,
35,refine k=7 wr=0.2 L=120 rb=0.6,30,250,120,0.2,0.0,0.2,7,-0.7,0.7,0.6,rsrs_skew,,,0.12516909851665425,0.13072343654020527,0.9575107710556345,1.2118371508727324,-0.2072365451295587,0.6039914361552491,1.0892016098969939,0.47679640718562877,26.518562874251497,2672,31.0,,
35,refine k=7 wr=0.2 L=180 rb=0.0,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.0,rsrs_skew,,,0.12159839992593624,0.12964745921518087,0.9379157961292146,1.281594311836284,-0.14320480680227432,0.8491223349355133,1.112482273168368,0.47155688622754494,34.00688622754491,2672,31.0,,
35,refine k=7 wr=0.2 L=180 rb=0.2,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.2,rsrs_skew,,,0.12159839992593624,0.12964745921518087,0.9379157961292146,1.281594311836284,-0.14320480680227432,0.8491223349355133,1.112482273168368,0.47155688622754494,34.00688622754491,2672,31.0,,
35,refine k=7 wr=0.2 L=180 rb=0.4,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.14564134876502033,0.12934163105663546,1.1260206599779743,1.4078056743597274,-0.14320480680227432,1.0170143867175505,1.2985420828183651,0.47679640718562877,27.890568862275448,2672,31.0,,
35,refine k=7 wr=0.2 L=180 rb=0.6,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.6,rsrs_skew,,,0.1329636385365247,0.12211359430045451,1.0888520585953287,1.3514207671385998,-0.14320480680227432,0.9284858623503484,1.2833047234662094,0.47679640718562877,25.282634730538927,2672,31.0,,
35,refine k=7 wr=0.2 L=252 rb=0.0,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.0,rsrs_skew,,,0.09909768107134931,0.12677446665663752,0.7816848588269005,1.1522276591414762,-0.14445062253018048,0.6860315264521933,0.9436308125443148,0.4666916167664671,36.270808383233536,2672,31.0,,
35,refine k=7 wr=0.2 L=252 rb=0.2,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.2,rsrs_skew,,,0.09909768107134931,0.12677446665663752,0.7816848588269005,1.1522276591414762,-0.14445062253018048,0.6860315264521933,0.9436308125443148,0.4666916167664671,36.270808383233536,2672,31.0,,
35,refine k=7 wr=0.2 L=252 rb=0.4,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.10766207683376128,0.12653929969705038,0.8508192876957329,1.1520537033116935,-0.14320480680227432,0.7518049096104185,0.9840312884027868,0.46968562874251496,30.040868263473055,2672,31.0,,
35,refine k=7 wr=0.2 L=252 rb=0.6,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.6,rsrs_skew,,,0.11304772889526116,0.12485151688221942,0.9054573922550453,1.1665764706025559,-0.1663422528160441,0.6796092212378493,1.042716243612033,0.46781437125748504,26.120209580838324,2672,31.0,,
35,refine k=7 wr=0.3 L=120 rb=0.0,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,,,0.12360963996009056,0.13072197936812205,0.9455918626507126,1.3371088791226438,-0.209717726983483,0.5894095923032097,1.1323257788695549,0.4719311377245509,38.611077844311374,2672,31.0,,
35,refine k=7 wr=0.3 L=120 rb=0.2,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,,,0.12360963996009056,0.13072197936812205,0.9455918626507126,1.3371088791226438,-0.209717726983483,0.5894095923032097,1.1323257788695549,0.4719311377245509,38.611077844311374,2672,31.0,,
35,refine k=7 wr=0.3 L=120 rb=0.4,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,,,0.13454359988659692,0.131107424107453,1.0262088573742987,1.336134263574537,-0.2072365451295587,0.6492271901294431,1.2344537822630643,0.4719311377245509,31.17799401197605,2672,31.0,,
35,refine k=7 wr=0.3 L=120 rb=0.6,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.6,rsrs_skew,,,0.13620063180907693,0.13257583995390795,1.0273412701471791,1.2968661426853172,-0.2072365451295587,0.6572230381660145,1.2310906327811308,0.4749251497005988,27.892814371257483,2672,31.0,,
35,refine k=7 wr=0.3 L=180 rb=0.0,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,,,0.11787892448281134,0.1285086322926247,0.9172840950823549,1.293715544822872,-0.14320480680227432,0.8231492162520011,1.067892212023285,0.47305389221556887,36.64760479041916,2672,31.0,,
35,refine k=7 wr=0.3 L=180 rb=0.2,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,,,0.11787892448281134,0.1285086322926247,0.9172840950823549,1.293715544822872,-0.14320480680227432,0.8231492162520011,1.067892212023285,0.47305389221556887,36.64760479041916,2672,31.0,,
35,refine k=7 wr=0.3 L=180 rb=0.4,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,,,0.11852998737630194,0.1272060946872384,0.9317948771851821,1.2439896244738267,-0.14320480680227432,0.8276955922293768,1.104176567746975,0.47155688622754494,30.69296407185628,2672,31.0,,
35,refine k=7 wr=0.3 L=180 rb=0.6,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.6,rsrs_skew,,,0.12576035106196692,0.12372945205089156,1.0164140305918434,1.2941565998621716,-0.14320480680227432,0.8781852639597965,1.176476560437555,0.4749251497005988,27.00718562874252,2672,31.0,,
35,refine k=7 wr=0.3 L=252 rb=0.0,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,,,0.09871561052861288,0.1255289172454344,0.786397371177861,1.175488919923928,-0.14320480680227432,0.6893316832926667,0.9370252714268025,0.47005988023952094,37.510329341317366,2672,31.0,,
35,refine k=7 wr=0.3 L=252 rb=0.2,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,,,0.09871561052861288,0.1255289172454344,0.786397371177861,1.175488919923928,-0.14320480680227432,0.6893316832926667,0.9370252714268025,0.47005988023952094,37.510329341317366,2672,31.0,,
35,refine k=7 wr=0.3 L=252 rb=0.4,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,,,0.10409070026769451,0.12680528912512093,0.8208703358184567,1.1316434456534918,-0.1691465122515946,0.6153878012741183,0.9569368909357306,0.4711826347305389,30.957035928143714,2672,31.0,,
35,refine k=7 wr=0.3 L=252 rb=0.6,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.6,rsrs_skew,,,0.10972183367657395,0.12295252045089276,0.8923919027784132,1.1731993332740762,-0.14320480680227432,0.7661882036408808,1.0299221430031684,0.47043413173652693,27.46392215568862,2672,31.0,,
35,refine k=7 wr=0.4 L=120 rb=0.0,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,,,0.1173968566969037,0.13023073737210358,0.901452752751218,1.3112250920477337,-0.209717726983483,0.559785090109,1.0780738082135286,0.4726796407185629,40.25479041916168,2672,31.0,,
35,refine k=7 wr=0.4 L=120 rb=0.2,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,,,0.1173968566969037,0.13023073737210358,0.901452752751218,1.3112250920477337,-0.209717726983483,0.559785090109,1.0780738082135286,0.4726796407185629,40.25479041916168,2672,31.0,,
35,refine k=7 wr=0.4 L=120 rb=0.4,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,,,0.12664188581614955,0.13084828694092976,0.9678528376402883,1.3037085265775326,-0.2072365451295587,0.6110982294989354,1.160686871618363,0.4726796407185629,33.679491017964075,2672,31.0,,
35,refine k=7 wr=0.4 L=120 rb=0.6,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.6,rsrs_skew,,,0.12084430259792911,0.12833145331498022,0.9416577111561696,1.2361695008818736,-0.2072365451295587,0.5831225497528948,1.1261375183812987,0.4726796407185629,29.50958083832335,2672,31.0,,
35,refine k=7 wr=0.4 L=180 rb=0.0,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,,,0.12416598780239796,0.12831800200394058,0.9676427770328351,1.357482507821685,-0.14320480680227432,0.8670518160318206,1.136392664636448,0.4745508982035928,37.617664670658684,2672,31.0,,
35,refine k=7 wr=0.4 L=180 rb=0.2,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,,,0.12416598780239796,0.12831800200394058,0.9676427770328351,1.357482507821685,-0.14320480680227432,0.8670518160318206,1.136392664636448,0.4745508982035928,37.617664670658684,2672,31.0,,
35,refine k=7 wr=0.4 L=180 rb=0.4,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,,,0.12626408966586222,0.12587593008441963,1.0030836680307527,1.3328486345539894,-0.14320480680227432,0.8817028735648345,1.1957525230358823,0.47155688622754494,31.770808383233533,2672,31.0,,
35,refine k=7 wr=0.4 L=180 rb=0.6,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.6,rsrs_skew,,,0.11906498585721037,0.12462379384797517,0.9553952915480504,1.2422877697730095,-0.14320480680227432,0.8314314897376714,1.107194538303408,0.4752994011976048,28.058083832335328,2672,31.0,,
35,refine k=7 wr=0.4 L=252 rb=0.0,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,,,0.10106599796647253,0.12670274973239237,0.7976622305351149,1.2053354688688978,-0.14320480680227432,0.7057444524611267,0.9340096319754111,0.468937125748503,39.28877245508982,2672,31.0,,
35,refine k=7 wr=0.4 L=252 rb=0.2,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,,,0.10106599796647253,0.12670274973239237,0.7976622305351149,1.2053354688688978,-0.14320480680227432,0.7057444524611267,0.9340096319754111,0.468937125748503,39.28877245508982,2672,31.0,,
35,refine k=7 wr=0.4 L=252 rb=0.4,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,,,0.10665033489700781,0.12552637710412007,0.8496248944438571,1.186532068502932,-0.14399608691432286,0.7406474521801719,0.9851255945302604,0.4708083832335329,32.753443113772455,2672,31.0,,
35,refine k=7 wr=0.4 L=252 rb=0.6,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.6,rsrs_skew,,,0.12220371708339672,0.1252946668851592,0.975330555732308,1.2631023855789012,-0.14320480680227432,0.8533492681717436,1.1378143898456203,0.4726796407185629,28.30284431137725,2672,31.0,,
36,"gate off=[1, 3] full=[2]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.1579760795104319,0.1297058454805474,1.217956514798127,1.4709378051354467,-0.15004139140458406,1.052883327937503,1.4455701592877994,0.48278443113772457,24.64940119760479,2672,,"[1, 3]",[2]
36,"gate off=[0, 1, 3] full=[2]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.14564134876502033,0.12934163105663546,1.1260206599779743,1.4078056743597274,-0.14320480680227432,1.0170143867175505,1.2985420828183651,0.47679640718562877,27.890568862275448,2672,,"[0, 1, 3]",[2]
36,"gate off=[1, 3] full=[0, 2]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.15782930484418078,0.14767780719063905,1.068740847705282,1.310572433177045,-0.28052524920799926,0.5626206742165876,1.2588780769529861,0.47904191616766467,25.877694610778445,2672,,"[1, 3]","[0, 2]"
36,"gate off=[0, 1, 3] full=[2, 3]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,0.10816459780876952,0.18125614694292214,0.5967499565288163,0.7818258080804357,-0.3924223437902985,0.27563312721706335,0.6547423631556007,0.4719311377245509,25.788772455089823,2672,,"[0, 1, 3]","[2, 3]"
