round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,trend_ma_window,exclude_buckets,reversal_L,reversal_w,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,multi_horizon_mom,multi_horizon_w,multi_rsrs,multi_rsrs_w,vol_target,vol_lb,skip_mom,bucket_relative
12,br=False k=7 wr=0.2 L=252,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05010440170229402,0.1230869121572576,0.40706522589729055,0.9184816976528234,-0.2693039513172606,0.18605149110221267,0.4913788001309736,0.5056137724550899,54.248577844311384,2672,,,,,,,,False
12,br=False k=7 wr=0.3 L=120,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.0841953972704863,0.129046155424843,0.6524440576575103,1.1585040923165795,-0.29078594458777607,0.28954424667892176,0.8413801009868073,0.5052395209580839,54.338173652694614,2672,,,,,,,,False
12,br=False k=7 wr=0.3 L=180,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.0683280206099699,0.1286356202450423,0.5311749613350452,1.0353503558212551,-0.3070523543672704,0.22252889332430137,0.6640229604317486,0.5071107784431138,54.602919161676645,2672,,,,,,,,False
12,br=False k=7 wr=0.3 L=252,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.045262084687181625,0.12301855095559593,0.36792893702283297,0.8853573827548048,-0.2530179934941805,0.17888879783651696,0.4459213747540561,0.5082335329341318,54.93570359281437,2672,,,,,,,,False
12,br=False k=7 wr=0.4 L=120,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.08082221789629274,0.1287333359361079,0.6278266410839062,1.1449488774138192,-0.2870561665475607,0.2815554142882409,0.8042598537128608,0.5089820359281437,55.442964071856295,2672,,,,,,,,False
12,br=False k=7 wr=0.4 L=180,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06360806296236299,0.12663520005786666,0.5022936982236924,1.013625580625288,-0.29537053451242723,0.21535006214266367,0.6340390009536101,0.5029940119760479,54.7376497005988,2672,,,,,,,,False
12,br=False k=7 wr=0.4 L=252,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05346090944828874,0.1219367261430879,0.43843156314984616,0.9770415325140145,-0.26499893546702846,0.20174009134817986,0.5391149856748332,0.5112275449101796,56.00546407185629,2672,,,,,,,,False
12,br=False k=7 wr=0.5 L=120,30,250,120,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.08127512086641708,0.12896835957852693,0.6301942672763071,1.154450148605013,-0.3018611055846352,0.26924674747018484,0.8165737737873284,0.5089820359281437,56.10314371257485,2672,,,,,,,,False
12,br=False k=7 wr=0.5 L=180,30,250,180,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.060753095411897995,0.1289010552534588,0.4713157335480216,0.9767245304099943,-0.2950003517851655,0.2059424507267759,0.6022462497008593,0.5029940119760479,55.168787425149695,2672,,,,,,,,False
12,br=False k=7 wr=0.5 L=252,30,250,252,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.053737759993149226,0.12271702365377263,0.43789979901046266,0.9776166556949456,-0.24632769647950237,0.21815557390080534,0.5475000312084933,0.5101047904191617,56.38495508982036,2672,,,,,,,,False
12,br=True k=3 wr=0.2 L=120,30,250,120,0.2,0.0,0.2,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07114802844732204,0.13838016827715308,0.5141490239036569,1.0947945746196694,-0.35489911227906135,0.20047395438785293,0.6742141401171019,0.49738023952095806,65.68001497005987,2672,,,,,,,,True
12,br=True k=3 wr=0.2 L=180,30,250,180,0.2,0.0,0.2,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.0693902546591545,0.14157276778524586,0.49013843371638927,1.0430179328552598,-0.34111230281480165,0.20342348864745635,0.6305036751188875,0.4943862275449102,64.12387724550898,2672,,,,,,,,True
12,br=True k=3 wr=0.2 L=252,30,250,252,0.2,0.0,0.2,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.048705966382823096,0.13756177898848782,0.3540661275316828,0.9288532649241974,-0.3303918307782915,0.1474187974566087,0.4446493572114282,0.4940119760479042,65.75074850299403,2672,,,,,,,,True
12,br=True k=3 wr=0.3 L=120,30,250,120,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06095202028089575,0.13909784863565255,0.438195276769169,1.0311106656599847,-0.40570610527265916,0.15023688204034366,0.5630278259485745,0.49887724550898205,67.64483532934132,2672,,,,,,,,True
12,br=True k=3 wr=0.3 L=180,30,250,180,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.0591347315684807,0.1392352646009689,0.42471087865530005,1.0202695168946578,-0.28511941649394423,0.20740338310048656,0.5444333655690314,0.49476047904191617,67.73914670658682,2672,,,,,,,,True
12,br=True k=3 wr=0.3 L=252,30,250,252,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06323520842715324,0.13954010851157997,0.45316869179520214,1.0406051189675947,-0.32469865962090794,0.19475044492324542,0.598294406626259,0.4943862275449102,67.00823353293413,2672,,,,,,,,True
12,br=True k=3 wr=0.4 L=120,30,250,120,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05876258458275552,0.13887362205188153,0.42313712074711,1.0391557295884783,-0.3300529120184009,0.1780398913113647,0.5489976685276675,0.4977544910179641,70.00261976047905,2672,,,,,,,,True
12,br=True k=3 wr=0.4 L=180,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05068451183948053,0.14368587896214297,0.3527452537826241,0.9354609766970108,-0.28598273684901854,0.1772292705424344,0.44730559937642317,0.49139221556886226,68.87088323353294,2672,,,,,,,,True
12,br=True k=3 wr=0.4 L=252,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06252001973929722,0.14225875426206844,0.4394810011067798,1.0261921676554677,-0.3260299440215675,0.19176158781035585,0.5590144923782698,0.49700598802395207,68.07709580838323,2672,,,,,,,,True
12,br=True k=3 wr=0.5 L=120,30,250,120,0.2,0.0,0.5,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.04018984071263354,0.13946785251979832,0.2881656237370425,0.8945109671154564,-0.32982696480094464,0.12185128871100243,0.3620875889660811,0.4962574850299401,70.28555389221556,2672,,,,,,,,True
12,br=True k=3 wr=0.5 L=180,30,250,180,0.2,0.0,0.5,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.036348158117638585,0.14092935215984415,0.2579175846661948,0.8536564904063336,-0.3548177324494691,0.10244177444771607,0.31727507244096537,0.4883982035928144,69.688248502994,2672,,,,,,,,True
12,br=True k=3 wr=0.5 L=252,30,250,252,0.2,0.0,0.5,3,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.054774705022934134,0.14045591482972516,0.38997791648246044,0.9842000695051185,-0.3201342697540608,0.1710991611895038,0.4987461467215902,0.49101796407185627,68.51721556886228,2672,,,,,,,,True
12,br=True k=5 wr=0.2 L=120,30,250,120,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.08606350425013676,0.13158971312680579,0.6540291197929893,1.165497825760851,-0.3368553268021005,0.2554909998519878,0.8576286098565438,0.5044910179640718,55.5934131736527,2672,,,,,,,,True
12,br=True k=5 wr=0.2 L=180,30,250,180,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07642295946390054,0.129265478542758,0.5912093493594395,1.103239838075993,-0.29238465722270846,0.26137814545340327,0.751221576118981,0.5074850299401198,55.11242514970061,2672,,,,,,,,True
12,br=True k=5 wr=0.2 L=252,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05853018062330051,0.12905244195388105,0.4535379550912892,0.9647859549441583,-0.2640708609241741,0.22164573712700167,0.5697039428963079,0.5067365269461078,55.94393712574851,2672,,,,,,,,True
12,br=True k=5 wr=0.3 L=120,30,250,120,0.2,0.0,0.3,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07479413399994361,0.12959216881163427,0.5771501062588043,1.1051819031328691,-0.3040435104856175,0.24599812665128953,0.7394771604342657,0.5037425149700598,57.03008982035929,2672,,,,,,,,True
12,br=True k=5 wr=0.3 L=180,30,250,180,0.2,0.0,0.3,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06830494508070273,0.1326243061131238,0.5150258431696603,1.0329597572718534,-0.31616503716282307,0.21604205731807752,0.6481585959748523,0.5037425149700598,57.20613772455089,2672,,,,,,,,True
12,br=True k=5 wr=0.3 L=252,30,250,252,0.2,0.0,0.3,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05157802074068418,0.12998804244946882,0.39679050294748824,0.9180693319878064,-0.257531097464924,0.20027880612635204,0.4935410646630652,0.5037425149700598,57.62582335329341,2672,,,,,,,,True
12,br=True k=5 wr=0.4 L=120,30,250,120,0.2,0.0,0.4,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05927824187063435,0.13301816548457523,0.4456402000034217,0.9772903298514318,-0.3460700251554406,0.17128973202463568,0.550910340132271,0.5074850299401198,59.309281437125755,2672,,,,,,,,True
12,br=True k=5 wr=0.4 L=180,30,250,180,0.2,0.0,0.4,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.0634286541582767,0.13109465233503545,0.48383860842907317,1.0202047372814202,-0.2912768025805258,0.21776074715301552,0.6145902661738178,0.5018712574850299,58.56422155688623,2672,,,,,,,,True
12,br=True k=5 wr=0.4 L=252,30,250,252,0.2,0.0,0.4,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.047115735655260504,0.12927555963728138,0.36445973072912496,0.8895831844276298,-0.3336986986362417,0.1411924465028269,0.4606044852370462,0.49700598802395207,57.77672155688623,2672,,,,,,,,True
12,br=True k=5 wr=0.5 L=120,30,250,120,0.2,0.0,0.5,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06408641203660181,0.13351876076797867,0.4799805785193554,1.0137522237630041,-0.3511228700740764,0.18251847856871728,0.6199006883044463,0.5041167664670658,59.384730538922156,2672,,,,,,,,True
12,br=True k=5 wr=0.5 L=180,30,250,180,0.2,0.0,0.5,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07411219529236801,0.13139069874218962,0.5640596785149035,1.0957077913701352,-0.23590089686423588,0.31416665335961214,0.7222989729244504,0.499625748502994,57.772005988023956,2672,,,,,,,,True
12,br=True k=5 wr=0.5 L=252,30,250,252,0.2,0.0,0.5,5,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.05540858595244713,0.1311579955216484,0.42245679138411063,0.9549048386545863,-0.2828647722161365,0.1958836567676569,0.540851968821777,0.49738023952095806,58.8565868263473,2672,,,,,,,,True
12,br=True k=7 wr=0.2 L=120,30,250,120,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07275783333352526,0.12176850417315259,0.5975094613141092,1.1430087005711218,-0.3074506233997363,0.23664883983314658,0.7828314090553999,0.5089820359281437,55.54019461077844,2672,,,,,,,,True
12,br=True k=7 wr=0.2 L=180,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07575702623401592,0.121504200927757,0.6234930616025279,1.1709134757550865,-0.29871539601658526,0.25360937951055507,0.799250886585612,0.5044910179640718,55.329565868263465,2672,,,,,,,,True
12,br=True k=7 wr=0.2 L=252,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.04749476165704958,0.11822527552139965,0.40173102957541995,0.9430896581542532,-0.2755869709081574,0.1723403740769652,0.4926127720290951,0.5052395209580839,55.08480538922156,2672,,,,,,,,True
12,br=True k=7 wr=0.3 L=120,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07089125046012335,0.12435665145970606,0.5700640024316952,1.1093208296845216,-0.30840111325810404,0.22986703812834078,0.7337109734403225,0.5074850299401198,56.13300898203593,2672,,,,,,,,True
12,br=True k=7 wr=0.3 L=180,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.0678442101977419,0.12317015356664561,0.5508169652563789,1.0921636721423233,-0.3071409691918513,0.22088948399249192,0.7040923940116065,0.5022455089820359,55.82896706586826,2672,,,,,,,,True
12,br=True k=7 wr=0.3 L=252,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.04970701516688014,0.11941830001409734,0.4162428636231819,0.9629229259590015,-0.2495544109358221,0.1991830758690268,0.510074719941167,0.5097305389221557,55.884206586826345,2672,,,,,,,,True
12,br=True k=7 wr=0.4 L=120,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07367996540918242,0.1244539946022119,0.5920257171710976,1.1539432266993528,-0.289425475131469,0.25457318632962056,0.7658180573205742,0.5082335329341318,57.99453592814371,2672,,,,,,,,True
12,br=True k=7 wr=0.4 L=180,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06417018033590804,0.12467337790903923,0.5147063584234168,1.0598977601942134,-0.2923760248167777,0.2194782570702278,0.640002002213718,0.5067365269461078,56.852919161676645,2672,,,,,,,,True
12,br=True k=7 wr=0.4 L=252,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.04005267649256883,0.11897878098754039,0.33663713949769913,0.8862499781494663,-0.2739809929472503,0.1461877923052866,0.41303162848214153,0.5052395209580839,56.40157185628742,2672,,,,,,,,True
12,br=True k=7 wr=0.5 L=120,30,250,120,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.07341915955537348,0.12505144674589977,0.5871116365775334,1.1437270602727654,-0.2849910392217927,0.2576191860482863,0.7530098811389461,0.5089820359281437,57.75202095808383,2672,,,,,,,,True
12,br=True k=7 wr=0.5 L=180,30,250,180,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.06173195643812468,0.12411846839136628,0.4973631824352964,1.0513454276506138,-0.2827326764649961,0.21834036733906645,0.6239429233534403,0.5048652694610778,57.526571856287426,2672,,,,,,,,True
12,br=True k=7 wr=0.5 L=252,30,250,252,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200,[],5,0.1,0.04596844869663674,0.11912873858831792,0.3858720342493791,0.951130271571684,-0.2501315398139652,0.18377709876501652,0.4776156444779759,0.5071107784431138,57.53330838323353,2672,,,,,,,,True
