year,r30_sh,r41_sh,r42_sh,r30_ret,r41_ret,r42_ret
2016,1.355018068541278,1.3464840977321963,1.3852421579743395,0.1921927001772501,0.19050573547823224,0.1962161240235225
2017,1.8599849954481862,1.8196921734224318,1.8465565350682718,0.17338407338507267,0.1695619365507639,0.1720951068221832
2018,1.3421328921926163,1.2315324089595392,1.5270438387348118,0.07822240038162875,0.07226528154189982,0.09349822482820636
2019,0.5904717311332386,0.5904717311332386,0.5904717311332386,0.055458327181795886,0.055458327181795886,0.055458327181795886
2020,2.6166352305174394,2.6166352305174394,2.6166352305174394,0.5171383156667655,0.5171383156667655,0.5171383156667655
2021,0.2824681559438394,0.2824681559438394,0.2824681559438394,0.06354796211628155,0.06354796211628155,0.06354796211628155
2022,-0.451296708888914,-0.4280871078095797,-0.08981500207663257,-0.11728062408003337,-0.08954238131986447,-0.021112905976921947
2023,4.811733817683285,4.811733817683285,4.811733817683285,0.6801917583503909,0.6801917583503909,0.6801917583503909
