n_windows,r30_wf_sharpe,r37_wf_sharpe,delta_wf_sharpe,r30_wf_ret,r37_wf_ret,r30_wf_dd,r37_wf_dd,r30_mean_test_sharpe,r37_mean_test_sharpe,r30_mean_train_sharpe,r37_mean_train_sharpe,r30_wf_efficiency,r37_wf_efficiency,windows_r37_better,windows_r37_worse,windows_tied,mean_overlay_changed_days_per_window,median_overlay_changed_days_per_window
27,0.7751394121767221,0.7658646937505196,-0.009274718426202533,0.1303122100687668,0.12875384795849287,-0.24919499792736377,-0.2491949979273651,0.9251531732733271,0.8846180212794716,1.6939346606572783,1.6571151112245661,0.5461563511040919,0.5338301577768857,2,12,13,4.444444444444445,0.0
