round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,override,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,override_sym,dxy_thresh,rmb_thresh,n_changed,pool,off
43,refine k=7 wr=0.2 L=120 rb=0.2,30,250,120,0.2,0.0,0.2,7,-0.7,0.7,0.2,rsrs_skew,,0.19323646484310086,0.14080419479037146,1.3723771875602875,1.733222632162579,-0.11628292928853146,1.6617784400978197,1.7448552966626343,0.47979041916167664,35.58413173652695,2672,,,,,,
43,refine k=7 wr=0.2 L=120 rb=0.4,30,250,120,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,0.19045973945314287,0.14326728113664955,1.329401507043892,1.6111399399206376,-0.13010251247981552,1.4639205333001646,1.6157115732750498,0.4839071856287425,28.878592814371256,2672,,,,,,
43,refine k=7 wr=0.2 L=180 rb=0.0,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.0,rsrs_skew,,0.177703889685787,0.13989796115342895,1.2702393102848404,1.6067274308625445,-0.12483917003207878,1.423462601041997,1.5666737121313026,0.47979041916167664,33.28203592814371,2672,,,,,,
43,refine k=7 wr=0.2 L=180 rb=0.2,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.2,rsrs_skew,,0.177703889685787,0.13989796115342895,1.2702393102848404,1.6067274308625445,-0.12483917003207878,1.423462601041997,1.5666737121313026,0.47979041916167664,33.28203592814371,2672,,,,,,
43,refine k=7 wr=0.2 L=180 rb=0.4,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,0.20295164931034892,0.13957165467662686,1.4541036271337973,1.730105556590479,-0.13437516908362812,1.5103359548819795,1.7720353436888638,0.4846556886227545,27.165718562874254,2672,,,,,,
43,refine k=7 wr=0.2 L=252 rb=0.0,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.0,rsrs_skew,,0.1536539300806692,0.13725609815184361,1.1194688771546237,1.4840389545320554,-0.1448223783063548,1.060981955120446,1.407992256463627,0.47342814371257486,35.925,2672,,,,,,
43,refine k=7 wr=0.2 L=252 rb=0.2,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.2,rsrs_skew,,0.1536539300806692,0.13725609815184361,1.1194688771546237,1.4840389545320554,-0.1448223783063548,1.060981955120446,1.407992256463627,0.47342814371257486,35.925,2672,,,,,,
43,refine k=7 wr=0.2 L=252 rb=0.4,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,0.16264253322156996,0.1370331982313252,1.1868841661785763,1.4840845376207943,-0.1406117949919683,1.15667773980739,1.4541889450497039,0.47642215568862273,29.69505988023952,2672,,,,,,
43,refine k=7 wr=0.3 L=120 rb=0.0,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,,0.17956369362397062,0.14086592804183756,1.2747134535658595,1.659830802943385,-0.11440462228167103,1.5695492895547005,1.6149397980037663,0.47941616766467066,38.03622754491018,2672,,,,,,
43,refine k=7 wr=0.3 L=120 rb=0.2,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,,0.17956369362397062,0.14086592804183756,1.2747134535658595,1.659830802943385,-0.11440462228167103,1.5695492895547005,1.6149397980037663,0.47941616766467066,38.03622754491018,2672,,,,,,
43,refine k=7 wr=0.3 L=120 rb=0.4,30,250,120,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,,0.19103801528999198,0.1412189656141547,1.3527787465315055,1.6585155894180523,-0.1282334786423418,1.4897670819865956,1.7201533164722365,0.47941616766467066,30.603143712574855,2672,,,,,,
43,refine k=7 wr=0.3 L=180 rb=0.0,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,,0.17379847641227952,0.1388477495995726,1.2517197931799573,1.6196699733898228,-0.1311363195267763,1.3253267823853496,1.5426503502361832,0.4801646706586826,35.92275449101796,2672,,,,,,
43,refine k=7 wr=0.3 L=180 rb=0.2,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,,0.17379847641227952,0.1388477495995726,1.2517197931799573,1.6196699733898228,-0.1311363195267763,1.3253267823853496,1.5426503502361832,0.4801646706586826,35.92275449101796,2672,,,,,,
43,refine k=7 wr=0.3 L=180 rb=0.4,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,,0.1744832626271271,0.13763530169168817,1.2677217289644245,1.5727622854518712,-0.13971360464584426,1.248863795830187,1.5858512246828482,0.47904191616766467,29.96811377245509,2672,,,,,,
43,refine k=7 wr=0.3 L=252 rb=0.0,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,,0.15325264078499612,0.13610877782933187,1.1259570707273643,1.5080365209102011,-0.15665434911165754,0.9782852608564553,1.4018597001995852,0.47679640718562877,37.16452095808383,2672,,,,,,
43,refine k=7 wr=0.3 L=252 rb=0.2,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,,0.15325264078499612,0.13610877782933187,1.1259570707273643,1.5080365209102011,-0.15665434911165754,0.9782852608564553,1.4018597001995852,0.47679640718562877,37.16452095808383,2672,,,,,,
43,refine k=7 wr=0.3 L=252 rb=0.4,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,,0.15893416724594633,0.13728532641550503,1.1576923142165927,1.4639934113714945,-0.175040323453739,0.9079860235058963,1.4277781076488487,0.4779191616766467,30.584281437125746,2672,,,,,,
43,refine k=7 wr=0.4 L=120 rb=0.0,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,,0.17306550085598027,0.14042595685643794,1.2324324129969135,1.6350247782231186,-0.11246050810321251,1.5389002217306942,1.5608585054753101,0.4801646706586826,39.65299401197605,2672,,,,,,
43,refine k=7 wr=0.4 L=120 rb=0.2,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,,0.17306550085598027,0.14042595685643794,1.2324324129969135,1.6350247782231186,-0.11246050810321251,1.5389002217306942,1.5608585054753101,0.4801646706586826,39.65299401197605,2672,,,,,,
43,refine k=7 wr=0.4 L=120 rb=0.4,30,250,120,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,,0.18279588525112178,0.14099160259550106,1.2965019326403109,1.6270387699200182,-0.11846479491716255,1.54303973073978,1.6441791482832238,0.4801646706586826,33.05074850299401,2672,,,,,,
43,refine k=7 wr=0.4 L=180 rb=0.0,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,,0.18045211765359048,0.13865561063700665,1.3014411521074682,1.6818562124409508,-0.1336805139469922,1.3498760015625346,1.617040048089899,0.4809131736526946,36.83892215568862,2672,,,,,,
43,refine k=7 wr=0.4 L=180 rb=0.2,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,,0.18045211765359048,0.13865561063700665,1.3014411521074682,1.6818562124409508,-0.1336805139469922,1.3498760015625346,1.617040048089899,0.4809131736526946,36.83892215568862,2672,,,,,,
43,refine k=7 wr=0.4 L=180 rb=0.4,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,,0.18269838028260232,0.13638577293308432,1.3395706630796498,1.6603029998677596,-0.12213175107149288,1.4959122315019888,1.6851653855499855,0.47904191616766467,30.96511976047904,2672,,,,,,
43,refine k=7 wr=0.4 L=252 rb=0.0,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,,0.15572008541485083,0.13718608916327887,1.1351011342667026,1.5357900863655882,-0.13443909151604017,1.15829468690118,1.4082452450228153,0.4749251497005988,38.94296407185628,2672,,,,,,
43,refine k=7 wr=0.4 L=252 rb=0.2,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,,0.15572008541485083,0.13718608916327887,1.1351011342667026,1.5357900863655882,-0.13443909151604017,1.15829468690118,1.4082452450228153,0.4749251497005988,38.94296407185628,2672,,,,,,
43,refine k=7 wr=0.4 L=252 rb=0.4,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,,0.1616207501286535,0.13610297697224047,1.1874887215848162,1.5188661369946035,-0.1443710583498914,1.1194816466397062,1.4594258684179846,0.47717065868263475,32.38068862275449,2672,,,,,,
44,"gate off=[1, 3] full=[2]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,0.18820043191078906,0.1349858437025313,1.3942234737260812,1.646339345697956,-0.15571034836114883,1.2086571887584756,1.6562841984268133,0.48914670658682635,24.438772455089822,2672,,,,,,"[1, 3]"
44,"gate off=[0, 1, 3] full=[2]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,0.20295164931034892,0.13957165467662686,1.4541036271337973,1.730105556590479,-0.13437516908362812,1.5103359548819795,1.7720353436888638,0.4846556886227545,27.165718562874254,2672,,,,,,"[0, 1, 3]"
44,"gate off=[1, 3] full=[0, 2]",30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,0.1624637434051306,0.14852507212759156,1.0938472614614516,1.3392168243796656,-0.26338804457081844,0.6168227706381265,1.2922978969970216,0.4805389221556886,26.37619760479042,2672,,,,,,"[1, 3]"
