year,n,ann_excess,excess_IR,dd_excess_pct,ann_abs,abs_sharpe,dd_abs_pct,gate_on_frac,n_on
2018,12,4.50824815706187,1.7957166807245826,0.0,-24.948491737347734,-1.437968418681092,-28.891528898177288,0.3333333333333333,4
2019,12,1.8666620038331103,0.8551521728638157,-1.7384588731988337,30.330631978975063,1.1479748450328988,-13.007942918862792,0.8333333333333334,10
2020,12,3.2107898217894295,1.1624819892439588,-0.7941726146204253,13.807566321282568,0.875745455003839,-9.397483420028408,0.6666666666666666,8
2021,12,6.136528765063709,2.164194433248398,-0.9474837654625756,28.932018730186254,2.4331664083980002,-3.6177453878344257,1.0,12
2022,12,4.37191156735586,2.2813971926158105,-0.5519982068079132,-5.344323595006422,-0.3333114380245274,-12.666731536534437,0.9166666666666666,11
2023,12,2.5344409699293697,0.7663977527864584,-1.7639002501851575,3.03601813152206,0.2052165897547812,-9.21120843335277,1.0,12
2024,12,5.259383012800091,0.8395436315512147,-2.608913076449648,13.067900113642239,0.25794172887844874,-15.446507511895168,1.0,12
2025,13,2.910742309942773,1.2609235671559638,-0.917695851673539,46.19600956356235,2.4098843193469186,-8.565671132512154,0.7692307692307693,10
