expr,sharpe_longonly_full,sharpe_excess_full,sharpe_excess_train,sharpe_excess_val,sharpe_excess_test
g1_spillover_3leader_lag1,0.4936934670920272,-0.06100980225235125,-0.11408028352078516,-0.547383858760435,0.15789901689227503
g2_spillover_510300only_lag1,0.5858496414064399,0.10267764679879038,0.18859343487838603,0.27864568310001464,-0.05080066049491412
g3_spillover_3leader_lag1to2_decay,0.5355251958069595,0.0034446990461911562,-0.31660249751571123,-0.5959119891807612,0.6538880372708953
g4_spillover_residual_leader_lag1,0.6229416192334865,0.11066999672801874,-0.18492776628577803,-0.3027314025623917,0.6689866421033567
g5_spillover_3leader_lag1_volscaled,0.6260695586510348,0.09407219423751234,-0.1719340619653511,-0.5713185491551477,0.6991462258859503
g6_spillover_3leader_orthogonalized,0.32772683373785993,-0.31134968260530643,-0.9725311849004971,-0.5575134035040933,0.6053134107900413
g7_spillover_signonly_3leader,0.3594921120738738,-0.2864575679928365,-0.6430440293418092,-0.20349420095634957,0.1276155891805068
g8_kitchen_sink_rank,0.573375249286247,0.06267759962687011,-0.24847002174794672,0.11412051142906232,0.47964000344943186
