year,n_days,sharpe_raw_LS,sharpe_voltarget_LS,sharpe_final_gross,sharpe_final_net5bps,avg_exposure,bond_active_pct,ann_ret_final_net5bps
2019,103,1.163243144471126,1.5449784260072945,1.4803861954838622,1.406486258728791,1.472368159719374,0.024793388429752067,0.21419023549229316
2020,243,0.9917031693312555,0.9906320424105642,1.1347395174760382,1.0715094974708246,0.9722674826762079,0.19753086419753085,0.11786776064221507
2021,243,0.9656969294548459,0.8497403567398649,1.3491211393054678,1.301560392184257,0.8814428460309056,0.34156378600823045,0.14815018953506529
2022,242,0.3321791306820306,0.24874458988596132,0.30599784619079945,0.23182114329908357,0.8837085380767,0.3512396694214876,0.01996841347097088
2023,242,0.4651201389557281,0.7188212192067582,0.8112641526496539,0.7712860584953064,0.8235846528288531,0.4049586776859504,0.09521497416952583
2024,242,-0.8296729831107197,-1.1346943423239995,0.8584887918515806,0.7251437211210038,0.7463942029867588,0.859504132231405,0.028502478925023018
2025,194,1.365012516407371,2.0865749267130975,1.9646410140828676,1.916360102485051,0.9712208348824535,0.13580246913580246,0.252703747140576
2026,0,-2.2545424867384196,,,,,0.0,
