,baseline_k40_monthly,D1_regime_breadth,D1b_regime_mom200,D2_ensemble_k40_k80,D3_stoploss_20dlow,D4_disp_gt_Q75,D5_breadth_and_disp
2020-09-29,2.004605569240501,1.8260123490425146,1.5520141832904675,1.9385834538441624,1.8905566725950211,1.0192434318900923,1.0007778708538402
2020-09-30,2.0121410742757555,1.8328765049950795,1.5578483537988348,1.9398285471848102,1.897663456864393,1.0192434318900923,1.0007778708538402
2020-10-09,2.073062483889818,1.8883703377885819,1.6050151846397254,1.9859104014434665,1.9551188382207354,1.0192434318900923,1.0007778708538402
2020-10-12,2.1495289244001134,1.9580242721094498,1.6642173549014188,2.0508720051492157,2.0272348402685103,1.0192434318900923,1.0007778708538402
2020-10-13,2.1601299849580116,1.9676808687929577,1.6724249527432289,2.0537655040297618,2.0372327700766726,1.0192434318900923,1.0007778708538402
2020-10-14,2.139130587689411,1.9485523383113017,1.6561667107720828,2.0295510340615333,2.0174281006515207,1.0192434318900923,1.0007778708538402
2020-10-15,2.1254268978680027,1.9360695301093767,1.645556982208724,2.017679687055695,2.004504060816167,1.0192434318900923,1.0007778708538402
2020-10-16,2.131544039136374,1.9416416863820523,1.6502930211359734,2.016474162052278,2.0102731769054274,1.0192434318900923,1.0007778708538402
2020-10-19,2.08499681177091,1.8992414190739901,1.6142550303349115,1.993421612396166,1.9663741811943074,1.0192434318900923,1.0007778708538402
2020-10-20,2.105579776972212,1.917990618025747,1.6301908605135629,2.0065068460168103,1.985786110802912,1.0192434318900923,1.0007778708538402
2020-10-21,2.085765374029729,1.8999415090054688,1.6148500698502815,1.9813168081917867,1.9670990173062144,1.0192434318900923,1.0007778708538402
2020-10-22,2.0621558359869705,1.8784353789802988,1.5965709936741237,1.9694035495653257,1.9448327069813687,1.0192434318900923,1.0007778708538402
2020-10-23,2.002204678066158,1.823825356748206,1.550155355193662,1.9289185308539079,1.8882923763666375,1.0192434318900923,1.0007778708538402
2020-10-26,2.006470004380103,1.8277106789489772,1.5534576741322015,1.9284737358670976,1.892315033615205,1.0192434318900923,1.0007778708538402
2020-10-27,2.0452466445589215,1.8630326519632134,1.5834794881295948,1.9530265458997307,1.9288855375366607,1.0192434318900923,1.0007778708538402
2020-10-28,2.0574752979615587,1.874171836882188,1.5929472077721312,1.9589867611829126,1.9404184608418507,1.0192434318900923,1.0007778708538402
2020-10-29,2.0829814674400695,1.8974056246952078,1.612694701942297,1.9625069844277054,1.9644734967251478,1.0192434318900923,1.0007778708538402
2020-10-30,2.073660311883918,1.8898636072311834,1.6054780375521622,1.9577380898509684,1.9563374782256229,1.0192434318900923,1.0007778708538402
2020-11-02,2.05702538844256,1.8898636072311834,1.5925988769257053,1.9499189853893606,1.9528932221019861,1.0192434318900923,1.0007778708538402
2020-11-03,2.0953473985001945,1.8898636072311834,1.6222687052721279,1.9858836691273865,1.9644147160376912,1.0192434318900923,1.0007778708538402
2020-11-04,2.0875247136726647,1.8898636072311834,1.6162121932130813,1.9769209508384717,1.9621371337582274,1.0192434318900923,1.0007778708538402
2020-11-05,2.1563805156249036,1.8898636072311834,1.669522022773319,2.03716951990383,1.9792587492360478,1.0192434318900923,1.0007778708538402
2020-11-06,2.1549670500954,1.8898636072311834,1.6684276835262155,2.0439030053970564,1.9809417923901602,1.0192434318900923,1.0007778708538402
2020-11-09,2.2080744810763466,1.8898636072311834,1.7095447428546384,2.1170654180161894,1.9949433600491238,1.0192434318900923,1.0007778708538402
2020-11-10,2.1781877108286243,1.8898636072311834,1.6864056814707162,2.0823473728530426,1.9850017818428989,1.0192434318900923,1.0007778708538402
2020-11-11,2.1450110239636313,1.8898636072311834,1.6607194869598607,2.041295223295322,1.9688227341550282,1.0192434318900923,1.0007778708538402
2020-11-12,2.1508236071788844,1.8898636072311834,1.665219729665984,2.042168882840274,1.9790327051186671,1.0192434318900923,1.0007778708538402
2020-11-13,2.131293553754544,1.8898636072311834,1.6500990892865994,2.027528086808973,1.9745412833765537,1.0192434318900923,1.0007778708538402
2020-11-16,2.1352209992322355,1.8898636072311834,1.6531398126982315,2.028373106944046,1.9728493028423835,1.0192434318900923,1.0007778708538402
2020-11-17,2.1339764651960667,1.8898636072311834,1.652176264304792,2.036355166867194,1.965504789401103,1.0192434318900923,1.0007778708538402
2020-11-18,2.1369741216778304,1.8898636072311834,1.6544971225562697,2.037834155273615,1.9615202734654507,1.0192434318900923,1.0007778708538402
2020-11-19,2.1542320639753556,1.8898636072311834,1.6678586394706998,2.0512632052415434,1.9700933515837438,1.0192434318900923,1.0007778708538402
2020-11-20,2.151665039073264,1.8898636072311834,1.6658711866181093,2.04768539978134,1.969526744350041,1.0192434318900923,1.0007778708538402
2020-11-23,2.151142739211076,1.8898636072311834,1.6654668094146907,2.0495044354047147,1.967825944052675,1.0192434318900923,1.0007778708538402
2020-11-24,2.1464492033612124,1.8898636072311834,1.6618329602822,2.0503387505303423,1.9655542835112,1.0192434318900923,1.0007778708538402
2020-11-25,2.130278830493412,1.8898636072311834,1.6493134659612148,2.036227356317741,1.9575850509687278,1.0192434318900923,1.0007778708538402
2020-11-26,2.119796859448381,1.8898636072311834,1.6411980701046165,2.025644475349392,1.954141629594992,1.0192434318900923,1.0007778708538402
2020-11-27,2.1289294616101038,1.888918675427568,1.648268751890018,2.0336651593511457,1.9557185349241493,1.0187338101741472,1.0002774819184133
2020-11-30,2.121190953625707,1.8820525896716702,1.6422774115816896,2.0262729303661016,1.948283683315503,1.0150307848432631,0.996641544035068
2020-12-01,2.166324914496634,1.9220982478874353,1.6772212172333396,2.069387258662025,1.9850482710579525,1.0366282556638868,1.0178477350071402
2020-12-02,2.175816860030523,1.930520092532088,1.6845701113607754,2.0784544632241384,1.9842568294536977,1.0411703346825083,1.022307525502014
2020-12-03,2.218591999658109,1.9684728577803372,1.7176876604751365,2.11931552166485,2.016072778172369,1.061639064041247,1.0424054243412884
2020-12-04,2.237546036623217,1.9852900586523001,1.7323623349606538,2.137421412583303,2.0327543915771957,1.0707089363145361,1.0513109783812553
2020-12-07,2.2132281203525905,1.9637136903322667,1.713534815203547,2.1141916626271025,2.01193685774496,1.0590723443350465,1.0398852057141383
2020-12-08,2.224374297502993,1.9736032721895704,1.722164455514008,2.124839076052245,2.0119572490612794,1.0644060050889907,1.045122236914124
2020-12-09,2.198892836908471,1.9509945349523292,1.7024360915602759,2.100497847488821,1.9931785507167668,1.052212634708073,1.0331497729604264
2020-12-10,2.2064369153052077,1.9576881106810942,1.7082768997727498,2.1077043471270263,2.00586975378415,1.0558226217311035,1.0366943581043493
2020-12-11,2.1927178004973373,1.9455156584518305,1.6976552288112787,2.094599128609921,1.9946582532379045,1.0492577606812368,1.0302484321769645
2020-12-14,2.2089550074124458,1.9599223186685262,1.7102264676704115,2.1101097608708215,2.0092494093086035,1.0570275773733804,1.037877483650633
2020-12-15,2.253621364213395,1.9995530894601588,1.7448082429257055,2.152777409216736,2.0439154381830056,1.078401290627372,1.0588639708560532
2020-12-16,2.266526591611335,2.0110034101411323,1.75479978254204,2.1651051597627053,2.051429952708577,1.0845766908533259,1.0649274917936764
2020-12-17,2.321745647194105,2.0599971918566067,1.7975517127807823,2.2178532998471705,2.0981376917273526,1.111000074014884,1.0908721643947463
2020-12-18,2.329804401591252,2.0671474201548907,1.8037909956182363,2.2255514450139207,2.101350920720632,1.1148563434311822,1.0946585700512685
2020-12-21,2.3540590478650727,2.0886676513972446,1.822569530211416,2.248720756148424,2.115307335038929,1.1264626594968485,1.106054615311148
2020-12-22,2.3315557105898006,2.068701290460815,1.8051469014616497,2.2272243872874107,2.1051696836291076,1.1156943785662377,1.0954814225631617
2020-12-23,2.3291976725499155,2.066609092400134,1.8033212512994452,2.224971865589246,2.1041512174057746,1.1145660118823126,1.0943734984184978
2020-12-24,2.3291673042712,2.0665821477738127,1.8032977394425431,2.224942856215527,2.100973578925448,1.1145514800752037,1.0943592298831086
2020-12-25,2.369225039166352,2.102123862472783,1.83431140799746,2.2632081070318617,2.1350076364344215,1.133719878856167,1.1131803561415494
2020-12-28,2.3384567025199545,2.0748242798650685,1.8104898165561287,2.2338165769801135,2.1350076364344215,1.118996636311156,1.0987238535384993
2020-12-29,2.401778807738161,2.1310075913701847,1.8595153240786397,2.2943051753677937,2.1350076364344215,1.1492974850149005,1.1284757439132687
2020-12-30,2.4034191076424305,2.132462967500934,1.8607852839926196,2.2958720759280764,2.1350076364344215,1.1500824001571996,1.1292464388035506
2020-12-31,2.445850717901725,2.1701109321200285,1.8936368643497614,2.3364049770859343,2.1350076364344215,1.1703867440872158,1.149182930373267
