variant,gross_sharpe,net_sharpe_5bps,net_ret_5bps,vol_ann,maxdd,worst_year,worst_year_sharpe,turnover_ann,gate_active_rebal_pct,n_days
baseline_k40_monthly,0.8103180666969393,0.7742206132974657,0.18505474935711444,0.23902069536608161,-0.42353280752429934,2023,-0.5845014460993432,17.15158371040724,1.0,1768
D1_regime_breadth,0.4514879759486561,0.4166911307151755,0.07384061224513791,0.17720706490297444,-0.40688511205721867,2022,-1.4413854404964743,12.305429864253393,0.7272727272727273,1768
D1b_regime_mom200,0.6112347461305473,0.5797915203604459,0.09997278697079974,0.17242885323443238,-0.24542152984983623,2022,-0.7893082124169699,10.785067873303166,0.6590909090909091,1768
D2_ensemble_k40_k80,0.8404818994462329,0.8107460997888422,0.1840790431239049,0.22704894068790227,-0.37557604891185703,2023,-0.6767531485068886,13.445701357466064,1.0,1768
D3_stoploss_20dlow,0.5271966714883258,0.467368794249198,0.0668631814751285,0.1430629992799166,-0.35020136072589214,2023,-1.7525162633663613,16.86651583710407,0.875,1768
D4_disp_gt_Q75,0.5018830141338975,0.48029568672771805,0.053911815765016004,0.11224713703410556,-0.1889616988052749,2023,-0.8012609428472925,4.846153846153846,0.2159090909090909,1768
D5_breadth_and_disp,0.1616416527510377,0.1397111801242218,0.01269308177315171,0.0908522980184254,-0.19583269039637774,2023,-0.8012609428472925,3.990950226244344,0.18181818181818182,1768
