,v7,rev_40d_mo
2022-11-18,0.0012784454103811,0.004362631253533901
2022-11-25,0.0015321756894788,-0.006089099200436099
2022-12-02,0.0050994390617031,0.0066801736924297994
2022-12-09,-0.0144596651445967,0.0193825148770967
2022-12-16,-0.002059202059202,-0.0277400183185728
2022-12-23,0.0085117358782562,-0.0553460486409187
2022-12-30,0.0086956521739127,0.0374387870725838
2023-01-06,-0.002281947261663,0.0185218122773185
2023-01-13,0.0132147395171537,0.0174271002881945
2023-01-20,0.0183095058941558,0.0314513242991509
2023-02-03,0.0255363975793885,-0.0032130443651718008
2023-02-10,0.0039011635963598,-0.017126723131145404
2023-02-17,-0.0185610133882032,-0.0124749435874492
2023-02-24,0.0147304941122889,0.032929717380867196
2023-03-03,0.0296579937686291,0.0101980786971923
2023-03-10,-0.0409126077217456,-0.044656137246913696
2023-03-17,0.034094325535092,-0.0146844175339796
2023-03-24,0.0173201828241518,0.0073107375279541
2023-03-31,0.0257311678886932,-0.0098074251065112
2023-04-07,0.0639057723321043,0.023238892842761
2023-04-14,-0.0269914574815379,0.0324106519841932
2023-04-21,-0.0232411893851942,-0.04193565143762901
2023-04-28,0.0321556396360235,-0.0045019874765297
2023-05-05,0.016084945867584,-0.0140350795857712
2023-05-12,-0.0095951963033842,-0.0204294625228316
2023-05-19,-0.0089538106724609,-0.0003516716607435993
2023-05-26,-0.0036533932291896,-0.0081796681848971
2023-06-02,0.0135302649940736,-0.010321476061936199
2023-06-09,0.0004224490457478,-0.0129770935572459
2023-06-16,-0.0008441662315844,0.0556775553005269
2023-06-30,-0.0006806480574778,-0.0340768130672663
2023-07-07,0.0008618627961207,-0.0067338566699785
2023-07-14,0.0062371235324268,0.0155428318104429
2023-07-21,0.0135074014346151,0.0074592892385334005
2023-07-28,-0.0090820025984331,0.0598336032976056
2023-08-04,0.0133452165187049,-0.0216075981106345
2023-08-11,-0.0373516758383788,-0.0342306636889693
2023-08-18,0.0009410818471671,-0.0393913759237603
2023-08-25,0.0054562426951873,-0.026012215390294302
2023-09-01,0.0076638844980649,0.05466720270432
2023-09-08,0.008797433759662,-0.0269296069063919
2023-09-15,0.0072661721956161,-0.0271257553558301
2023-09-22,0.0004405027011309,0.031987056427423693
2023-10-13,-0.0068306010928962,-0.0126189687851961
2023-10-20,0.043328748280605,-0.0366115611276413
2023-10-27,-0.000878927708196,0.008435573957674601
2023-11-03,0.0030789531559269,-0.016358851074612803
2023-11-10,-0.0124972593729443,0.026561642080583203
2023-11-17,0.0042184724689164,-0.0088266371581881
2023-11-24,-0.0163608224629668,0.0191493349802945
2023-12-01,0.0184311081141828,-0.037187163417506296
2023-12-08,0.0026484219819027,-0.0408686360398844
2023-12-15,-0.0002201188641868,-0.0173842633870305
2023-12-22,0.0083663584324087,0.0035774676032519007
2023-12-29,0.0030567685589519,0.041532602409369304
2024-01-05,0.0037004788855028,-0.0401619343602962
2024-01-12,-0.0041205812188245,9.38199291847016e-05
2024-01-19,0.0010888501742161,-0.045869078995451604
2024-01-26,-0.0050032629976072,-0.031936948684835
2024-02-02,0.0111499781372979,-0.0796364243377923
2024-02-23,-0.0069399262632834,0.0405420975296706
2024-03-01,0.0078619785979472,0.068631473954158
2024-03-08,0.046370530877573,-0.030470314547173
2024-03-15,0.0028991509629323,0.028833937330538698
2024-03-22,0.010324179227751,-0.0178064204751553
2024-03-29,0.0363784998978133,-0.0105370072740504
2024-04-12,0.0510144927536231,-0.0383063279310346
2024-04-19,-0.0053318624747197,-0.0364637828182031
2024-04-26,-0.0256931608133085,0.0662278907738167
2024-05-10,0.015496460684905,0.0508387386121385
2024-05-17,0.0096081386586286,0.0334449673206633
2024-05-24,-0.0186601977980965,-0.0630081627178557
2024-05-31,0.0047537554668186,-0.002874376077176199
2024-06-07,0.0105980317940954,-0.034066854046139
2024-06-14,-0.0235955056179774,0.0403634957624491
2024-06-21,0.0203298810893746,-0.0385735043295337
2024-06-28,-0.0148496240601503,-0.0191598944656041
2024-07-05,0.0152642625453156,-0.007893973490530198
2024-07-12,0.0127795527156544,-0.0015058874057114016
2024-07-19,-0.005381332343663,0.0073146506885325
2024-07-26,-0.0123134328358209,-0.021841826132420798
2024-08-02,0.0289006422364941,0.012199171774321503
2024-08-09,-0.0190930787589499,0.012968801274375698
2024-08-16,0.0101066816395285,-0.010175753683417799
2024-08-23,0.009634982397628,-0.025834190516826498
2024-08-30,0.003303358414388,0.0203664223476574
2024-09-06,-0.0010974940552402,-0.0317403486789661
2024-09-13,0.0164804980772754,0.0096421302731944
2024-09-20,0.009367681498829,0.009525717689002402
2024-09-27,0.0151704444047835,0.22851006699258
2024-10-11,-0.0492938094708948,-0.03752267357280921
2024-10-18,0.0577375272022647,0.016090357673511302
2024-10-25,0.0019981355710637,0.0163979922795627
2024-11-01,-0.0176744148118751,-0.004893023969785101
2024-11-08,0.0633193385805863,0.0324262203994847
2024-11-15,-0.0318325752077651,-0.037247374026133595
2024-11-22,-0.015187676727594,0.0168407964443399
2024-11-29,0.0116332363873303,0.0018443309565463004
2024-12-06,0.0158577853270026,0.0105680221315895
2024-12-13,-0.0018322708235827,0.0045487314897108
2024-12-20,-0.0182479999816436,0.0096869143492912
2024-12-27,0.0004341005344199,0.0183926389446799
2025-01-03,-0.0375582239954243,-0.0550600721706523
2025-01-10,0.002122186522084,-0.0114517724070335
2025-01-17,0.0095302400504015,0.05485532725075559
2025-01-24,-0.0013611523170145,0.0094864694331745
2025-02-07,0.0538634052215095,0.0711358879664174
2025-02-14,0.018145057076625,0.022991320216995098
2025-02-21,0.0253880144225479,-0.0166188502385222
2025-02-28,-0.0332424019917608,0.007271512879559697
2025-03-07,0.0173903801553739,-0.0023066313859966
2025-03-14,-0.0056162746059643,0.0225399128226096
2025-03-21,-0.0081147824784389,0.0042215258221101
2025-03-28,-0.0062594573401554,-0.006324253814511301
2025-04-11,-0.0098321100501266,-0.04851354007034579
2025-04-18,-0.0003816555905725,0.012307442333154
2025-04-25,-0.0040197282369528,0.027723186027050904
2025-05-09,0.0061262357195284,0.0334955071429259
2025-05-16,0.0037907910417544,-0.004516196248830101
2025-05-23,0.003444376813625,-0.029931369135388998
2025-05-30,-0.0083332112324307,-0.0066586181056473
2025-06-06,0.0107265052636208,0.029852720640012702
2025-06-13,0.0164558605256464,-0.017201470184000898
2025-06-20,-0.015869718095546,-0.0049243581769475
2025-06-27,0.0167815046265485,0.0204671420624544
2025-07-04,0.0002570042352181,-0.0011232377292906995
2025-07-11,0.0276738864283338,0.0343609146597519
2025-07-18,0.0153426852130222,-0.005262337789353699
2025-07-25,0.0127649910834502,0.005243442894638
2025-08-01,-0.0125464414326501,-0.017523347856635
2025-08-08,0.008382411038989,0.012293259317459601
2025-08-15,0.0541845089775093,0.0040394290713992725
2025-08-22,0.0608192602233018,0.00024529009507259975
2025-08-29,0.0557590351574675,0.0026632482187301
2025-09-05,-0.0080418002431518,0.010666217006770999
2025-09-12,0.0134717927921745,0.0092238138348015
2025-09-19,0.0103957634666495,-0.0174147504996372
2025-09-26,0.0209372192655755,0.0012042143981635996
2025-10-10,-0.0169703832390547,0.0059443186700399
2025-10-17,-0.0187515554584196,0.0032957560390518004
2025-10-24,-0.0021689113830053,0.0066049244264974015
2025-10-31,0.0089183089528893,0.001232838928245601
2025-11-07,0.0375742715768015,-0.014400569780544098
2025-11-14,-0.0107541680567927,0.005937681483771201
2025-11-21,-0.0472181281142324,-0.0275297500339341
2025-11-28,0.005779057973671,0.0300945282002913
2025-12-05,0.0051513492962801,-0.0025501475161005017
2025-12-12,0.0015398222665204,-0.0042823545469563
2025-12-19,-5.44262894784532e-05,0.0018326122916312
2025-12-26,0.0272367521301436,0.0008648828873658996
2026-01-09,0.0531957272577648,0.0448716021280679
2026-01-16,-0.0052216209812254,-0.032869035944109004
2026-01-23,0.0112935465106701,-0.0067404705240642
2026-01-30,-0.0200997667105724,0.0302214937235593
2026-02-06,-0.0178150970943923,0.0160354560739735
2026-02-13,0.0020100895436029,-0.0116938663294654
2026-02-27,0.0353118530486345,-0.009566108343917
2026-03-06,0.0057137573461393,-0.0161663810408328
2026-03-13,-0.0061730641547541,0.00045583044053660107
2026-03-20,-0.0348066858716138,-0.016654162946608
2026-03-27,-0.0118949608957379,-0.005063782099106597
2026-04-03,-0.0131229301161316,0.0032863966101493013
2026-04-10,0.0065303082478701,0.040019270927148
2026-04-17,0.0212481305364733,0.0109532180416756
