,pnl_net_5bps
2019-01-04,-0.0005
2019-01-07,0.020479695569148932
2019-01-08,-0.008933982610542013
2019-01-09,0.004938816877614993
2019-01-10,-0.007123073499193389
2019-01-11,0.008433976857998996
2019-01-14,-0.014367363675740614
2019-01-15,0.0172470562329059
2019-01-16,0.005788555273204913
2019-01-17,-0.0089798493662346
2019-01-18,0.01614515870226585
2019-01-21,0.0013337466912407556
2019-01-22,-0.012732804536083237
2019-01-23,-0.0006515011212997468
2019-01-24,0.007502097995379339
2019-01-25,-0.00019176574563524885
2019-01-28,-0.0045503969743739825
2019-01-29,-0.006066193065900874
2019-01-30,-0.0008653945336596727
2019-01-31,0.0004687952978592593
2019-02-01,0.021803606450858767
2019-02-11,0.012955974842767299
2019-02-12,0.01227585051114466
2019-02-13,0.016642551774234793
2019-02-14,-0.001430269641280161
2019-02-15,-0.014073791352594048
2019-02-18,0.03330402797478974
2019-02-19,0.002927963236272461
2019-02-20,-0.007203257703622068
2019-02-21,-0.008860623468324872
2019-02-22,0.016626597257010618
2019-02-25,0.05631745538666462
2019-02-26,-0.011571061139705074
2019-02-27,0.007609529945731829
2019-02-28,0.003953124751001588
2019-03-01,0.015466881835168273
2019-03-04,0.011536302309094044
2019-03-05,0.005975240066728782
2019-03-06,0.0054353482843780086
2019-03-07,-0.014729001043426965
2019-03-08,-0.028434654767796975
2019-03-11,0.013772330329125502
2019-03-12,0.001986661130052118
2019-03-13,0.00010139523415605045
2019-03-14,-0.002736359186600349
2019-03-15,0.004864236269634318
2019-03-18,0.020592117452124303
2019-03-19,-0.005625330589872097
2019-03-20,-0.0011260638364397613
2019-03-21,0.0010677381367036887
2019-03-22,0.0016420588449809945
2019-03-25,-0.013418339701478765
2019-03-26,-0.0073360808897235215
2019-03-27,0.01374007698466406
2019-03-28,-0.002437468495690006
2019-03-29,0.014408984875620846
2019-04-01,0.013331467368427535
2019-04-02,-0.0021959535557148175
2019-04-03,0.004398100173964877
2019-04-04,0.005540885073441082
2019-04-08,-0.00017575165114236402
2019-04-09,0.0031481043515261264
2019-04-10,0.005731227408830364
2019-04-11,-0.011304202549819564
2019-04-12,-0.004649928025897365
2019-04-15,-0.004747810173357754
2019-04-16,0.018149521304331118
2019-04-17,-0.0039369624984680884
2019-04-18,-0.007130179037004821
2019-04-19,0.006679015282985497
2019-04-22,-0.012258723329387895
2019-04-23,-0.0017035479900182244
2019-04-24,0.0018470204924807183
2019-04-25,-0.005923813304173761
2019-04-26,-0.010883896554776432
2019-04-29,0.011090344891351672
2019-04-30,0.0037845708852404236
2019-05-06,-0.026256051616349987
2019-05-07,0.006986759306476112
2019-05-08,-0.007282191874057394
2019-05-09,-0.01677427588719852
2019-05-10,0.0168610411498095
2019-05-13,-0.004351067712937436
2019-05-14,5.7780502309460417e-05
2019-05-15,0.013038539520190146
2019-05-16,0.003607150738968408
2019-05-17,-0.012602288430356748
2019-05-20,0.004268881997495607
2019-05-21,0.0064257313896171064
2019-05-22,-0.0028378765384395135
2019-05-23,-0.005262279365439141
2019-05-24,-0.004393911602599572
2019-05-27,0.013031295502469694
2019-05-28,-0.001812427624375649
2019-05-29,0.0013146696111703269
2019-05-30,-0.004653595282168539
2019-05-31,0.0024421444890862327
2019-06-03,0.0014664601420004697
2019-06-04,-0.0030230552292755206
2019-06-05,0.002152651763350851
2019-06-06,-0.007888519980158307
2019-06-10,0.006722275502367444
2019-06-11,0.013103875042676663
2019-06-12,-0.0010809845265512545
2019-06-13,-0.0006135127721030864
2019-06-14,0.0020374678143684584
2019-06-17,-0.005152789992896811
2019-06-18,0.0013636997860171363
2019-06-19,0.008492847763345468
2019-06-20,0.02249144192475638
2019-06-21,0.006354796493552381
2019-06-24,-6.277065100590562e-05
2019-06-25,0.005340834039796312
2019-06-26,-0.00847207845400988
2019-06-27,0.005018058623639391
2019-06-28,-0.0029436688754469103
2019-07-01,0.00722843507705606
2019-07-02,0.003001996794940953
2019-07-03,0.007480160747787825
2019-07-04,0.0010333542736193167
2019-07-05,-0.0012740882306099635
2019-07-08,-0.02263997642706946
2019-07-09,0.0006224002122883207
2019-07-10,-0.002790800149155707
2019-07-11,0.006018042801817354
2019-07-12,-0.0014220092936226834
2019-07-15,0.015634666591466246
2019-07-16,-0.000572985403988276
2019-07-17,-0.003295002659645885
2019-07-18,-0.006160608725500838
2019-07-19,0.012486086681123573
2019-07-22,-0.01569880053076337
2019-07-23,0.0011732000838043555
2019-07-24,0.008732235045818548
2019-07-25,0.002768742151509092
2019-07-26,0.0033606859410430325
2019-07-29,-0.006938619378775564
2019-07-30,0.0065338372241357705
2019-07-31,-0.009205228830319413
2019-08-01,-0.015289366346885897
2019-08-02,-0.021052819334148522
2019-08-05,-0.014548394383952425
2019-08-06,-0.01501498337781526
2019-08-07,-0.009395463048274839
2019-08-08,0.0110395627228738
2019-08-09,-0.013351377328400563
2019-08-12,0.015523743099564058
2019-08-13,-0.007907939649148894
2019-08-14,0.005201453481728623
2019-08-15,0.0001417902066486918
2019-08-16,0.0027321076656408776
2019-08-19,0.04328720966329006
2019-08-20,0.0002014346864807428
2019-08-21,-0.0011131438315571396
2019-08-22,0.002499482728855991
2019-08-23,-0.0023355416536339213
2019-08-26,-0.009883356194489249
2019-08-27,0.01839412641926811
2019-08-28,-0.0034864421590852235
2019-08-29,-0.0045074977794629465
2019-08-30,0.002858599655689724
2019-09-02,0.02736823041443788
2019-09-03,-7.230887403971342e-05
2019-09-04,0.013667276125233033
2019-09-05,0.00978020532454804
2019-09-06,0.0069657944643290995
2019-09-09,0.01250722751881302
2019-09-10,-0.005856326192758295
2019-09-11,-0.0023900830639805113
2019-09-12,0.01384336640549081
2019-09-16,-0.008001023382526987
2019-09-17,-0.025835489949522967
2019-09-18,-0.0005313179561369594
2019-09-19,0.008893472898180505
2019-09-20,-0.008620633831345923
2019-09-23,-0.013360237250382748
2019-09-24,0.001027749229188061
2019-09-25,-0.0031490073044731317
2019-09-26,-0.0008353214175737343
2019-09-27,0.0008574910795592359
2019-09-30,-0.01199532651608337
2019-10-08,0.010370949687603657
2019-10-09,0.009931837749638165
2019-10-10,0.002541783186944498
2019-10-11,0.013879695647238972
2019-10-14,0.014690823390836714
2019-10-15,-0.004099671847480946
2019-10-16,-0.0030420278679010497
2019-10-17,-0.0031093197989749593
2019-10-18,-0.018607481200736076
2019-10-21,0.006153689137724664
2019-10-22,0.0009988125026455887
2019-10-23,-0.00727840604787211
2019-10-24,0.006840458316507814
2019-10-25,0.006579925199366307
2019-10-28,0.00891219154495019
2019-10-29,-0.013696646928411289
2019-10-30,-0.010629054238975606
2019-10-31,-0.004061629371895581
2019-11-01,0.013280137925296621
2019-11-04,-0.0017014330788892216
2019-11-05,0.007093229847653371
2019-11-06,0.0013531269728320004
2019-11-07,-0.0031078847048621547
2019-11-08,-0.00922359547379592
2019-11-11,-0.020061119809291664
2019-11-12,-0.0004629465696708671
2019-11-13,-0.008759197189216028
2019-11-14,0.0020671049207228913
2019-11-15,-0.009236956912255567
2019-11-18,0.007930912391457118
2019-11-19,0.011772229581909597
2019-11-20,-0.009896457704745305
2019-11-21,0.0023608245135237067
2019-11-22,-0.003001036133709574
2019-11-25,0.008917037573455078
