trade_week,pnl_combined_5050
2021-12-24,-0.007882434480365866
2021-12-31,0.0022667805325907644
2022-01-07,-0.033290288494500254
2022-01-14,-0.03585871382860836
2022-01-21,0.01827737040489541
2022-01-28,-0.08723212857430916
2022-02-11,0.031109755895593963
2022-02-18,0.033391188002806695
2022-02-25,-0.01673671838833706
2022-03-04,-0.0062942505100789595
2022-03-11,-0.04903827772191938
2022-03-18,-0.029962606241341755
2022-03-25,-0.011727924639908259
2022-04-01,0.022660989996933927
2022-04-08,-0.018354579228768143
2022-04-15,-0.010554771496259366
2022-04-22,-0.08210738658984972
2022-04-29,-0.017395834365485693
2022-05-06,-0.038087793536035044
2022-05-13,0.03682556403571666
2022-05-20,0.03346475256232197
2022-05-27,-0.013999265323081527
2022-06-10,0.039937369285945885
2022-06-17,0.016214903945396535
2022-06-24,0.026481690571386003
2022-07-01,0.03240862450825807
2022-07-08,-0.043452525424165306
2022-07-15,-0.07347684143877971
2022-07-22,0.025195141419136622
2022-07-29,0.005143298484676541
2022-08-05,0.01868978868962095
2022-08-12,0.02244129794670931
2022-08-19,-0.02356043922594324
2022-08-26,-0.028855731293474393
2022-09-02,-0.024032928891555023
2022-09-09,0.04109944515833165
2022-09-16,-0.07316994662185694
2022-09-23,-0.037263829880473234
2022-09-30,-0.03100275748213658
2022-10-14,0.022958841866313483
2022-10-21,-0.02491450509826845
2022-10-28,-0.06267666032892834
2022-11-04,0.09001299666297806
2022-11-11,0.03520727381565759
2022-11-18,0.018069591455112975
2022-11-25,-0.023639882104032433
2022-12-02,0.03737850570188089
2022-12-09,0.027343475803791168
2022-12-16,-0.026519043227962658
2022-12-23,-0.059347320797497195
2022-12-30,0.019680514681895307
2023-01-06,0.04692226047423978
2023-01-13,0.027254089195121838
2023-01-20,0.06706743009570569
2023-02-03,0.022690326708381833
2023-02-10,0.005912116264030553
2023-02-17,-0.0350810758522867
2023-02-24,0.037578894713450994
2023-03-03,0.043193648216408156
2023-03-10,-0.08839632652380683
2023-03-17,0.028803778416728668
2023-03-24,0.05023956046096047
2023-03-31,0.016818891235213823
2023-04-07,0.08030644253226177
2023-04-14,-0.046861378735049204
2023-04-21,-0.048440995719936195
2023-04-28,-0.002485937144653144
2023-05-05,-0.0061063822745882
2023-05-12,-0.031139689680263722
2023-05-19,0.012764259592263454
2023-05-26,-0.035186982055859434
2023-06-02,0.026629492866190194
2023-06-09,-0.01437114655814188
2023-06-16,0.06502941791822454
2023-06-30,-0.010600196082887717
2023-07-07,-0.008829633287671931
2023-07-14,0.021803491606728592
2023-07-21,-0.02343576163557346
2023-07-28,0.06444076563146528
2023-08-04,0.02444747860434734
2023-08-11,-0.08535172037047467
2023-08-18,-0.03720306819526331
2023-08-25,-0.041651804411155444
2023-09-01,0.0613725694887141
2023-09-08,-0.007534908415030878
2023-09-15,-0.009707907679998965
2023-09-22,0.008148655952429758
2023-10-13,-0.024940451856813817
2023-10-20,-0.050172137570304705
2023-10-27,0.022971878937461256
2023-11-03,0.011261878629438258
2023-11-10,0.014335896837383058
2023-11-17,0.011866947831989784
2023-11-24,-0.021595040322680132
2023-12-01,-0.0009928860340824557
2023-12-08,-0.03639683982961068
2023-12-15,-0.017485541146042533
2023-12-22,-0.029685821016607765
2023-12-29,0.034105219278300195
2024-01-05,-0.056559782949548075
2024-01-12,-0.035117852504106956
2024-01-19,-0.04096890755686855
2024-01-26,0.02629353381274788
2024-02-02,-0.1297088886158153
2024-02-23,0.07513007885238145
2024-03-01,0.058316956275435414
2024-03-08,0.017923787291827788
2024-03-15,0.020617689827337953
2024-03-22,-0.008115013907654421
2024-03-29,-0.01326877857922994
2024-04-12,-0.02469463882077582
2024-04-19,0.01177290218311212
2024-04-26,0.01507024832605658
2024-05-10,0.03210227576329291
2024-05-17,0.019841458330828517
2024-05-24,-0.06756654612742134
2024-05-31,-0.0008638418341473529
2024-06-07,-0.024868278232246414
2024-06-14,-0.0030322293490030166
2024-06-21,-0.02724722414770553
2024-06-28,-0.05243709132302446
2024-07-05,-0.01796115211587073
2024-07-12,0.022423597020432756
2024-07-19,0.008330029912943715
2024-07-26,-0.06570850509125019
2024-08-02,0.023453550847081683
2024-08-09,-0.03219427720328326
2024-08-16,-0.006901496967345085
2024-08-23,-0.03915479837949566
2024-08-30,0.021996982229033228
2024-09-06,-0.058832965691228686
2024-09-13,-0.024506398143854247
2024-09-20,0.03335366501514796
2024-09-27,0.3113619006742265
2024-10-11,-0.10222137790016075
2024-10-18,0.08517455880370392
2024-10-25,0.01929846133640429
2024-11-01,-0.023233349621864702
2024-11-08,0.16357112371232316
2024-11-15,-0.0954425650002832
2024-11-22,-0.04878426491221578
2024-11-29,0.039570794255152
2024-12-06,0.04973322477923846
2024-12-13,-0.011327816976343594
2024-12-20,-0.027759063984111598
2024-12-27,-0.0007220960242437827
2025-01-03,-0.14765714799499824
2025-01-10,-0.021228246727131778
2025-01-17,0.06679420858224966
2025-01-24,0.01331702005655981
2025-02-07,0.08308029618297344
2025-02-14,0.029832146855102618
2025-02-21,0.046405054520135866
2025-02-28,-0.062497978432166944
2025-03-07,0.04897070895128432
2025-03-14,0.02204350610979564
2025-03-21,-0.043655212476893475
2025-03-28,-0.027277213817290296
2025-04-11,-0.07799671080767251
2025-04-18,0.004716367672457201
2025-04-25,0.008366246485615184
2025-05-09,0.0362600446530864
2025-05-16,0.0037792456934907844
2025-05-23,-0.016208719906502356
2025-05-30,-0.004357637103051993
2025-06-06,0.027506050023257414
2025-06-13,-0.010956983978857903
2025-06-20,-0.020661004414947767
2025-06-27,0.060727987926716596
2025-07-04,0.017460167643528007
2025-07-11,0.05585436985800936
2025-07-18,0.03473722447247172
2025-07-25,0.05855016729576752
2025-08-01,-0.029186880759121903
2025-08-08,0.03668972456100792
2025-08-15,0.0799430753634554
2025-08-22,0.10866939871363591
2025-08-29,0.06714723316847004
2025-09-05,-0.05732606279257006
2025-09-12,0.0471363549803829
2025-09-19,0.00297534258700552
2025-09-26,0.008749077068518865
2025-10-10,-0.009543307574854385
2025-10-17,-0.06102864173509496
2025-10-24,0.05065421590679197
2025-10-31,-0.0016384930382862739
2025-11-07,0.020838037884421984
2025-11-14,-0.0185622082058481
2025-11-21,-0.09421672642360883
2025-11-28,0.03447435296855288
2025-12-05,0.009937344151290259
2025-12-12,-0.010144713220343387
2025-12-19,0.0014871609455781405
2025-12-26,0.04796463569807016
2026-01-09,0.1091158377087503
2026-01-16,-0.0072287108964964614
2026-01-23,0.03393536604419013
2026-01-30,-0.01977797309318006
2026-02-06,-0.03825950269416449
2026-02-13,0.014668955694994056
2026-02-27,0.05471699675156061
2026-03-06,-0.03359515241709669
2026-03-13,-0.022551211268796816
2026-03-20,-0.08262598183788225
2026-03-27,-0.03186660738785937
2026-04-03,-0.033897130405902504
2026-04-10,0.06731936694452154
2026-04-17,0.03973170624306624
