trade_week,pnl_combined
2024-10-25,-0.010664297767534376
2024-11-01,-0.015460234338164637
2024-11-08,0.06056454788822206
2024-11-15,-0.027150953897174843
2024-11-22,-0.01657383983488796
2024-11-29,0.01038113015368029
2024-12-06,0.019015513354716636
2024-12-13,0.0006314822479282871
2024-12-20,-0.014670799517264289
2024-12-27,0.005690483051939635
2025-01-03,-0.030355536646554812
2025-01-10,-0.00011890308702024155
2025-01-17,0.007241809491626124
2025-01-24,-0.0019373024639119225
2025-02-07,0.03618693145389405
2025-02-14,0.009312046557709324
2025-02-21,0.018929214408342842
2025-02-28,-0.02508645314730051
2025-03-07,0.01730189299281406
2025-03-14,-0.002989375038786185
2025-03-21,-0.004313938070455759
2025-03-28,-0.011004385642281648
2025-04-11,-0.00917360852001572
2025-04-18,0.0013282095633065409
2025-04-25,-0.003772398058735865
2025-05-09,0.010260452504453121
2025-05-16,0.0037976830633585684
2025-05-23,-0.00044520033773479215
2025-05-30,-0.006959850343490064
2025-06-06,0.005531006244913195
2025-06-13,0.009171376219633941
2025-06-20,-0.006873640030308586
2025-06-27,0.014700752232986409
2025-07-04,-0.0017644628524677976
2025-07-11,0.02247836141131526
2025-07-18,0.013664443579442886
2025-07-25,0.008003230760614549
2025-08-01,-0.010305792969587004
2025-08-08,0.00880766272993339
2025-08-15,0.040976241542907875
2025-08-22,0.05080975428115933
2025-08-29,0.039704094859476756
2025-09-05,-0.01739852406132883
2025-09-12,0.006970317432894635
2025-09-19,0.0062257164336081364
2025-09-26,0.008054883427942933
2025-10-10,-0.008749095979761475
2025-10-17,-0.007321685053861882
2025-10-24,-0.0022100247700329928
2025-10-31,0.0047211509885363
2025-11-07,0.030765511219290533
2025-11-14,-0.008594591301087397
2025-11-21,-0.02781873859836801
2025-11-28,-0.0021795614857805833
2025-12-05,0.0043102501831174655
2025-12-12,-0.005064066217392812
2025-12-19,0.003206080280761459
2025-12-26,0.015228632833332091
2026-01-09,0.02925585865364622
2026-01-16,-0.009629771595848585
2026-01-23,0.0036024000378136146
2026-01-30,-0.005042097372009356
2026-02-06,-0.01053148517457456
2026-02-13,-0.00543944755559737
2026-02-27,0.027828310613628247
2026-03-06,0.01121816057697453
2026-03-13,-0.0054424599932535265
2026-03-20,-0.019436112418668244
2026-03-27,-0.014524215521398761
2026-04-03,-0.004815802000323898
2026-04-10,-0.0031628970766553023
2026-04-17,0.014142910458498375
