trade_week,pnl_combined
2019-04-12,0.0006654676258992301
2019-04-19,-0.012302300503235258
2019-04-26,0.0030327868852456576
2019-05-10,0.010404571843251215
2019-05-17,0.01593110871905258
2019-05-24,0.0003262786596118825
2019-05-31,0.006197108603667102
2019-06-14,0.01857556160653474
2019-06-21,0.019444444444444705
2019-06-28,0.008766339869281013
2019-07-05,0.003361007943158045
2019-07-12,-0.010903176323928435
2019-07-19,0.002435517546732118
2019-07-26,-0.0006147002375242375
2019-08-02,-0.016779626685331284
2019-08-09,0.031549148986700436
2019-08-16,0.009333931799589502
2019-08-23,0.02674066690844055
2019-08-30,0.017954705678923738
2019-09-06,0.012941772247195275
2019-09-20,-0.0027422787684343477
2019-09-27,-0.03599661350472496
2019-10-11,0.008345009361815738
2019-10-18,-0.008251585769121005
2019-10-25,0.0032054993919067524
2019-11-01,0.013007578950097853
2019-11-08,0.00339038470646875
2019-11-15,0.00859932980503796
2019-11-22,-0.018370509029818644
2019-11-29,-0.006522820687345673
2019-12-06,0.06243082956623708
2019-12-13,0.020511249108135236
2019-12-20,0.007921059481644423
2019-12-27,-0.005058389152135352
2020-01-03,0.03705647666224614
2020-01-10,0.012341490998634023
2020-01-17,0.01715054859206098
2020-02-07,0.002330491057712665
2020-02-14,0.025017510846804796
2020-02-21,0.09767878661205774
2020-02-28,-0.04355780034493841
2020-03-06,0.015711692665151617
2020-03-13,-0.013695276092321212
2020-03-20,-0.0422560400675842
2020-03-27,0.04246955377063122
2020-04-03,-0.004659104780054731
2020-04-10,0.013590659336638188
2020-04-17,-0.0007904602925666125
2020-04-24,0.0025292616076438785
2020-05-08,0.013350338889820257
2020-05-15,0.0116817753473227
2020-05-22,-0.017898926123011485
2020-05-29,0.006042595324260196
2020-06-05,0.016099828528007825
2020-06-12,0.0036943914845243243
2020-06-19,0.0184778569621257
2020-07-03,0.024693030792023618
2020-07-10,0.045344946257241434
2020-07-17,-0.04337622949629346
2020-07-24,0.006427761316632943
2020-07-31,0.017278698973742047
2020-08-07,0.02390545181071614
2020-08-14,-0.010389075807557347
2020-08-21,-0.0021503409439616017
2020-08-28,0.007590642370817987
2020-09-04,-0.005266075475239958
2020-09-11,-0.01040897431574633
2020-09-18,0.008578024654869615
2020-09-25,-0.028706986779290396
2020-10-09,0.02388190844298148
2020-10-16,0.012041142220305496
2020-10-23,-0.02499477588350766
2020-10-30,0.003025723426299958
2020-11-06,0.035814402155097756
2020-11-13,0.01067572927981792
2020-11-20,0.014774779097619357
2020-11-27,0.00022168804193630452
2020-12-04,-0.0022018884347339467
2020-12-11,-0.010341644647682835
2020-12-18,0.01584629577554598
2020-12-25,0.007387936430017366
2021-01-08,0.03745911297513663
2021-01-15,-0.03398256802722424
2021-01-22,0.02729880322392266
