weight_new,sharpe_combo,delta_sharpe,maxdd_combo,vol_combo
0.05,1.7144127862777447,-0.012740144986770563,-0.0894742883675545,0.14746316757896488
0.075,1.705905167926573,-0.021247763337942205,-0.08891552777311984,0.14571355048564677
0.1,1.6958642183553652,-0.03128871290915014,-0.08835676717868507,0.14407654514660795
0.125,1.6842150741960482,-0.04293785706846709,-0.0877980065842503,0.14255603105856374
0.15,1.6708900430827562,-0.05626288818175906,-0.08723924598981558,0.14115577276362457
0.2,1.6389882420496218,-0.08816468921489351,-0.0861217248009461,0.13873027701897755
0.25,1.599828770668151,-0.1273241605963642,-0.08500420361207661,0.13682639947459435
0.3,1.5533057644756416,-0.17384716678887369,-0.08388668242320713,0.13546613480406486
