trade_week,pnl_week
2023-07-07,0.0
2023-07-14,0.0
2023-07-21,-0.0010000000000000002
2023-07-28,0.0059560409198407705
2023-08-04,-0.01755744656161947
2023-08-11,0.020788922289736184
2023-08-18,0.0
2023-08-25,0.0
2023-09-01,-0.0010000000000000002
2023-09-08,0.0005897241612042546
2023-09-15,0.0
2023-09-22,0.0
2023-09-29,0.0
2023-10-13,0.0
2023-10-20,0.0
2023-10-27,0.0
2023-11-03,-0.0010000000000000002
2023-11-10,-0.007294588552281329
2023-11-17,0.0
2023-11-24,-0.0010000000000000002
2023-12-01,-0.01849061677420004
2023-12-08,-0.0010000000000000002
2023-12-15,-0.00924084875870373
2023-12-22,0.0
2023-12-29,0.0
2024-01-05,-0.0010000000000000002
2024-01-12,0.018990370136499627
2024-01-19,0.0
2024-01-26,-0.0010000000000000002
2024-02-02,-0.026858072674866732
2024-02-09,0.0
2024-02-23,-0.001
2024-03-01,-0.0012038617517606447
2024-03-08,0.00198838481187567
2024-03-15,-0.003166301192503225
2024-03-22,0.0011898589620673895
2024-03-29,-0.001
2024-04-05,0.020789225815225347
2024-04-12,0.025556292895863933
2024-04-19,-0.014019745269320342
2024-04-26,0.0010731130482752975
2024-05-03,0.0
2024-05-10,-0.001
2024-05-17,0.013848480522217852
2024-05-24,-0.005670320389093375
2024-05-31,0.0
2024-06-07,0.0
2024-06-14,0.0
2024-06-21,0.0
2024-06-28,0.0
2024-07-05,0.0
2024-07-12,-0.001
2024-07-19,0.018384622095417948
2024-07-26,0.0
2024-08-02,0.0
2024-08-09,-0.001
2024-08-16,-0.009570823694705105
2024-08-23,0.0
2024-08-30,0.0
2024-09-06,0.0
2024-09-13,0.0
2024-09-20,-0.001
2024-09-27,0.0007097099343010569
2024-10-04,0.011041741967583958
2024-10-11,-0.027345540223849767
2024-10-18,-0.001
2024-10-25,0.022664902732718206
2024-11-01,0.021258632329721153
2024-11-08,-0.016140693519220494
2024-11-15,-0.018153336473649057
2024-11-22,0.0
2024-11-29,0.0
2024-12-06,-0.001
2024-12-13,-0.004785062399540397
2024-12-20,-0.001
2024-12-27,2.0408832109590838e-05
2025-01-03,0.0
2025-01-10,-0.001
2025-01-17,-0.007175985564997452
2025-01-24,-0.003193652351631943
2025-01-31,-0.01865741792027882
2025-02-07,-0.001
2025-02-14,0.02041300323523728
2025-02-21,-0.0077973404328097375
2025-02-28,-0.00225182605791098
2025-03-07,-0.001
2025-03-14,0.018180838572279784
2025-03-21,-0.013520766302372865
2025-03-28,0.0
2025-04-04,-0.001
2025-04-11,0.02074231457584713
2025-04-18,0.0013621609420414655
2025-04-25,-0.0031996456373794774
2025-05-02,0.0
2025-05-09,0.0
2025-05-16,0.0
2025-05-23,0.0
2025-05-30,0.0
2025-06-06,0.0
2025-06-13,-0.001
2025-06-20,0.0006601465525853138
2025-06-27,-0.001
2025-07-04,-0.0034713349424319814
2025-07-11,0.020207793417537007
2025-07-18,-0.015008328618548814
2025-07-25,0.011446231194142556
2025-08-01,-0.015660783194788662
2025-08-08,-0.001
2025-08-15,0.007678625446202898
2025-08-22,-0.002020330830725651
2025-08-29,0.04015259284385776
2025-09-05,0.03713959710249179
2025-09-12,-0.027630712823421506
2025-09-19,0.0
2025-09-26,0.0
2025-10-03,-0.001
2025-10-10,0.014360940485624127
2025-10-17,-0.001
2025-10-24,-0.026131560040486064
2025-10-31,0.0
2025-11-07,-0.001
2025-11-14,-0.0013186169475913785
2025-11-21,-0.025289957453545
2025-11-28,0.0
2025-12-05,-0.001
2025-12-12,0.02516070043788856
2025-12-19,0.00017259089264198921
2025-12-26,-0.001
2026-01-02,-0.01612009096680523
2026-01-09,0.05202277011431865
2026-01-16,0.009903490846798962
2026-01-23,0.01625944432637669
2026-01-30,-0.030995648006476063
2026-02-06,0.008941442340056593
2026-02-13,0.0
2026-02-27,-0.001
2026-03-06,-0.004704377006875068
2026-03-13,0.004287412458855004
2026-03-20,0.0
2026-03-27,0.0
2026-04-03,0.0
2026-04-10,-0.001
2026-04-17,0.017282703186288016
2026-04-24,0.022457943294017926
