threshold,overlay_frac,sharpe_combo,maxdd_combo,delta_vs_always_on
-0.5,0.3649851632047478,1.7398109400872692,-0.08541388863809407,0.046882033071696805
-0.25,0.4629080118694362,1.7480874213928244,-0.08421404771321828,0.055158514377251944
0.0,0.5400593471810089,1.7285560955974069,-0.08250403319552913,0.035627188581834446
0.25,0.6053412462908012,1.7264499747063844,-0.07536934311181709,0.03352106769081198
0.5,0.6646884272997032,1.7435577376961418,-0.07536934311181709,0.05062883068056934
