year,n_weeks_orig,sharpe_orig,annret_orig,vol_orig,maxdd_orig,n_weeks_fused,sharpe_fused,annret_fused,vol_fused,maxdd_fused,delta_sharpe
2019,51,2.086535221432653,0.2663034044162429,0.11315502778044481,-0.05665955298499473,51,2.086535221432653,0.2663034044162429,0.11315502778044481,-0.05665955298499473,0.0
2020,52,2.2102146643663114,0.47226165373364304,0.1750055162702351,-0.0905918095564241,52,2.138167882695657,0.45414413325496406,0.17511136801495517,-0.09552478860595981,-0.07204678167065426
2021,55,1.7007503147087304,0.31805487870436844,0.16237367160181135,-0.06081532480478061,55,1.5775396134137798,0.2923596931741832,0.1625758014081549,-0.07218286437480291,-0.1232107012949506
2022,50,0.8278536733251904,0.08283152047971964,0.09612736049507793,-0.08554594222351997,50,0.828359164032435,0.0828963195798853,0.09614094034814054,-0.08554594222351997,0.0005054907072445936
2023,50,1.5954713187967844,0.2479881066504186,0.1388509698446628,-0.050232646866732206,50,1.5528095539102824,0.2422891733556798,0.13971821892345096,-0.05545672166655541,-0.042661764886501974
2024,51,1.878432161879354,0.4086170354648453,0.18239061495377762,-0.049293809470894845,51,1.9178582612592112,0.41731722637452173,0.18185171163166947,-0.049293809470894845,0.039426099379857193
2025,53,2.043454723838271,0.3767321612735268,0.15645694921374267,-0.05797229617102523,53,2.059252049454094,0.38117606830335027,0.15682167694176455,-0.058922913558481615,0.01579732561582281
2026,15,0.9283722873082324,0.1643507825549857,0.1639037114454153,-0.06599764103823764,15,0.816346936296777,0.14134988071388577,0.16195524465992203,-0.06911407536062479,-0.11202535101145539
