weight_new,sharpe_combo,delta_sharpe,maxdd_combo,vol_combo
0.05,1.7114944272479897,-0.015658504016525576,-0.0894742883675545,0.14718347720730052
0.075,1.701692456458754,-0.02546047480576119,-0.08891552777311984,0.14527298361312807
0.1,1.690469789433335,-0.03668314183118038,-0.08835676717868507,0.14346081851095982
0.125,1.677750655904149,-0.04940227536036623,-0.0877980065842503,0.14175075309413734
0.15,1.6634637106867052,-0.06368922057781012,-0.08723924598981553,0.14014652486815996
0.2,1.6299325848405397,-0.09722034642397559,-0.0861217248009461,0.13727017854287815
0.25,1.589455184057929,-0.13769774720658634,-0.08500420361207661,0.13485980461779615
0.3,1.5417852842893571,-0.18536764697515817,-0.08388668242320713,0.13294075141088713
