expr,type,gate,sharpe_gross,sharpe_net5bps,sharpe_excess_vs_ew,sharpe_train,sharpe_val,sharpe_test,ann_turnover_pct,n_days
m1_ivol_LS_no_gate,LS,,0.6598369030759412,0.6268240859425166,,1.0213610179857004,0.18085815558606022,0.4784444568849957,431.20000000000005,1615
m3_ivol_LS_ma50_gate,LS,ma50,0.4378595806394144,0.4140266115347935,,0.5775988876216736,0.9569366915760421,0.2640063347241781,431.20000000000005,1615
m2_ivol_top3_no_gate,topN,,0.5769917916265261,0.5576670736154972,0.13011939972346412,0.7896148018046776,-0.17159238766061344,0.6035757132861016,557.6470588235293,1615
m4_ivol_top3_ma50_gate,topN,ma50,0.44331437889040093,0.4285246510710666,-0.2478203385174109,0.4302806790285239,0.946680772440659,0.4023311604546921,557.6470588235293,1615
m5_ivol_top5_ma50_gate,topN,ma50,0.5064185090963539,0.49309790198057163,-0.2724603783146985,0.5325089411020585,0.8771350239072411,0.4399588724205238,464.4705882352942,1615
m6_ivol_top5_ma200_gate,topN,ma200,0.8336842160291232,0.8218962851992113,0.09842052550460638,1.1380053544394935,,0.6934601594299082,464.4705882352942,1615
m7_ivol_top5_ma50_lag5,topN,ma50,0.49402180489122494,0.481162833969883,-0.29619701182989266,0.5818679364842947,0.7997275876032715,0.37683949857500404,464.4705882352941,1611
m8_total_vol_top5_ma50,topN,ma50,0.19491145259126622,0.17817790007320078,-0.5264027551606119,0.11205476684454072,0.6621879065107112,0.21530233205506508,537.3529411764706,1754
