expr,type,sharpe_gross,sharpe_net5bps,sharpe_excess,sharpe_train,sharpe_val,sharpe_test,ann_turnover_pct,avg_exposure,n_days
r2_topN_no_gate,topN,0.7638487201429474,0.746309639327909,0.38002496279768117,1.2559778434169706,-0.2536141173903196,0.6786597407545084,464.4705882352942,1.0,1615
r2_topN_RS_gate,topN,0.6280721913697976,0.6149418173069151,-0.12026174633737599,1.0160518795002735,0.1720237853654429,0.39914542215072063,464.4705882352942,1.0,1615
r2_topN_disp_gate,topN,0.2679175938627041,0.2376834394061222,-0.4978356571672881,0.8295333762587015,-0.9967242104793104,0.056078177461553955,464.4705882352942,1.0,1615
r2_topN_persist,topN,0.6949571880288301,0.6805878634937419,0.5094909003544033,1.231705449789787,-0.3535911008632397,0.6000504465589733,386.6004167334508,1.0,1552
r2_topN_RS_persist,topN,0.5368667586693213,0.5259760013940789,-0.07796929429020928,0.9396759827130013,0.06395298956653392,0.28639749501549705,386.6004167334508,1.0,1552
r2_LS_voltarget_10,LS_vt,0.8466078591774069,0.8112214225361805,,0.9920011136315757,0.15740239033741682,0.9398133191232055,301.5100892849836,0.6992349009392013,1509
r2_topN_RS_voltarget,topN_vt,0.5936839027056732,0.5733167391927555,-0.26085502493609464,1.012675675722378,0.2620333838501205,0.31898136817081724,391.6070421763528,0.8431255973908304,1509
r2_kitchen_sink,topN_vt,0.4543720281377421,0.4365950248142504,-0.32065213198428194,0.810048717692724,0.17981108541215887,0.23718803356936902,314.07979327370674,0.8124145233145343,1483
