expr,year,sharpe
r2_topN_no_gate,2019,2.526740839455971
r2_topN_no_gate,2020,1.6888828402377376
r2_topN_no_gate,2021,0.44073301398499753
r2_topN_no_gate,2022,-0.2536141173903196
r2_topN_no_gate,2023,-0.06006483618372015
r2_topN_no_gate,2024,0.46231574509085926
r2_topN_no_gate,2025,2.034036481079141
r2_topN_no_gate,2026,0.7532055668655883
r2_topN_RS_gate,2019,1.6911069455904049
r2_topN_RS_gate,2020,1.084041814657586
r2_topN_RS_gate,2021,0.7019638090988887
r2_topN_RS_gate,2022,0.1720237853654429
r2_topN_RS_gate,2023,-0.20166355926576293
r2_topN_RS_gate,2024,-0.2412141618581807
r2_topN_RS_gate,2025,1.3468136707068186
r2_topN_RS_gate,2026,0.7532055668655883
r2_topN_disp_gate,2019,
r2_topN_disp_gate,2020,0.892497186451842
r2_topN_disp_gate,2021,1.0583319522038284
r2_topN_disp_gate,2022,-0.9967242104793104
r2_topN_disp_gate,2023,-0.7626946368643497
r2_topN_disp_gate,2024,0.12376766757704599
r2_topN_disp_gate,2025,0.6413870309813609
r2_topN_disp_gate,2026,0.7532055668655883
r2_topN_persist,2019,1.4102060743287972
r2_topN_persist,2020,1.744713604504386
r2_topN_persist,2021,0.6704107021056707
r2_topN_persist,2022,-0.3535911008632397
r2_topN_persist,2023,-0.1080179846501608
r2_topN_persist,2024,0.3846034817592455
r2_topN_persist,2025,1.8275359766288897
r2_topN_persist,2026,
r2_topN_RS_persist,2019,1.1625118513796706
r2_topN_RS_persist,2020,1.0757522580785779
r2_topN_RS_persist,2021,0.7139308777382062
r2_topN_RS_persist,2022,0.06395298956653392
r2_topN_RS_persist,2023,-0.1874662966344978
r2_topN_RS_persist,2024,-0.4454377228677118
r2_topN_RS_persist,2025,1.136199931095787
r2_topN_RS_persist,2026,
r2_LS_voltarget_10,2019,2.305899238174029
r2_LS_voltarget_10,2020,0.9954898355843186
r2_LS_voltarget_10,2021,0.4967218245935834
r2_LS_voltarget_10,2022,0.15740239033741682
r2_LS_voltarget_10,2023,0.4056050111833266
r2_LS_voltarget_10,2024,0.42080706849853805
r2_LS_voltarget_10,2025,2.309727259290292
r2_LS_voltarget_10,2026,
r2_topN_RS_voltarget,2019,2.1563753398242747
r2_topN_RS_voltarget,2020,1.2667086281883058
r2_topN_RS_voltarget,2021,0.43815646390117274
r2_topN_RS_voltarget,2022,0.2620333838501205
r2_topN_RS_voltarget,2023,-0.5055960544221456
r2_topN_RS_voltarget,2024,0.06071304968108946
r2_topN_RS_voltarget,2025,1.6876416755900145
r2_topN_RS_voltarget,2026,
r2_kitchen_sink,2019,1.0906219492257565
r2_kitchen_sink,2020,1.2552606060295453
r2_kitchen_sink,2021,0.43183618397029494
r2_kitchen_sink,2022,0.17981108541215887
r2_kitchen_sink,2023,-0.4612549188065586
r2_kitchen_sink,2024,-0.06822158744214395
r2_kitchen_sink,2025,1.4801315107293354
r2_kitchen_sink,2026,
