expr,n_bars,trades_per_hour,long_frac,short_frac,gross_mean_bp,gross_sharpe_ann,gross_cum_logret,net_mean_bp,net_sharpe_ann,net_cum_logret,cost_bps_per_side
r1_rev_1m,86378,19.784204311282966,0.1,0.1,0.015079652880007014,2.626014867028273,0.1302550256469246,-1.6336040397269067,-239.19352770292247,-14.110744974353075,5.0
r1_rev_5m,86378,9.143994998726528,0.1,0.1,0.02091818550712206,3.614007358623908,0.18068710277341893,-0.7410813977200885,-117.79080600107567,-6.401312897226581,5.0
r1_rev_15m,86378,5.237444719720299,0.09998842324612178,0.09998842324612178,0.011981967911910581,2.037287582398109,0.10349784242950122,-0.4244138736218134,-68.46306420900338,-3.666002157570499,5.0
r1_rev_5m_volscale,86378,11.115330292435575,0.1,0.1,0.0369941221916055,8.15255904815988,0.31954782866665,-0.8892834021780257,-169.35335947832127,-7.6814521713333495,5.0
r1_rev_15m_volscale,86378,6.594734770427655,0.09998842324612178,0.09998842324612178,0.010608148215831965,2.2104321030617493,0.09163106265871335,-0.5389530826531392,-102.86769833646974,-4.6553689373412865,5.0
r1_rev_5m_volscale_hd,86378,11.102827108754544,0.1,0.1,0.03832845226153663,8.420309588681304,0.3310735049447011,-0.8869071401346754,-168.6636693167884,-7.660926495055299,5.0
r1_rev_range5m,86378,6.68364629882609,0.1,0.1,0.013700541049466865,2.172564097175606,0.1183425334770849,-0.5432699838527073,-79.98300889824168,-4.692657466522915,5.0
r1_rev_amount5m,86378,6.355090416541249,0.1,0.09998842324612178,0.02132810662935725,3.431288170847646,0.18422791944306205,-0.5082627614157469,-75.00124822516675,-4.390272080556938,5.0
