round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,trend_ma_window,exclude_buckets,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days
6,refine L=150 λs=0.0 rb=0.2,18,600,150,0.0,0.2,0.4,5,-0.7,0.7,0.2,rsrs_skew,200,,0.1411279577305269,0.1313726914932183,1.0742564236633012,1.7996772413965239,-0.18807104308978573,0.7503970596002487,1.3980014801804594,0.5011750881316098,74.1662749706228,1702
6,refine L=150 λs=0.0 rb=0.3,18,600,150,0.0,0.2,0.4,5,-0.7,0.7,0.3,rsrs_skew,200,,0.14945403358635545,0.13126847017732574,1.1385371779259978,1.864207439025575,-0.1752691933359114,0.8527113678210407,1.4830884794082513,0.500587544065805,73.64312573443009,1702
6,refine L=150 λs=0.0 rb=0.4,18,600,150,0.0,0.2,0.4,5,-0.7,0.7,0.4,rsrs_skew,200,,0.15176433512748444,0.13092027228189432,1.159211881263959,1.7959313209461316,-0.1693281893540376,0.8962733004258966,1.5138597207281543,0.4988249118683901,65.98836662749706,1702
6,refine L=150 λs=0.2 rb=0.0,18,600,150,0.2,0.2,0.4,5,-0.7,0.7,0.0,rsrs_skew,200,,0.13623879769689684,0.13303247679539942,1.024101790620862,1.7832361623054944,-0.21494227458809045,0.6338390061144611,1.3285848702389529,0.4982373678025852,78.01586368977675,1702
6,refine L=150 λs=0.2 rb=0.1,18,600,150,0.2,0.2,0.4,5,-0.7,0.7,0.1,rsrs_skew,200,,0.13623879769689684,0.13303247679539942,1.024101790620862,1.7832361623054944,-0.21494227458809045,0.6338390061144611,1.3285848702389529,0.4982373678025852,78.01586368977675,1702
6,refine L=150 λs=0.2 rb=0.2,18,600,150,0.2,0.2,0.4,5,-0.7,0.7,0.2,rsrs_skew,200,,0.13769627915164606,0.13284796777468605,1.0364951866270389,1.7502353349766966,-0.20948846682611977,0.6572976605243721,1.343437416471112,0.500587544065805,74.13666274970623,1702
6,refine L=150 λs=0.2 rb=0.3,18,600,150,0.2,0.2,0.4,5,-0.7,0.7,0.3,rsrs_skew,200,,0.14525206502132582,0.13281366838685818,1.0936529860634314,1.8056605308337297,-0.19702283128711795,0.7372346853022963,1.419551348851016,0.5,73.55428907168037,1702
6,refine L=150 λs=0.2 rb=0.4,18,600,150,0.2,0.2,0.4,5,-0.7,0.7,0.4,rsrs_skew,200,,0.15116630708419265,0.13365880952152617,1.130986484357747,1.7477504085819784,-0.18902072665231828,0.7997340279103125,1.4581187410028102,0.5041128084606346,65.2924794359577,1702
6,refine L=150 λs=0.3 rb=0.0,18,600,150,0.3,0.2,0.4,5,-0.7,0.7,0.0,rsrs_skew,200,,0.13353827301962462,0.13413746067667257,0.9955330326515407,1.7494470727022968,-0.21888142620215212,0.6100941287557803,1.305448501063634,0.49471210340775557,78.34159811985899,1702
6,refine L=150 λs=0.3 rb=0.1,18,600,150,0.3,0.2,0.4,5,-0.7,0.7,0.1,rsrs_skew,200,,0.13353827301962462,0.13413746067667257,0.9955330326515407,1.7494470727022968,-0.21888142620215212,0.6100941287557803,1.305448501063634,0.49471210340775557,78.34159811985899,1702
6,refine L=150 λs=0.3 rb=0.2,18,600,150,0.3,0.2,0.4,5,-0.7,0.7,0.2,rsrs_skew,200,,0.1290198682958239,0.13358274161359357,0.9658423441332833,1.6761901631172238,-0.21984554934037914,0.586865955135016,1.267205664440687,0.49471210340775557,74.66968272620446,1702
6,refine L=150 λs=0.3 rb=0.3,18,600,150,0.3,0.2,0.4,5,-0.7,0.7,0.3,rsrs_skew,200,,0.13651845401019513,0.13354713005615906,1.0222492535241048,1.7309053098470486,-0.20754539956118623,0.6577763433872129,1.3430227491396434,0.49412455934195065,74.08730904817861,1702
6,refine L=150 λs=0.3 rb=0.4,18,600,150,0.3,0.2,0.4,5,-0.7,0.7,0.4,rsrs_skew,200,,0.14467817094579893,0.1331359587188037,1.0866949270360047,1.7061743252284323,-0.21383878913812893,0.6765758987362401,1.4134855042072159,0.5017626321974148,65.67743830787309,1702
