round,label,rsrs_N,rsrs_M,rsrs_form,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,trend_ma_window,exclude_buckets
1,Baseline,18.0,600.0,rsrs_skew,120.0,0.3,0.2,0.4,5.0,-0.7,0.7,0.0,0.1400788505339856,0.1353656052177996,1.0348186329060658,1.8020134139697672,-0.20279964215701163,0.6907253338520869,1.454897389174,0.49236192714453586,80.03689776733256,1702,,
2,LHS-200,18.0,600.0,rsrs_skew,120.0,0.0,0.2,0.4,8.0,-0.7,0.7,0.0,0.1467058566336376,0.1220154535678417,1.202354721011366,1.9911387820945143,-0.1394843889111763,1.051772587447474,1.69448908471404,0.5017626321974148,74.88860164512339,1702,,
2,LHS-200,18.0,600.0,rsrs_skew,120.0,0.5,0.0,0.4,8.0,-0.5,1.0,0.4,0.1385820694334025,0.1153303985608783,1.2016092128585731,1.894515532230402,-0.126680231848271,1.0939518140398317,1.6469882762616446,0.5017626321974148,65.30376028202114,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,180.0,0.3,0.2,0.5,8.0,-0.7,0.7,0.2,0.1430663502582161,0.1206936156614346,1.185368003718943,1.809076468708623,-0.1631881912134497,0.8766954838728845,1.5325579796167474,0.4988249118683901,58.305757931844894,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,180.0,0.0,0.2,0.4,5.0,-1.0,0.5,0.4,0.1735201549944049,0.147719885311781,1.174656713469343,1.5736246962618412,-0.2070342103800898,0.8381231037896727,1.51972836115388,0.5041128084606346,45.04512338425382,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,180.0,0.0,0.2,0.3,3.0,-0.7,0.7,0.1,0.1670385018531794,0.1474522840077226,1.1328308881565443,1.6412369142043255,-0.1665271570521137,1.0030706391084652,1.4575757497957156,0.5076380728554641,57.33666274970623,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,180.0,0.5,0.0,0.5,5.0,-1.0,0.5,0.4,0.16516098210635,0.1465147453311608,1.1272652573844626,1.5782719088745207,-0.2435708997834048,0.6780817505425287,1.4452269459963143,0.4994124559341951,50.30622796709753,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,180.0,0.5,0.2,0.3,5.0,-1.0,0.5,0.4,0.163507417601854,0.1453854717640059,1.1246475704757086,1.5067031456078217,-0.2361070926507777,0.6925137901032701,1.4453315962440094,0.5058754406580493,43.14994124559341,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,120.0,0.3,0.2,0.4,5.0,-0.5,1.0,0.4,0.1425472998542045,0.1277722961950654,1.1156354241030677,1.6306585338892614,-0.1310466885730378,1.0877596481559089,1.4468154692095518,0.5076380728554641,53.435252643948296,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,180.0,0.3,0.2,0.4,3.0,-1.0,0.5,0.1,0.1762610606018195,0.1585767793106937,1.111518731607467,1.6877863196407104,-0.2137529475246539,0.824601778094732,1.451996926765574,0.4929494712103408,65.82549941245593,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,60.0,0.0,0.2,0.4,8.0,-0.7,0.7,0.2,0.1402952238904971,0.1262778621488477,1.1110041103255826,1.744389037686917,-0.188458221405199,0.7444367395829976,1.4881059814527202,0.517626321974148,61.68578143360752,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,180.0,0.3,0.2,0.3,3.0,-1.0,0.5,0.4,0.1703609791912461,0.1551369852511748,1.0981325885340807,1.5379096086694737,-0.2172200729168117,0.7842782524821675,1.4741934735643487,0.5029377203290247,51.586956521739125,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,180.0,0.0,0.2,0.4,3.0,-0.5,1.0,0.2,0.1518569845817852,0.1389068971909496,1.0932285412223526,1.6231758633412805,-0.1600035273811342,0.949085229977814,1.439100335336135,0.5099882491186839,57.12690951821387,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,60.0,0.3,0.0,0.3,3.0,-0.5,1.0,0.4,0.1510830297476126,0.1395481747789438,1.082658587164906,1.5401804166486903,-0.121908788272624,1.239312045410101,1.5572256575306964,0.5011750881316098,50.846650998824906,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,120.0,0.0,0.0,0.4,5.0,-1.0,0.5,0.2,0.1629895051190601,0.1508128208131831,1.0807403789692434,1.610724472658581,-0.2021014301331708,0.8064737840383485,1.4006490028034395,0.5076380728554641,59.56991774383079,1702,,
2,LHS-200,30.0,250.0,rsrs_skew,180.0,0.0,0.0,0.3,3.0,-0.7,0.7,0.4,0.1602552425214647,0.1485008077361498,1.0791540124562806,1.539865218255982,-0.2015101609900265,0.7952712743323964,1.440827691790786,0.5023501762632198,51.93243243243242,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,120.0,0.5,0.2,0.5,5.0,-0.7,0.7,0.1,0.1496743639264719,0.139082499751271,1.0761552617629315,1.7043916751549,-0.1947924001561305,0.76837886799744,1.4353386197991964,0.5070505287896592,66.4202115158637,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,60.0,0.3,0.2,0.4,5.0,-0.5,1.0,0.0,0.1477325027700546,0.1377493790730729,1.0724730939925753,1.618568063070272,-0.1618853005148841,0.9125751522848844,1.608994756022754,0.4982373678025852,58.266980023501766,1702,,
2,LHS-200,18.0,600.0,rsrs_skew,180.0,0.3,0.2,0.4,8.0,-0.5,1.0,0.4,0.1163670645692007,0.1094238419907852,1.0634525570670443,1.7609884143695913,-0.1610729851194884,0.7224492951619196,1.424580419359631,0.4853113983548766,63.88413631022327,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,120.0,0.0,0.0,0.3,5.0,-0.5,1.0,0.2,0.1356018261445928,0.1285847453260894,1.0545716430102818,1.6294475066350471,-0.1286818565843264,1.0537757982667253,1.3753033149274374,0.5,59.059106933019976,1702,,
2,LHS-200,30.0,250.0,rsrs_skew,180.0,0.5,0.2,0.5,3.0,-0.7,0.7,0.4,0.1546163480157427,0.1490402183528718,1.0374135902677537,1.4950644609407333,-0.205865730047413,0.751054330315847,1.4071389607856342,0.4982373678025852,52.03113983548766,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,120.0,0.3,0.0,0.4,3.0,-1.0,0.5,0.0,0.164236028169376,0.1588918532587023,1.0336340397639672,1.6610410626815473,-0.2439252728437181,0.673304681612886,1.398529856856919,0.4829612220916568,71.97003525264394,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,60.0,0.3,0.2,0.5,5.0,-0.5,1.0,0.0,0.1417657623963912,0.1383237743048563,1.0248835611147291,1.5823431502535132,-0.2055735588228125,0.6896108780146266,1.5333922125839876,0.4947121034077555,59.71797884841363,1702,,
2,LHS-200,30.0,600.0,rsrs_skew,120.0,0.0,0.2,0.5,5.0,-0.5,1.0,0.2,0.1292189640321126,0.1261094356425748,1.0246573808985315,1.5429497164423918,-0.126304190922503,1.0230774061281789,1.418605257932087,0.5035252643948296,52.35440658049354,1702,,
2,LHS-200,24.0,600.0,rsrs_skew,180.0,0.0,0.2,0.3,3.0,-0.5,1.0,0.0,0.1398427923123262,0.1371978751409485,1.0192781205150625,1.6167685086323214,-0.1468630817341418,0.9521984058966972,1.2680637307685447,0.4982373678025852,64.3695652173913,1702,,
2,LHS-200,18.0,600.0,rsrs_skew,120.0,0.5,0.2,0.3,5.0,-0.5,1.0,0.0,0.126500198170198,0.1243330100430832,1.0174305128329466,1.781482324812601,-0.1551489425118029,0.8153468281652944,1.3883484552141565,0.4958871915393654,75.88625146886017,1702,,
2,LHS-200,30.0,250.0,rsrs_skew,180.0,0.0,0.2,0.5,3.0,-1.0,0.5,0.0,0.1561310422301376,0.1578390666055546,0.9891786969338496,1.5217910335491065,-0.2993207158806161,0.5216178966123093,1.3129767034766802,0.4923619271445358,61.13689776733254,1702,,
