date,Q1,Q2,Q3,Q4,Q5,mkt,t_q5,t_q1,ls_gross,ls_cost,ls_net,q5_excess,q5_cost,q5_excess_net,q1_excess,q1_cost,q1_excess_net,period
2018-01-30,-0.027940610103571663,-0.021544125269515824,-0.02738215833761168,-0.027931815182269962,-0.04551017827228994,-0.030061777433051818,0.0,0.0,-0.017569568168718276,0.0,-0.017569568168718276,-0.015448400839238121,0.0,-0.015448400839238121,0.002121167329480155,0.0,0.002121167329480155,train
2018-03-06,0.024724279080528933,0.03150258757820796,0.02402822989310076,0.018161930686781826,0.0051050920718203295,0.02070442386208796,0.6427457098283931,0.6131045241809672,-0.019619187008708603,0.0006279251170046801,-0.020247112125713285,-0.01559933179026763,0.00032137285491419656,-0.015920704645181825,0.004019855218440973,0.00030655226209048357,0.003713302956350489,train
2018-04-03,-0.015911973620829908,0.004682764373573598,0.006206728148551565,-0.002069341964410156,-0.009132062441433744,-0.0032447771009097284,0.5747303543913713,0.6440677966101696,0.006779911179396164,0.0006093990755007704,0.0061705121038953935,-0.005887285340524015,0.0002873651771956857,-0.006174650517719701,-0.012667196519920178,0.0003220338983050848,-0.012989230418225263,train
2018-05-07,-0.03452914430495027,-0.03270624101903748,-0.0383860252437308,-0.04292455774584755,-0.037735854456671776,-0.03725636455404757,0.6045801526717558,0.6122137404580152,-0.003206710151721505,0.0006083969465648855,-0.00381510709828639,-0.00047948990262420416,0.0003022900763358779,-0.0007817799789600821,0.0027272202490973008,0.0003061068702290076,0.002421113378868293,train
2018-06-04,-0.1308897506106277,-0.12403891257220677,-0.12934580534532278,-0.128047162703585,-0.13300697451807872,-0.1290657211499642,0.6027190332326284,0.5830815709969788,-0.0021172239074510324,0.0005929003021148036,-0.002710124209565836,-0.003941253368114517,0.00030135951661631425,-0.004242612884730831,-0.0018240294606634844,0.0002915407854984894,-0.002115570246161974,train
2018-07-03,-0.036563869180453824,0.0027215473309999605,0.013713757899016427,0.013897916052420781,0.013184986168537275,0.0013795581377648628,0.6005961251862891,0.5922619047619048,0.0497488553489911,0.0005964290149740969,0.04915242633401701,0.011805428030772412,0.0003002980625931446,0.011505129968179267,-0.03794342731821869,0.0002961309523809524,-0.03823955827059964,train
2018-07-31,-0.05460487089282802,-0.04051989494113766,-0.03478722128289218,-0.03602251083476916,-0.03616866788458567,-0.0404248037752183,0.6367647058823529,0.671071953010279,0.01843620300824235,0.000653918329446316,0.017782284678796032,0.004256135890632631,0.0003183823529411765,0.003937753537691455,-0.014180067117609718,0.00033553597650513953,-0.014515603094114858,train
2018-08-28,-0.05421339956682216,-0.04434530932123991,-0.03597959187174612,-0.035554418521373185,-0.037749961683091686,-0.04156853619285461,0.5855072463768116,0.6217391304347826,0.016463437883730475,0.0006036231884057971,0.01585981469532468,0.0038185745097629245,0.0002927536231884058,0.0035258208865745185,-0.01264486337396755,0.0003108695652173913,-0.012955732939184943,train
2018-09-26,-0.09004609494304415,-0.07795131366304,-0.06961003707142238,-0.07326949599894615,-0.07708337694603858,-0.07759564144102182,0.6135057471264368,0.6212338593974175,0.012962717997005574,0.0006173698032619271,0.012345348193743647,0.0005122644949832472,0.0003067528735632184,0.00020551162142002884,-0.012450453502022327,0.00031061692969870875,-0.012761070431721035,train
2018-10-31,0.021048639522955995,0.041692069504672156,0.04868316196493724,0.05487746484003508,0.05248144605145756,0.04375655637681161,0.6571428571428571,0.6614285714285715,0.03143280652850157,0.0006592857142857142,0.030773520814215857,0.00872488967464595,0.00032857142857142856,0.008396318246074522,-0.022707916853855616,0.00033071428571428575,-0.0230386311395699,train
2018-11-28,-0.04900886585863061,-0.038010092945734396,-0.03454577189508908,-0.02732370648984975,-0.023603952483872957,-0.034499493056048394,0.6886395511921459,0.7251051893408135,0.025404913374757653,0.0007068723702664797,0.024698041004491175,0.010895540572175438,0.000344319775596073,0.010551220796579365,-0.014509372802582216,0.00036255259467040676,-0.014871925397252623,train
2018-12-26,0.009659362447483685,0.03628465335909231,0.036838176011452235,0.045575072341894264,0.03822179219776804,0.03330917738235581,0.6437587657784012,0.6526610644257703,0.028562429750284356,0.0006482099151020858,0.02791421983518227,0.0049126148154122334,0.0003218793828892006,0.0045907354325230324,-0.023649814934872122,0.00032633053221288515,-0.023976145467085007,train
2019-01-25,0.20856211477830897,0.19684361366093836,0.18885423250920147,0.18065720234796923,0.1622485321735151,0.18743274202960683,0.6284916201117319,0.6340782122905029,-0.046313582604793874,0.0006312849162011174,-0.04694486752099499,-0.025184209856091738,0.00031424581005586597,-0.025498455666147606,0.021129372748702135,0.00031703910614525147,0.020812333642556885,train
