alpha,ic_real,ic_shuffled,residual_ic_full,residual_ic_vol,residual_ic_volrev,ls_sharpe_full,ls_sharpe_train,ls_sharpe_validate,ls_sharpe_test,q5_ir_full,q5_ir_test,max_dd_full,avg_t5,avg_t1,worst_year,yearly,min_loyo,look_ahead_ok,worst_year_ok,loyo_ok,falsification_ok,residual_survives,all_audits_pass
alpha_25,0.06218607721630187,0.0003125181690262323,0.013954408045961675,0.03579212301146274,0.020181960542918966,1.8886057207232327,1.9742472083241216,2.38672114368347,1.6235905541842488,1.8185833480742863,1.0313961954346205,-0.06535890781070675,0.7370753054589617,0.7169487541046637,0.16579420097380296,"{2018: 3.7248650719456484, 2019: 2.2687976600153883, 2020: 0.16579420097380296, 2021: 1.1315028883048173, 2022: 7.108820844427407, 2023: 2.38672114368347, 2024: 1.529684399296504, 2025: 2.959563130605011}",1.5957693122318395,True,False,True,True,False,False
alpha_26,0.07881577301607404,0.00029579053973308254,0.03066956233187892,0.05141238033201887,0.03880413043676913,2.9179525251356018,3.3369710304701354,2.6304278301072617,2.3990734159585205,2.272024397972493,1.6907425067315622,-0.028121367527443097,0.7412854363435374,0.7263717555565915,1.5777770192354243,"{2018: 4.070251363513131, 2019: 4.006670216166728, 2020: 1.5777770192354243, 2021: 2.679214271529031, 2022: 5.873154066912091, 2023: 2.6304278301072617, 2024: 2.158862852418308, 2025: 3.499448046666743}",2.63731352786762,True,True,True,True,True,True
alpha_27,0.0880181040925873,0.00030908467882553273,0.02974933873614365,0.04803326594788472,0.034080579916164346,1.9873430005551418,2.0066866089888036,1.8378308499426066,2.120121756231258,1.351881938896994,1.2231697438958549,-0.06643709965649569,0.7764378211488532,0.7100428420562374,0.36441282913666107,"{2018: 4.0129754611073425, 2019: 2.0682678595281425, 2020: 0.36441282913666107, 2021: 1.5258734872150437, 2022: 4.079502797882268, 2023: 1.8378308499426066, 2024: 2.1401987103005213, 2025: 1.71089659790352}",1.770260409397149,True,False,True,True,True,False
alpha_28,0.046103645828488186,0.00018916421834844842,0.024009592076420623,0.04161075185483546,0.02267284323687704,1.1779523831595502,1.349753479250776,-0.034347226541693254,1.6255043164148608,0.669641919643931,1.0860314672092757,-0.09060068180889047,0.807575376129608,0.7907683744965511,-0.3638086356205105,"{2018: 4.067561244552062, 2019: 0.9075596908866489, 2020: -0.3638086356205105, 2021: 0.19631869432204352, 2022: 3.1966704599868683, 2023: -0.034347226541693254, 2024: 1.7055513013386558, 2025: 1.1774269877553272}",0.8502308936719679,True,False,True,True,True,False
