year,ret,vol,sh,dd,cal,win_rate,n
2019,0.2834032172723915,0.09314470317728078,3.042612275364653,-0.042957193672921945,6.597340120265692,0.47058823529411764,51
2020,0.44578586961708866,0.17601632473999707,2.532639346240085,-0.09246623636713225,4.821066446860881,0.6923076923076923,52
2021,0.28336168945336593,0.1615422334904182,1.7541028332394164,-0.07227760591404053,3.920463134741442,0.4727272727272727,55
2022,0.07101828369867502,0.09573310434475422,0.7418362141785756,-0.08275862068965523,0.8581375946923226,0.54,50
2023,0.26982684936686274,0.14232527657823282,1.8958463025964705,-0.05078620744003082,5.3129946685914415,0.64,50
2024,0.4322070385276735,0.18281915568897733,2.364123370435916,-0.04136789851075495,10.44788481134247,0.5686274509803921,51
2025,0.32345997151562034,0.16550172770968555,1.9544205126548095,-0.0625139069871179,5.17420822189653,0.5660377358490566,53
2026,0.17798343021918228,0.15603573682195113,1.1406581200194874,-0.0604333108068964,2.945121288950986,0.4666666666666667,15
