trade_week,BASE_A_cash,B_A_red,C_ens_cash,BC_ens_red
2025-09-12,3.349689224011843,3.6278982318715047,3.173066288183693,3.468581672925932
2025-09-19,3.3812550238472165,3.6620857345775635,3.2060527347796506,3.5046402275624255
2025-09-26,3.4388321768503154,3.7244449678099416,3.2731785638647306,3.5780176484538573
2025-09-30,3.5149949102555538,3.80693340998382,3.3766747347783923,3.6911526696117747
2025-10-10,3.4830653867742285,3.7723519745025715,3.3193712704555693,3.628512394214603
2025-10-17,3.3790764154175537,3.6597261814544693,3.257127895990537,3.5604721428229245
2025-10-24,3.3759902012598917,3.656383641255367,3.250063474221019,3.5527497942634825
2025-10-31,3.4093535008964664,3.6925179354141435,3.2790485444006223,3.584434314561038
2025-11-07,3.5001965777085404,3.7909059994117857,3.402256404921447,3.7191168229455616
2025-11-14,3.4732983228186,3.761773705389963,3.365667967770622,3.67912081560876
2025-11-21,3.339478803652963,3.616839783314214,3.20674742647846,3.505399617589606
2025-11-28,3.353790798910224,3.6323404637702303,3.225279405762999,3.52565752520054
2025-12-05,3.381673855429113,3.6625393522876846,3.2418939465601837,3.543819418611907
2025-12-12,3.384454738253692,3.665551201807936,3.2468858870447947,3.549276270661213
2025-12-19,3.3765630352840565,3.657004052106775,3.246709171093603,3.5490830967234666
2025-12-26,3.4448275432132545,3.730938280345209,3.335138984025344,3.6457485933182068
2025-12-31,3.466177236079507,3.7540611755813567,3.353751679762241,3.6660947347011223
2026-01-09,3.65532550485025,3.958919185965101,3.532156939409144,3.861115310309411
2026-01-16,3.629787158953766,3.9312597484093352,3.513713354625344,3.8409540295941684
2026-01-23,3.634250400061667,3.9360936847660875,3.5533956398209683,3.8843320225727367
2026-01-30,3.6069578060443477,3.906534299713634,3.4819732164302013,3.8062578550926185
2026-02-06,3.569113179501798,3.8655464812809988,3.4199415254994237,3.73844900183785
2026-02-13,3.562173370856954,3.858030285649572,3.426815914199563,3.7459636190857366
2026-02-27,3.690549317733489,3.997068518614483,3.5478231341865003,3.8782405359284233
2026-03-06,3.668587556106713,3.9732827191428712,3.568094534682262,3.9003998612806803
2026-03-13,3.6692669641817792,3.9740185555710936,3.5460684582094406,3.8763224427078002
2026-03-20,3.5439057163821652,3.838245408027357,3.4226415673053068,3.741400505107383
2026-03-27,3.5059511118303344,3.7971384773431858,3.381929379702083,3.6968966924038367
2026-04-03,3.4675172037667212,3.755512434512592,3.33754855679456,3.648382575462863
2026-04-10,3.5043379647731494,3.7953913500829732,3.359343777662663,3.6722076382867943
2026-04-17,3.5749535579163862,3.871871933317521,3.4307235527673288,3.7502351855421465
2026-04-22,3.633889219178652,3.935702505943442,3.4915299639350175,3.8167046457479
