year,ret,sh,dd,cal,n
2019,0.20722164456830638,1.8803428117905274,-0.055902247662678706,3.706857116349028,51
2020,0.467509867067184,2.660304952268584,-0.08886689571606177,5.260787645389604,52
2021,0.300395362538203,1.8500250661009991,-0.061870816993742084,4.855202777887779,55
2022,0.0029173829617286096,0.0208414862844969,-0.1770526948261243,0.016477484087964005,50
2023,0.22554108924610006,1.4975878530631574,-0.05671619547196238,3.976661117151205,50
2024,0.23144469141901247,1.2766227627295057,-0.0893595102102046,2.590039838787994,51
2025,0.3591129112799407,2.316020055835146,-0.057464504485957635,6.2492997110537285,53
2026,0.14977858869023652,0.91382060460612,-0.06461319218052397,2.3180806215512058,15
