year,ret,sh,dd,cal,n
2019,0.21798720735793475,2.002828152606552,-0.05590224766267882,3.899435469451907,51
2020,0.4374486778850719,2.5112254830809886,-0.08886689571606177,4.922515570733586,52
2021,0.300395362538203,1.8500250661009991,-0.061870816993742084,4.855202777887779,55
2022,0.06017571075505779,0.8791722788757299,-0.05685024074495981,1.0584952669772607,50
2023,0.19558334140445477,1.521271429583799,-0.05045788674963292,3.876169891436796,50
2024,0.31108491647926106,1.8111459358470006,-0.05572632360728902,5.582369270786977,51
2025,0.3590344844297664,2.290921460026224,-0.057464504485957746,6.247934923331697,53
2026,0.14977858869023652,0.91382060460612,-0.06461319218052397,2.3180806215512058,15
