mom_w,turn_w,lambda,mu,top_n,gate,vol_target,rebalance_w,is_sharpe,is_calmar,is_ann_ret,is_max_dd,is_worst_year,ann_tov
4,8,1.5,0.0,5,mkt_ma20,0.15,1,0.8898403921873704,0.6003296008315799,0.12502264790121842,-0.20825667721204544,-1.5281399683414334,8.670920069992317
4,8,1.5,0.0,5,mkt_ma20,0.15,2,0.7914428170340296,0.508828095647813,0.10964318898638648,-0.2154817902631626,-1.6137776619592534,6.082180874030088
4,8,1.5,0.0,5,mkt_ma20,0.15,4,0.9297619442012169,0.5948913173884445,0.12551971574437548,-0.21099604595912302,-1.7030283328699551,4.104582304812059
4,8,1.5,0.0,5,mkt_ma20,0.2,1,0.8259439046220994,0.5663940820506311,0.13150228079639725,-0.23217453176822211,-1.5220574608228084,10.235318311452668
4,8,1.5,0.0,5,mkt_ma20,0.2,2,0.7724495872005899,0.5195340382297199,0.12166322038021771,-0.23417757341709045,-1.6137776619592534,7.089495295408629
4,8,1.5,0.0,5,mkt_ma20,0.2,4,0.9125798356270931,0.6304689828784893,0.14215640592353673,-0.22547723961693233,-1.7030283328699551,4.731304307087118
4,8,1.5,0.0,5,mkt_ma50,none,1,1.1346656774713928,1.5727257088215172,0.17457904428870963,-0.11100412698125606,-0.7420051336699333,9.80689655172414
4,8,1.5,0.0,5,mkt_ma50,none,2,1.041765330263023,1.2047187286756162,0.16138712819763534,-0.1339624962708541,-1.746386286833239,6.937931034482759
4,8,1.5,0.0,5,mkt_ma50,none,4,0.6685339202526781,0.43730846032816556,0.10251694163659097,-0.2344270713620772,-1.779428115243157,4.703448275862068
4,8,1.5,0.0,5,mkt_ma50,0.15,1,1.1842054587349264,1.6592030880308843,0.1498266336813212,-0.0903003585047163,-0.7584695026471698,6.82454265163133
4,8,1.5,0.0,5,mkt_ma50,0.15,2,1.0302028541863149,1.0772206839429166,0.13435812433733885,-0.12472664732499572,-1.748363674888797,5.122039115135228
4,8,1.5,0.0,5,mkt_ma50,0.15,4,0.5828022830255695,0.32582183694339567,0.07044933334459547,-0.21622041667156422,-1.779428115243157,3.548191374336606
4,8,1.5,0.0,5,mkt_ma50,0.2,1,1.1143497362984949,1.485248749814836,0.16417681296895714,-0.1105382603347923,-0.7584695026471701,8.495748757495099
4,8,1.5,0.0,5,mkt_ma50,0.2,2,1.007256153979737,1.1226388276568766,0.15039149976349986,-0.13396249627085366,-1.7483636748887972,6.280432689565564
4,8,1.5,0.0,5,mkt_ma50,0.2,4,0.6220867828312198,0.3801278173863013,0.08921801926864403,-0.23470531539126238,-1.779428115243157,4.307076180253493
4,8,1.5,0.3,3,none,none,1,0.6667232674303347,0.3792528220935616,0.14462838025177072,-0.38135083465797104,-1.276664803135027,20.666666666666668
4,8,1.5,0.3,3,none,none,2,0.4687928386674545,0.2598501179729433,0.10571471450011316,-0.40682958054735474,-1.1608397730602276,13.632183908045976
4,8,1.5,0.3,3,none,none,4,0.4560222291705801,0.32796246278842567,0.10304855698760784,-0.3142083887023567,-0.34734289757964915,9.494252873563218
4,8,1.5,0.3,3,none,0.15,1,0.8189256088464467,0.44196757719468055,0.12594721642020024,-0.28496935729908135,-1.272153942073966,13.485637038479004
4,8,1.5,0.3,3,none,0.15,2,0.5536989140352335,0.259747553758734,0.08811053923604928,-0.33921605020346246,-1.2072272216411744,9.031559521537329
4,8,1.5,0.3,3,none,0.15,4,0.541480338790735,0.4189828204507577,0.08295619688997657,-0.19799426811994136,-0.2439592905009151,6.444615574914395
4,8,1.5,0.3,3,none,0.2,1,0.7456588255290987,0.4146101659337238,0.14241448048114203,-0.3434900834146629,-1.2279293745824014,16.939953564723087
4,8,1.5,0.3,3,none,0.2,2,0.4969570615330331,0.25202486157016224,0.09712080795326128,-0.38536201289103145,-1.1665223564683842,11.21361668856336
4,8,1.5,0.3,3,none,0.2,4,0.47214204647318414,0.3626373296890584,0.09051363671425694,-0.24959823301111173,-0.3432059874896779,7.986378021367113
4,8,1.5,0.3,3,br30,none,1,0.6194031849519626,0.3360665412656238,0.11669719368238751,-0.34724430835306264,-2.16010451324348,16.528735632183903
4,8,1.5,0.3,3,br30,none,2,0.601949774121738,0.3735803620133965,0.12113776401921572,-0.32426159492524864,-1.8301964635701329,10.689655172413794
4,8,1.5,0.3,3,br30,none,4,0.4822027798206466,0.3198371297796539,0.10049550919525152,-0.31420838870235646,-1.3913104245329349,7.356321839080459
4,8,1.5,0.3,3,br30,0.15,1,0.7398391094339737,0.36934238234978023,0.10744176107629144,-0.29090016800330354,-2.0263473661740257,11.672559483802996
4,8,1.5,0.3,3,br30,0.15,2,0.7123283463002988,0.40432244283032814,0.10730801110450972,-0.26540206463270943,-1.7869886764715894,7.557333005715065
4,8,1.5,0.3,3,br30,0.15,4,0.5898703006696109,0.4500291992697457,0.0862533846775404,-0.1916617517652237,-1.3760842153291375,5.310197665718335
4,8,1.5,0.3,3,br30,0.2,1,0.6650327382679471,0.3456556380571223,0.11381528813465125,-0.3292736342285335,-2.129391374542522,13.90629143893188
4,8,1.5,0.3,3,br30,0.2,2,0.6490028423783387,0.3826866474907498,0.11635449795101316,-0.30404640118473336,-1.8248202935361058,9.026263154792508
4,8,1.5,0.3,3,br30,0.2,4,0.5254438443723168,0.37576473212586964,0.0937902131665107,-0.2495982330111115,-1.3973090525025758,6.304986433342255
4,8,1.5,0.3,3,br40,none,1,0.8563451185627278,0.6660865719906238,0.15440096620069643,-0.2318031509616889,-1.2899872086670394,14.27586206896552
4,8,1.5,0.3,3,br40,none,2,0.7241936412608017,0.5004159649171257,0.13700468022089307,-0.2737815933661959,-0.9992443459280256,9.356321839080458
4,8,1.5,0.3,3,br40,none,4,0.5757862132796728,0.3810018336905311,0.11327795727653966,-0.2973160422334076,-1.0468571686373056,6.574712643678161
4,8,1.5,0.3,3,br40,0.15,1,1.0043838467928543,0.7467536716322524,0.1419359198502863,-0.19007060191621572,-1.2428136220398898,10.364928142593063
4,8,1.5,0.3,3,br40,0.15,2,0.8357759471155242,0.572644115869972,0.12262088800782323,-0.21413105384228948,-1.0186735642953133,6.799059583446174
4,8,1.5,0.3,3,br40,0.15,4,0.6984149063220847,0.5460577358127344,0.0996130460784348,-0.18242218641985541,-1.0169892317414637,4.8120579935278105
4,8,1.5,0.3,3,br40,0.2,1,0.8970403619118864,0.6723185123369763,0.14752049201291517,-0.21942054146350154,-1.2887303860773072,12.253405462692447
4,8,1.5,0.3,3,br40,0.2,2,0.750889046445841,0.5075593252209162,0.12914891379794513,-0.25445087378058284,-1.0201972192582587,8.043522690450903
4,8,1.5,0.3,3,br40,0.2,4,0.6055013742499261,0.43694377263685785,0.10403360870264744,-0.23809381256271922,-1.0495391346056056,5.7052958043686495
4,8,1.5,0.3,3,mkt_ma20,none,1,0.7985537271914479,0.6002499445458023,0.14107324515616604,-0.23502417024446953,-1.0034166002212437,13.816091954022987
4,8,1.5,0.3,3,mkt_ma20,none,2,0.5379400945845904,0.3339945270476186,0.10023124445787901,-0.30009846372000204,-1.4844461711524055,8.850574712643677
4,8,1.5,0.3,3,mkt_ma20,none,4,0.5778733518216501,0.40641472748912044,0.11044187575391695,-0.2717467362372429,-1.1584399236291114,6.206896551724138
4,8,1.5,0.3,3,mkt_ma20,0.15,1,0.9374834741566661,0.6806872419847101,0.132175611442513,-0.19417965151972394,-1.029248694920742,10.147312390824407
4,8,1.5,0.3,3,mkt_ma20,0.15,2,0.6023809213809621,0.34861591335351233,0.08732493594078594,-0.25049038955440484,-1.4844461711524055,6.568638342706955
4,8,1.5,0.3,3,mkt_ma20,0.15,4,0.6971315142404533,0.5813199933462168,0.09931260303958789,-0.17083982002394382,-1.1584399236291114,4.690081251217955
4,8,1.5,0.3,3,mkt_ma20,0.2,1,0.8351498239698052,0.6124541212843453,0.1354273150560783,-0.2211223834563817,-1.0132465939546875,11.914671221580507
4,8,1.5,0.3,3,mkt_ma20,0.2,2,0.5560293521851326,0.33291429894190583,0.09482401782372851,-0.28483011431201843,-1.4844461711524055,7.71594597870707
4,8,1.5,0.3,3,mkt_ma20,0.2,4,0.6360953489562393,0.49353248710940634,0.1087522897145361,-0.22035487542368792,-1.1584399236291114,5.469936948441649
4,8,1.5,0.3,3,mkt_ma50,none,1,1.032156238740703,1.228711392877465,0.17493368428496892,-0.14237166294625092,-0.6740766301418868,12.804597701149426
4,8,1.5,0.3,3,mkt_ma50,none,2,0.6974263795597414,0.6233079512396278,0.1250678164804957,-0.20065172637660444,-1.0581250451126238,8.528735632183908
4,8,1.5,0.3,3,mkt_ma50,none,4,0.24315305828706912,0.1392607612629703,0.04375689940590144,-0.31420838870235646,-1.5637716732242295,5.816091954022989
4,8,1.5,0.3,3,mkt_ma50,0.15,1,1.157346273542392,1.4218369758769698,0.14840491223936292,-0.1043754767650692,-0.688750791962868,8.330175187674731
4,8,1.5,0.3,3,mkt_ma50,0.15,2,0.8027203781115485,0.8602690309466754,0.10917855650259534,-0.12691210839294165,-1.0664661879182262,5.7370026061907335
4,8,1.5,0.3,3,mkt_ma50,0.15,4,0.23896223782124582,0.15209617493794333,0.029750888465343683,-0.1956057637707347,-1.5637716732242295,3.9604364273180774
4,8,1.5,0.3,3,mkt_ma50,0.2,1,1.0753427621783986,1.2418196543478832,0.16283356738192434,-0.13112497198108297,-0.6887507919628679,10.23975708142019
4,8,1.5,0.3,3,mkt_ma50,0.2,2,0.704639663737844,0.681432857755685,0.1134755755895287,-0.16652495443683646,-1.0664661879182264,7.038894602387935
4,8,1.5,0.3,3,mkt_ma50,0.2,4,0.21621698278133286,0.13197213541989422,0.03294001180750872,-0.2495982330111115,-1.5637716732242295,4.825938289003674
4,8,1.5,0.3,4,none,none,1,0.81045365933808,0.49274136808573693,0.16715325793403535,-0.33923122506115766,-0.9667399620394554,17.586206896551726
4,8,1.5,0.3,4,none,none,2,0.7070818990607681,0.3875827484127624,0.14767859916687853,-0.3810246967174242,-1.0173584673459364,12.0
4,8,1.5,0.3,4,none,none,4,0.746687910194113,0.5757756797745534,0.1538879785463303,-0.26727071662107293,-0.6306541359727306,8.482758620689655
4,8,1.5,0.3,4,none,0.15,1,0.9026105768796752,0.46883032727117424,0.13849977206371866,-0.2954155565614883,-1.0753285985310634,11.89694056026915
4,8,1.5,0.3,4,none,0.15,2,0.7802236172524408,0.3641437784677967,0.12142367149782918,-0.3334498038350183,-1.0705416657329392,8.371703663205778
4,8,1.5,0.3,4,none,0.15,4,0.7759123931784261,0.5167100665944449,0.11770827593394495,-0.22780333410134967,-0.5949392669914758,6.1894304106484475
4,8,1.5,0.3,4,none,0.2,1,0.834609763932581,0.4672021314687777,0.15698814969647512,-0.33601762304238625,-0.9786128793942218,14.878389679819161
4,8,1.5,0.3,4,none,0.2,2,0.7224234121929821,0.36345207975343863,0.13667464367709048,-0.3760458428792287,-1.0200752197793501,10.278775565467594
4,8,1.5,0.3,4,none,0.2,4,0.7370304655857611,0.5232963349139603,0.1373919913622461,-0.2625510293031881,-0.6444726079690971,7.524122186380932
4,8,1.5,0.3,4,br30,none,1,0.79814230678492,0.4720534248007567,0.14250230591440016,-0.3018774961214342,-2.00077691474371,14.27586206896552
4,8,1.5,0.3,4,br30,none,2,0.7695607364307544,0.46920773077549155,0.1439056198140174,-0.3066991662225488,-1.7272065958262734,9.379310344827585
4,8,1.5,0.3,4,br30,none,4,0.7758345627105513,0.59350634755428,0.14687514365008036,-0.24747021536555291,-1.705453430321042,6.482758620689655
4,8,1.5,0.3,4,br30,0.15,1,0.898381729623217,0.49374925741060416,0.12897108530374513,-0.26120765422537573,-1.8628103111891194,10.33529919132855
4,8,1.5,0.3,4,br30,0.15,2,0.8615035500457195,0.47859709236463055,0.1272613632875239,-0.2659050071924942,-1.6880114103645811,6.937218033190771
4,8,1.5,0.3,4,br30,0.15,4,0.8237123200834846,0.5594343283341516,0.11872675452734716,-0.2122264375174906,-1.7033350883841114,4.892424156627911
4,8,1.5,0.3,4,br30,0.2,1,0.8040293564806631,0.4503961214918739,0.13457536246045287,-0.29879334221327414,-1.9946647012004288,12.338288220303012
4,8,1.5,0.3,4,br30,0.2,2,0.7988148882214462,0.45953281315211436,0.13905938429594134,-0.302610347544235,-1.7238345922228953,8.274953015031473
4,8,1.5,0.3,4,br30,0.2,4,0.788694479611153,0.5625685865971104,0.13662220509952339,-0.24285430853139134,-1.71742666426947,5.807810943018582
4,8,1.5,0.3,4,br40,none,1,1.0172793125460962,0.8120910983645974,0.17362089761886046,-0.21379485376517626,-1.3201261829271558,12.482758620689655
4,8,1.5,0.3,4,br40,none,2,0.922855631961846,0.6122089977616612,0.1613460360695378,-0.26354731253452,-0.9458393025198579,8.344827586206897
4,8,1.5,0.3,4,br40,none,4,0.8776259443275616,0.7467606899706707,0.15694926914656504,-0.2101734481400317,-1.2680000527369926,5.758620689655173
4,8,1.5,0.3,4,br40,0.15,1,1.1301968366856734,0.8715673918758948,0.15852529851792396,-0.18188530226759203,-1.2495153459491588,9.250142140832262
4,8,1.5,0.3,4,br40,0.15,2,1.0049721057324201,0.6593257483719283,0.14443477772007274,-0.2190643670093656,-0.9435548875720849,6.34057821907776
4,8,1.5,0.3,4,br40,0.15,4,0.9434551499311175,0.7832122045138998,0.1330321867093982,-0.16985458850448398,-1.2485754967355103,4.391712806692374
4,8,1.5,0.3,4,br40,0.2,1,1.014847304351962,0.7745652579418857,0.16329720703006978,-0.2108243370790608,-1.3147235119907181,10.970016286377192
4,8,1.5,0.3,4,br40,0.2,2,0.9212464297557696,0.5933355811583328,0.1537075985215961,-0.25905676888873264,-0.9541520542373925,7.494685434928891
4,8,1.5,0.3,4,br40,0.2,4,0.8724772710380824,0.7116069953187868,0.14548974219639343,-0.20445237772180236,-1.2781420517983049,5.2082511572375765
4,8,1.5,0.3,4,mkt_ma20,none,1,0.9590379492820935,0.7718250864116335,0.15966748838666844,-0.20687004244574891,-1.001512668940831,12.068965517241379
4,8,1.5,0.3,4,mkt_ma20,none,2,0.7049029076347122,0.4300222173292692,0.12181416984934357,-0.2832741308248967,-1.3916114153137225,7.896551724137931
4,8,1.5,0.3,4,mkt_ma20,none,4,0.9271116687835865,0.7855549257484649,0.16113247996089286,-0.2051193044297549,-1.4070047778153532,5.379310344827586
4,8,1.5,0.3,4,mkt_ma20,0.15,1,1.0670728460143917,0.8374052225368259,0.14846490269583867,-0.17729158918555676,-0.9792584902264523,9.003125302937955
4,8,1.5,0.3,4,mkt_ma20,0.15,2,0.7601147161951941,0.43211193097931094,0.10796952415762884,-0.24986471424876788,-1.3916114153137225,6.104745212008911
4,8,1.5,0.3,4,mkt_ma20,0.15,4,0.971659995255497,0.7453396854002542,0.13583790374464666,-0.18224965932372228,-1.4070047778153532,4.211067536350154
4,8,1.5,0.3,4,mkt_ma20,0.2,1,0.9549533645517968,0.7419229341609659,0.15100742369031517,-0.2035351877362952,-0.9964137540862795,10.631481398123544
4,8,1.5,0.3,4,mkt_ma20,0.2,2,0.7150068410606625,0.422794684920587,0.11807877745807294,-0.27928160326862084,-1.3916114153137225,7.141119341103976
4,8,1.5,0.3,4,mkt_ma20,0.2,4,0.9432283100920315,0.7625008531802007,0.15428457417130792,-0.2023401987392217,-1.4070047778153532,4.90145987470593
4,8,1.5,0.3,4,mkt_ma50,none,1,1.1857510769566775,1.4921136248154903,0.18812190862143652,-0.12607746856054547,-1.3243417333636167,10.862068965517242
4,8,1.5,0.3,4,mkt_ma50,none,2,0.8776245272692114,0.8094866498130683,0.14365247229367117,-0.1774612000418343,-1.5569397484778,7.482758620689655
4,8,1.5,0.3,4,mkt_ma50,none,4,0.5604248724646871,0.3758233117180541,0.09015817503992118,-0.23989511089072257,-1.7393089111399238,5.0344827586206895
4,8,1.5,0.3,4,mkt_ma50,0.15,1,1.273793420185956,1.6830351327231934,0.1615186302895899,-0.09596866229895551,-1.306825297106225,7.319050214737407
4,8,1.5,0.3,4,mkt_ma50,0.15,2,0.9475844210609506,0.945547848123,0.12656878241852,-0.13385761775014426,-1.5549874052070902,5.3341109182108735
4,8,1.5,0.3,4,mkt_ma50,0.15,4,0.5175943482748903,0.3017480605318785,0.06375890063037248,-0.21129846043745026,-1.7393089111399238,3.6141122894006714
4,8,1.5,0.3,4,mkt_ma50,0.2,1,1.1789440590221503,1.4413620706440065,0.17400995898545935,-0.12072605664426217,-1.306825297106225,9.016137465321059
4,8,1.5,0.3,4,mkt_ma50,0.2,2,0.8549837166419276,0.7715692119691626,0.13269136824826733,-0.17197597595894043,-1.5549874052070902,6.535426926030772
4,8,1.5,0.3,4,mkt_ma50,0.2,4,0.5250250491119441,0.3298075754329882,0.07746734141928813,-0.2348864828759165,-1.7393089111399238,4.410400775093423
4,8,1.5,0.3,5,none,none,1,0.896989971614158,0.6588313966705861,0.17980979243673278,-0.2729223187380021,-0.6485052689165652,15.84827586206897
4,8,1.5,0.3,5,none,none,2,0.8976530202499988,0.6199071175248665,0.17669788177087287,-0.2850392853632382,-0.6815275615844787,11.020689655172415
4,8,1.5,0.3,5,none,none,4,0.7461195770941388,0.5385601768972732,0.14624812149246558,-0.27155390941644286,-0.7190845627384879,7.903448275862069
4,8,1.5,0.3,5,none,0.15,1,0.9605504473848593,0.6721590375961886,0.1450202978548869,-0.21575295390435623,-0.6839189161208991,10.929216095261625
4,8,1.5,0.3,5,none,0.15,2,0.9236443955885023,0.5682635373181798,0.14118494740070187,-0.24844977396754941,-0.6786875765032323,7.956020131356843
4,8,1.5,0.3,5,none,0.15,4,0.7324850954745044,0.45413251077099354,0.11002687369979625,-0.24227922707625693,-0.6972158743421151,5.956749778225197
4,8,1.5,0.3,5,none,0.2,1,0.887440872015479,0.6180508380818494,0.16513776378366662,-0.2671912302492456,-0.6589298403191202,13.805095535782826
4,8,1.5,0.3,5,none,0.2,2,0.8887577132057288,0.574021359604408,0.1636720672207983,-0.2851323639482586,-0.6944025525991676,9.80378615337237
4,8,1.5,0.3,5,none,0.2,4,0.7229269238736177,0.48692345690180144,0.13235488151126296,-0.2718186598637312,-0.733736254594157,7.250712709208187
4,8,1.5,0.3,5,br30,none,1,0.6990438963742902,0.38047401582432017,0.12298235808089797,-0.3232345783573398,-2.325643943582442,13.117241379310343
4,8,1.5,0.3,5,br30,none,2,0.8503103386845894,0.5774803939121398,0.14845908986354073,-0.2570807449544822,-1.9617373980058757,8.841379310344829
4,8,1.5,0.3,5,br30,none,4,0.7687409139083452,0.5027407104767879,0.13652256629608406,-0.27155661646459694,-1.9715836600534904,6.096551724137932
4,8,1.5,0.3,5,br30,0.15,1,0.7653045844691864,0.38194943819159677,0.11005335503735814,-0.2881359259446069,-2.243038000648697,9.705877459234282
4,8,1.5,0.3,5,br30,0.15,2,0.8862220148755314,0.5484468545739429,0.1277459953553597,-0.2329231981002029,-1.947844156342601,6.810012326906843
4,8,1.5,0.3,5,br30,0.15,4,0.7606849493516992,0.4328312858870055,0.10731498383504778,-0.24793721557148096,-1.9992679757425385,4.8251474347321075
4,8,1.5,0.3,5,br30,0.2,1,0.7044241687397291,0.36930928110122124,0.1183335569693571,-0.32041858416475577,-2.318013602036185,11.652526897030969
4,8,1.5,0.3,5,br30,0.2,2,0.8512637737576314,0.5489715453933048,0.14208391093293593,-0.25881835247242446,-1.9681577453997767,8.092340153093614
4,8,1.5,0.3,5,br30,0.2,4,0.7465761917852749,0.45883289436354524,0.12472058407860587,-0.2718213659280202,-1.9715836600534904,5.670868358969236
4,8,1.5,0.3,5,br40,none,1,0.8797385072474525,0.6051679473670081,0.14860904276426323,-0.24556661239386213,-1.8141399113485497,11.600000000000001
4,8,1.5,0.3,5,br40,none,2,0.9452728541615175,0.6697394691912653,0.1557272493470303,-0.23251914589277023,-1.377790984795253,8.013793103448277
4,8,1.5,0.3,5,br40,none,4,0.8782488751157221,0.638305699092195,0.14782034801735833,-0.23158237225139922,-1.504009045888914,5.406896551724138
4,8,1.5,0.3,5,br40,0.15,1,0.9583497850426324,0.6331349742681815,0.13591639081280737,-0.21467206257229487,-1.8022442564763137,8.860303792190225
4,8,1.5,0.3,5,br40,0.15,2,0.9846112107211811,0.6851768408159252,0.13792558082810857,-0.20129924511730934,-1.3698234490476815,6.297208463657263
4,8,1.5,0.3,5,br40,0.15,4,0.8816175287770376,0.5901696187627052,0.12118393410628236,-0.2053374661344739,-1.5172965953248851,4.320070709657448
4,8,1.5,0.3,5,br40,0.2,1,0.8738738268327291,0.5834950736972017,0.14209413384182024,-0.24352242246274458,-1.8158345439083419,10.50781568264951
4,8,1.5,0.3,5,br40,0.2,2,0.9253178157594374,0.6359540743796699,0.1478471646858679,-0.2324808828846372,-1.3837774219126722,7.422306006870423
4,8,1.5,0.3,5,br40,0.2,4,0.8433753124152533,0.5811357755943803,0.13464335495563073,-0.2316900122315112,-1.504009045888914,5.038567850466942
4,8,1.5,0.3,5,mkt_ma20,none,1,0.8238545953531327,0.576096201427685,0.13559845014745275,-0.2353746645289656,-1.520401601871163,11.296551724137933
4,8,1.5,0.3,5,mkt_ma20,none,2,0.7749618566713177,0.534971166086735,0.12531228475654443,-0.2342411941062026,-1.6137776619592534,7.627586206896552
4,8,1.5,0.3,5,mkt_ma20,none,4,0.9248422859911498,0.6703510771265724,0.15114891044473677,-0.22547723961693222,-1.7030283328699551,5.048275862068967
4,8,1.5,0.3,5,mkt_ma20,0.15,1,0.8898403921873704,0.6003296008315799,0.12502264790121842,-0.20825667721204544,-1.5281399683414334,8.670920069992317
4,8,1.5,0.3,5,mkt_ma20,0.15,2,0.7914428170340296,0.508828095647813,0.10964318898638648,-0.2154817902631626,-1.6137776619592534,6.082180874030088
4,8,1.5,0.3,5,mkt_ma20,0.15,4,0.9297619442012169,0.5948913173884445,0.12551971574437548,-0.21099604595912302,-1.7030283328699551,4.104582304812059
4,8,1.5,0.3,5,mkt_ma20,0.2,1,0.8259439046220994,0.5663940820506311,0.13150228079639725,-0.23217453176822211,-1.5220574608228084,10.235318311452668
4,8,1.5,0.3,5,mkt_ma20,0.2,2,0.7724495872005899,0.5195340382297199,0.12166322038021771,-0.23417757341709045,-1.6137776619592534,7.089495295408629
4,8,1.5,0.3,5,mkt_ma20,0.2,4,0.9125798356270931,0.6304689828784893,0.14215640592353673,-0.22547723961693233,-1.7030283328699551,4.731304307087118
4,8,1.5,0.3,5,mkt_ma50,none,1,1.1346656774713928,1.5727257088215172,0.17457904428870963,-0.11100412698125606,-0.7420051336699333,9.80689655172414
4,8,1.5,0.3,5,mkt_ma50,none,2,1.041765330263023,1.2047187286756162,0.16138712819763534,-0.1339624962708541,-1.746386286833239,6.937931034482759
4,8,1.5,0.3,5,mkt_ma50,none,4,0.6685339202526781,0.43730846032816556,0.10251694163659097,-0.2344270713620772,-1.779428115243157,4.703448275862068
4,8,1.5,0.3,5,mkt_ma50,0.15,1,1.1842054587349264,1.6592030880308843,0.1498266336813212,-0.0903003585047163,-0.7584695026471698,6.82454265163133
4,8,1.5,0.3,5,mkt_ma50,0.15,2,1.0302028541863149,1.0772206839429166,0.13435812433733885,-0.12472664732499572,-1.748363674888797,5.122039115135228
4,8,1.5,0.3,5,mkt_ma50,0.15,4,0.5828022830255695,0.32582183694339567,0.07044933334459547,-0.21622041667156422,-1.779428115243157,3.548191374336606
4,8,1.5,0.3,5,mkt_ma50,0.2,1,1.1143497362984949,1.485248749814836,0.16417681296895714,-0.1105382603347923,-0.7584695026471701,8.495748757495099
4,8,1.5,0.3,5,mkt_ma50,0.2,2,1.007256153979737,1.1226388276568766,0.15039149976349986,-0.13396249627085366,-1.7483636748887972,6.280432689565564
4,8,1.5,0.3,5,mkt_ma50,0.2,4,0.6220867828312198,0.3801278173863013,0.08921801926864403,-0.23470531539126238,-1.779428115243157,4.307076180253493
8,4,0.5,0.0,3,none,none,1,0.5398717345529683,0.3948302686784866,0.12029074267672524,-0.30466443993603476,-0.29389249495208314,15.60919540229885
8,4,0.5,0.0,3,none,none,2,0.5342835488183256,0.34174783987508034,0.12332401279460736,-0.3608625963508246,-0.5234556108662293,10.643678160919539
8,4,0.5,0.0,3,none,none,4,0.6350660168562444,0.5814417266415411,0.1430835588846442,-0.2460840911970792,-0.2538357658542013,7.149425287356321
8,4,0.5,0.0,3,none,0.15,1,0.6726632353676164,0.5067980720382655,0.10178061705437824,-0.2008307108293288,-0.2763196544038116,10.260711287799621
8,4,0.5,0.0,3,none,0.15,2,0.6501724652216335,0.46800114800537673,0.09922156796622139,-0.21201137729918873,-0.5178757763421951,6.95783782439839
8,4,0.5,0.0,3,none,0.15,4,0.6590133207343393,0.6238925400529619,0.0989198402818463,-0.15855268965621716,-0.24646908319174757,4.99311366801965
8,4,0.5,0.0,3,none,0.2,1,0.5999478338709197,0.4442566163325915,0.11386778535073838,-0.25631083739559113,-0.283685324705644,12.815316765562889
8,4,0.5,0.0,3,none,0.2,2,0.5702010323143569,0.40366675717199696,0.110323069584501,-0.2733023406668432,-0.507864161952989,8.730015162289378
8,4,0.5,0.0,3,none,0.2,4,0.6157283258345646,0.5852699199167541,0.11682079487394281,-0.19960156997400247,-0.23507180992203897,6.044133780274839
8,4,0.5,0.0,3,br30,none,1,0.42070410078775305,0.24967374201758566,0.08691935255063776,-0.34813173323014335,-1.4919162251838165,13.034482758620689
8,4,0.5,0.0,3,br30,none,2,0.5943342272455983,0.4065421295577569,0.1273519810328898,-0.3132565404019144,-0.8100317018792572,8.666666666666666
8,4,0.5,0.0,3,br30,none,4,0.6431635793713363,0.48641804928803084,0.1369465671994421,-0.281540883196852,-0.9717145988263389,5.793103448275862
8,4,0.5,0.0,3,br30,0.15,1,0.5372260825036848,0.3081450002318593,0.07836001198828857,-0.2542959059187321,-1.3333848324016904,8.728152645938884
8,4,0.5,0.0,3,br30,0.15,2,0.6946284953238916,0.47968896275904876,0.10387293189727775,-0.21654225959218887,-0.8348568908700557,5.877820177252782
8,4,0.5,0.0,3,br30,0.15,4,0.687369157627486,0.48434966614821073,0.1015018702420094,-0.2095632088470355,-0.939389578297194,4.111356660046006
8,4,0.5,0.0,3,br30,0.2,1,0.4824580991930109,0.2821861196418003,0.0849314093988145,-0.30097656648251947,-1.4576863420144526,10.455582859395372
8,4,0.5,0.0,3,br30,0.2,2,0.6366271784878426,0.4472059809798285,0.11400658414119635,-0.2549308126233193,-0.8113983641708515,6.992826535961104
8,4,0.5,0.0,3,br30,0.2,4,0.6388651338223877,0.46971171851438775,0.11437002248225259,-0.24348982146748233,-0.9370536534729024,4.831331807023789
8,4,0.5,0.0,3,br40,none,1,0.8720324989690851,0.7192412201563351,0.16956096010491262,-0.23574978095395682,-0.5447391488114157,11.10344827586207
8,4,0.5,0.0,3,br40,none,2,0.8049474934919734,0.617660211710869,0.1655371723866106,-0.2680068575699347,-0.3113139754563282,7.701149425287356
8,4,0.5,0.0,3,br40,none,4,0.7238267449722875,0.6044565316782745,0.14836269479373665,-0.245448079420711,-0.5923264967861186,5.28735632183908
8,4,0.5,0.0,3,br40,0.15,1,0.9815396007935735,0.8770829293079885,0.1386517682202617,-0.15808284893842006,-0.539955571691606,7.600146782417982
8,4,0.5,0.0,3,br40,0.15,2,0.8783288890276506,0.7224596595934359,0.1280028488577849,-0.1771764653680712,-0.42564127705563537,5.325194456112768
8,4,0.5,0.0,3,br40,0.15,4,0.7892608686359697,0.679814589685988,0.11451198379398875,-0.1684459050031315,-0.5272778359613303,3.8105466475352334
8,4,0.5,0.0,3,br40,0.2,1,0.930191139681511,0.8083512266536772,0.1563272147954795,-0.19339021163192338,-0.5667718682509132,9.029836357631833
8,4,0.5,0.0,3,br40,0.2,2,0.8321639256647885,0.6835423426304302,0.14412223343324437,-0.21084609459397707,-0.3525197186632191,6.284612709928947
8,4,0.5,0.0,3,br40,0.2,4,0.7115222595581758,0.6088623872572416,0.1233669872694183,-0.20261883448762996,-0.5413693104258546,4.457945491013634
