year,ret,sh,dd,cal,n
2019,0.18362739419196994,1.6085996985580537,-0.055902247662678484,3.2847944737392636,51
2020,0.46408836082674965,2.6620424081467724,-0.08886689571606177,5.222286174027687,52
2021,0.300395362538203,1.8500250661009991,-0.061870816993742084,4.855202777887779,55
2022,-0.044563053115550644,-0.3673934567743718,-0.14359818693121074,-0.3103315861285778,50
2023,0.26845422899674976,1.9609772376116021,-0.05341289484963185,5.026019086823564,50
2024,0.36053377301193,2.008052549903052,-0.08047087124004582,4.4803015980335585,51
2025,0.35907187814657027,2.3221316390469857,-0.057464504485957635,6.248585650543897,53
2026,0.14977858869023652,0.9138206046061198,-0.06461319218052397,2.3180806215512058,15
