spec,family,sharpe_full,worst_year_sharpe,best_year,sharpe_ex_best,pass_worst05,pass_bestout50pct
A7_lam10_m4_t4_b,A,1.3596884681440906,-0.448387761668462,2026,1.2373154974761975,False,True
A2_lam10_m4_t4,A,1.310283628635902,-0.5439927696607211,2026,1.1976492913991785,False,True
A6_lam10_m4_t8,A,1.2685621214063723,-0.4382530901571419,2026,1.1726495962832264,False,True
B2_m4_K8_t4,B,1.271291634780371,-0.3738539448012315,2026,1.1698788247214662,False,True
B6_m4_K10_t8,B,1.1983232930808396,-0.13158653503034232,2026,1.1065600086098069,False,True
B1_m4_K10_t4,B,1.136060242754739,-0.199894247897826,2026,1.0988960181417091,False,True
C1_rev1w,C,0.24203187567529477,-1.3098601390871134,2019,0.17702140239992245,False,True
