trade_week,pnl_net_B6
2020-11-20,0.026800259748227584
2020-11-27,0.0038998701459860485
2020-12-04,-0.010279968748278965
2020-12-11,-0.014099792426662242
2020-12-18,0.013150678435533783
2020-12-25,-0.006784081795186284
2020-12-31,0.012818148738882113
2021-01-08,0.04904585163576255
2021-01-15,-0.02684502423480835
2021-01-22,0.002824234135303879
2021-01-29,-0.038267234415824705
2021-02-05,0.03288953388915298
2021-02-10,0.05031251775540202
2021-02-19,-0.016641041584667334
2021-02-26,-0.0526764120384177
2021-03-05,0.00548739116996122
2021-03-12,0.0026057016687654286
2021-03-19,-0.011833739099196864
2021-03-26,-0.005979938780164969
2021-04-02,0.020937092169834377
2021-04-09,-0.010736662917474568
2021-04-16,0.007156814720550742
2021-04-23,0.036143302626320976
2021-04-30,0.013326507220876804
2021-05-07,-0.0005803063613825976
2021-05-14,-0.004141119398293572
2021-05-21,0.0008419721600868564
2021-05-28,0.028662570994628784
2021-06-04,-0.00014059705011757874
2021-06-11,-0.014241358097486704
2021-06-18,-0.01543418806430711
2021-06-25,0.025194606097368417
2021-07-02,-0.03963408370355258
2021-07-09,-0.006270138150160661
2021-07-16,0.00348384659488186
2021-07-23,0.011625819094986889
2021-07-30,-0.01646892266489915
2021-08-06,0.023523575826167077
2021-08-13,0.05363304531846937
2021-08-20,-0.0152578398447053
2021-08-27,0.028665928805983804
2021-09-03,0.08645597766986707
2021-09-10,0.03680627154215329
2021-09-17,-0.000617061284142075
2021-09-24,0.015268440019613303
2021-09-30,-0.01714628897849259
2021-10-08,0.027764939730442435
2021-10-15,-0.013294971048129175
2021-10-22,0.012402607955346366
2021-10-29,-0.02434990860259106
2021-11-05,-0.02605220566415824
2021-11-12,-0.006218726817212137
2021-11-19,0.0017468873120534505
2021-11-26,-0.00226331673084773
2021-12-03,0.015768443895728436
2021-12-10,0.007591531015248693
2021-12-17,-0.0007888098819620224
2021-12-24,0.015035035172847691
2021-12-31,-0.003541427067201876
2022-01-07,0.015508425990832833
2022-01-14,-0.02670209213859455
2022-01-21,0.0014386299866436802
2022-01-28,-0.025286582752673238
2022-02-11,0.07336439194049856
2022-02-18,-0.012194284012946643
2022-02-25,-0.01926829732437322
2022-03-04,0.043227692839562806
2022-03-11,-0.03913737883901387
2022-03-18,-0.03185941816579343
2022-03-25,0.030451474415959617
2022-04-01,0.07351734421853794
2022-04-08,0.020616048040859092
2022-04-15,0.013563071321471443
2022-04-22,-0.02562667201807582
2022-04-29,0.002092288962293113
2022-05-06,-0.014766262701071859
2022-05-13,0.0006206152237552466
2022-05-20,0.01646674351034357
2022-05-27,0.000227328728422498
2022-06-02,0.015517988915749221
2022-06-10,0.034045709157759965
2022-06-17,-0.03288402261080806
2022-06-24,-0.0008627807390504032
2022-07-01,0.016732416289315117
2022-07-08,-0.020944173008099067
2022-07-15,-0.033443554259512676
2022-07-22,0.019640860507540693
2022-07-29,-0.005198306490891516
2022-08-05,-0.004307622624110237
2022-08-12,0.017451341184630022
2022-08-19,-0.00569111682597656
2022-08-26,0.027735123490924846
2022-09-02,-0.010154752925321493
2022-09-09,0.039045113984760293
2022-09-16,-0.04286318672929105
2022-09-23,0.01070947022834817
2022-09-30,-0.0319492337235191
2022-10-14,-0.021424785739309962
2022-10-21,-0.015343218089906888
2022-10-28,-0.04329333308879431
2022-11-04,0.06875486274989975
2022-11-11,-0.02170878056237885
2022-11-18,-0.00037818987510166775
2022-11-25,0.000642164453939239
2022-12-02,0.03717305047265984
2022-12-09,0.04461879693737893
2022-12-16,-0.0021306812868795424
2022-12-23,-0.02213096032605801
2022-12-30,0.0033234318439120947
2023-01-06,0.02983390997700763
2023-01-13,0.011330754548654823
2023-01-20,0.010163760260962922
2023-02-03,-0.0007026090853840531
2023-02-10,0.0010514460937111614
2023-02-17,-0.013407998314879892
2023-02-24,0.023927624969035204
2023-03-03,0.01315351579259938
2023-03-10,-0.039394728836994825
2023-03-17,0.012905764510548479
2023-03-24,-0.019636460397893702
2023-03-31,0.0168133633144662
2023-04-07,0.021519982016542205
2023-04-14,0.02028448466678323
2023-04-21,0.005838292718684948
2023-04-28,0.027600411345616856
2023-05-05,0.017508716231531902
2023-05-12,-0.010089295895023147
2023-05-19,0.0028868239916259864
2023-05-26,-0.03038336581178996
2023-06-02,0.002488243872383426
2023-06-09,0.006994449177663731
2023-06-16,0.014989610618111104
2023-06-21,-0.03143463481272823
2023-06-30,0.018734838960886974
2023-07-07,0.008321237609168475
2023-07-14,-0.0016967452105824954
2023-07-21,-0.024737901029825243
2023-07-28,0.03424907291527821
2023-08-04,-0.006058794460054139
2023-08-11,-0.03482627958889326
2023-08-18,-0.009833842615964705
2023-08-25,-0.02287670153462745
2023-09-01,0.019129879138974976
2023-09-08,0.013265378187339952
2023-09-15,0.018813199087186407
2023-09-22,0.005170540686914322
2023-09-28,-0.007569182304001868
2023-10-13,-0.005703950451358519
2023-10-20,-0.02234866017372492
2023-10-27,-0.0012582238511495423
2023-11-03,-0.006234563505468822
2023-11-10,-0.011151231412487991
2023-11-17,-0.006141335272209946
2023-11-24,0.01811551211885872
2023-12-01,0.004898507280893767
2023-12-08,-0.01828992963294971
2023-12-15,-0.0015664790265515303
2023-12-22,0.003711023568282401
2023-12-29,0.005159070420561869
2024-01-05,0.029926466474978892
2024-01-12,-0.015638710879549933
2024-01-19,-0.01159906336287227
2024-01-26,0.07129007393030262
2024-02-02,-0.015257810374667835
2024-02-08,0.03691697973460988
2024-02-23,0.057795954259982255
2024-03-01,-0.016609431783994655
2024-03-08,0.01733516875257692
2024-03-15,0.01737885384052838
2024-03-22,-0.0054109478143402594
2024-03-29,0.0077399999440255236
2024-04-03,0.021605073480994403
2024-04-12,-0.023542314268372475
2024-04-19,0.02289051294573696
2024-04-26,-0.0196879778618819
2024-04-30,-0.005034783045514431
2024-05-10,0.012171835076396612
2024-05-17,0.0008431652513624475
2024-05-24,-0.035553271717928984
2024-05-31,0.009819354296124553
2024-06-07,0.010920474507071952
2024-06-14,-0.008935826414631661
2024-06-21,-0.0029650846472257055
2024-06-28,0.019187468321065805
2024-07-05,0.010094620040439335
2024-07-12,-0.009260644644993358
2024-07-19,0.004560115679010213
2024-07-26,-0.047104815296590406
2024-08-02,0.017721282573804637
2024-08-09,-0.019054333192494277
2024-08-16,0.00016732722001320554
2024-08-23,0.010398759633452992
2024-08-30,-0.0102543596235203
2024-09-06,-0.04732736690179438
2024-09-13,-0.01238628532967682
2024-09-20,0.024913951896800658
2024-09-27,0.15815660682355356
2024-09-30,0.08808019805116146
2024-10-11,-0.04948778533739257
2024-10-18,0.009531162424742
2024-10-25,0.015275881774660306
2024-11-01,0.018802553717037204
2024-11-08,0.04919783114137526
2024-11-15,-0.04806933760884983
2024-11-22,0.008065424886222602
2024-11-29,0.03740676464562561
2024-12-06,0.023077428766305048
2024-12-13,0.013866784373105845
2024-12-20,-0.03090633149225478
2024-12-27,-0.01580026267469007
2025-01-03,-0.0299004091757661
2025-01-10,-0.022545228562121135
2025-01-17,0.009690340454858632
2025-01-24,-0.017891797061952888
2025-01-27,0.004563154446337666
2025-02-07,0.012838699327578102
2025-02-14,0.0042648256666293904
2025-02-21,0.018674299986706354
2025-02-28,-0.011765792173673037
2025-03-07,0.01046015950810771
2025-03-14,0.03243579322414981
2025-03-21,-0.023563900835391595
2025-03-28,-0.01288205519310931
2025-04-03,0.006330608383839383
2025-04-11,-0.042388426132347536
2025-04-18,0.027143592567314596
2025-04-25,-0.005541985342194966
2025-04-30,-0.012036021500151392
2025-05-09,0.02405173030626458
2025-05-16,0.009871248226433926
2025-05-23,-0.00293033938450891
2025-05-30,-0.0019222660308517525
2025-06-06,0.0016695196623222792
2025-06-13,0.022722352793906327
2025-06-20,-0.022683939245979425
2025-06-27,0.015897745269213576
2025-07-04,0.014768809551119642
2025-07-11,0.028460242443432204
2025-07-18,-0.0009100287390536219
2025-07-25,0.06020610212961419
2025-08-01,-0.02802259094935259
2025-08-08,0.02336782271355194
2025-08-15,0.0007359131439861514
2025-08-22,0.04559460155678293
2025-08-29,0.040521702558200645
2025-09-05,0.0458199802093171
2025-09-12,0.0038513652844119712
2025-09-19,0.0021530746250568904
2025-09-26,-0.011570879055376107
2025-09-30,0.008107899505983415
2025-10-10,0.011534205140996678
2025-10-17,0.006540758190385352
2025-10-24,0.033539924698022694
2025-10-31,-0.0031395997139253744
2025-11-07,0.04015237316314716
2025-11-14,0.01118328917638615
2025-11-21,-0.03416413793028542
2025-11-28,-0.01077848901454211
2025-12-05,-0.003727581563331435
2025-12-12,-0.020935327962587458
2025-12-19,0.010692023309393117
2025-12-26,0.020889578331379072
2025-12-31,-0.010183348238389954
2026-01-09,0.019414836698688005
2026-01-16,0.010179470565213844
2026-01-23,0.05261501698964463
2026-01-30,0.01963287806855568
2026-02-06,-0.013078589696608632
2026-02-13,-0.010971580173314304
2026-02-27,0.02933148054678632
2026-03-06,0.04241663393947457
2026-03-13,0.019142856944210047
2026-03-20,-0.016464743809405692
2026-03-27,-0.006133401084097951
2026-04-03,0.013213168767513642
2026-04-10,-0.006892788842466079
2026-04-17,-6.682622254239323e-05
2026-04-22,0.005442382875019211
