basket,is_sh,is_cal,is_dd,oos_sh,oos_cal,oos_dd,full_sh,full_sortino,full_cal,full_dd,full_ann,full_vol,ann_tov
V7_gold,1.8555177066799713,2.9330657392866075,-0.08886689571606177,2.036354136377284,4.500495133718535,-0.07590363129403477,1.911326508862482,3.3084451741345515,3.2145010825115596,-0.08886689571606177,0.2856627324787224,0.14945784048625654,9.059284911885463
V7_gold_half,1.6939247904222776,1.8862852903697862,-0.1259322583686111,2.044972843828877,4.625150806253782,-0.07313189948061727,1.8078395947166825,3.149386092295968,2.1319716675867553,-0.1259322583686111,0.26848400687709395,0.14851096726818272,9.051818163704656
V7_full_def,1.5441358739096023,1.6250259896332129,-0.13995189045023948,1.6927546755024396,3.30428262186818,-0.0840764167265533,1.5931020723874267,2.69620101102073,1.7371087073628813,-0.13995189045023948,0.24311164751300707,0.1526026811004516,9.086815013821722
V7_global,1.5610839829948167,1.2727626809184154,-0.17723051680781998,2.0000310986866037,4.117466364918493,-0.08047087124004582,1.7044440296351058,2.9676450581957763,1.4558218252001733,-0.17723051680781998,0.2580160544603305,0.15137842602878993,9.007213262380152
V7_metals,1.5657448103262712,1.3233723344757766,-0.1770526948261243,1.6540046667444455,3.084969294736315,-0.0893595102102046,1.5947985065081078,2.6913113899067693,1.3962873265164633,-0.1770526948261243,0.24721643391130432,0.1550142120791154,8.975923012610718
