trade_week,V1_BASE,V2_RED,V3_GOLD,V4_RED_GOLD,V5_HALF_RED,V6_HALF_GOLD,V7_ENS_GOLD,V8_A_vt10,V9_A_top5,V10_MA60_vt10
2020-01-03,1.1888146749666384,1.1888146749666384,1.3245815978428552,1.3245815978428552,1.1888146749666384,1.2552398273469823,1.3024871278060979,1.1797088755760488,1.211284941507968,1.1797088755760488
2020-01-10,1.2106647913429318,1.2106647913429318,1.3489270763032177,1.3489270763032177,1.2106647913429318,1.2783108214095849,1.3198651096046448,1.1972920394393012,1.225822652358385,1.1972920394393012
2020-01-17,1.2346244369322943,1.2346244369322943,1.3756229998199736,1.3756229998199736,1.2346244369322943,1.3036092148650074,1.344336904953013,1.2164303255256064,1.2420115636542999,1.2164303255256064
2020-01-23,1.2443315308608291,1.2443315308608291,1.3864386788799836,1.3864386788799836,1.2443315308608291,1.3138586937480274,1.3599021904774642,1.224113348647596,1.2491964245831941,1.224113348647596
2020-02-07,1.2395786741409611,1.2395786741409611,1.3811430287833883,1.3811430287833883,1.2395786741409611,1.3088402706295381,1.363328395768569,1.2203377096102896,1.2291495113940378,1.2203377096102896
2020-02-14,1.2700464399369609,1.2700464399369609,1.4150903233033687,1.4150903233033687,1.2700464399369609,1.341010426233053,1.4002009178538632,1.244428091931839,1.256943793646552,1.244428091931839
2020-02-21,1.4011252447374054,1.4011252447374054,1.5611388002964517,1.5611388002964517,1.4011252447374054,1.4794132738519858,1.5480602980366254,1.3464823443410532,1.3626550551910046,1.3464823443410532
2020-02-28,1.3306128059476068,1.3306128059476068,1.482573586721334,1.482573586721334,1.3306128059476068,1.404960944690752,1.4751628911352144,1.3012642703022121,1.2879114999227819,1.3012642703022121
2020-03-06,1.3648720752517534,1.3648720752517534,1.5207453881226658,1.5207453881226658,1.3648720752517534,1.4411344544832498,1.5002194381368934,1.3236000256137903,1.3348529596745509,1.3236000256137903
2020-03-13,1.3389311779990452,1.3389311779990452,1.491841946858001,1.491841946858001,1.3389311779990452,1.4137441067071097,1.478007633375432,1.3068290412894676,1.2953865554804822,1.3068290412894676
2020-03-20,1.2715684666775604,1.2715684666775604,1.4167861709863385,1.4167861709863385,1.2715684666775604,1.3426174963873152,1.4104889849688291,1.2629972900631035,1.2270458808608267,1.2629972900631035
