trade_week,pnl_net
2022-05-27,0.0
2022-06-02,0.0
2022-06-10,0.0
2022-06-17,0.0
2022-06-24,0.0
2022-07-01,0.0
2022-07-08,0.0
2022-07-15,0.0
2022-07-22,0.0
2022-07-29,0.0
2022-08-05,0.0
2022-08-12,0.0
2022-08-19,0.0
2022-08-26,0.0
2022-09-02,0.0
2022-09-09,0.0
2022-09-16,0.0
2022-09-23,0.0
2022-09-30,0.0
2022-10-14,0.0
2022-10-21,0.0
2022-10-28,0.0
2022-11-04,0.0
2022-11-11,0.0
2022-11-18,0.0
2022-11-25,0.0
2022-12-02,0.0
2022-12-09,0.0
2022-12-16,0.0
2022-12-23,0.0
2022-12-30,0.0
2023-01-06,0.0
2023-01-13,0.0
2023-01-20,0.0
2023-02-03,0.024811936070150004
2023-02-10,0.011974978297763436
2023-02-17,-0.01759428831860775
2023-02-24,0.016963391279597062
2023-03-03,0.03373727588221703
2023-03-10,-0.028155350120367947
2023-03-17,-0.00025
2023-03-24,0.0
2023-03-31,0.03645252775909916
2023-04-07,0.07587324221157998
2023-04-14,-0.03249726393158768
2023-04-21,-0.01877642748106867
2023-04-28,0.024361978709623963
2023-05-05,0.010103338173169229
2023-05-12,-0.0002394181734369442
2023-05-19,0.0
2023-05-26,0.0
2023-06-02,0.0
2023-06-09,0.0
2023-06-16,0.0
2023-06-21,0.010939237778922731
2023-06-30,-0.00023938069529121675
2023-07-07,0.0
2023-07-14,0.0
2023-07-21,0.0
2023-07-28,0.0
2023-08-04,0.0017848001585851246
2023-08-11,-0.04302438969609457
2023-08-18,-0.0002432366222645647
2023-08-25,0.0
2023-09-01,0.0
2023-09-08,0.0
2023-09-15,0.0
2023-09-22,0.0
2023-09-28,0.0
2023-10-13,0.0
2023-10-20,0.0
2023-10-27,0.0
2023-11-03,0.0
2023-11-10,0.0
2023-11-17,0.0
2023-11-24,0.0
2023-12-01,0.0
2023-12-08,0.0
2023-12-15,0.0
2023-12-22,0.0
2023-12-29,0.0
2024-01-05,0.0
2024-01-12,0.0
2024-01-19,0.0
2024-01-26,0.0
2024-02-02,0.0
2024-02-08,0.0
2024-02-23,0.0
2024-03-01,0.0
2024-03-08,0.0
2024-03-15,0.0
2024-03-22,0.0
2024-03-29,0.0
2024-04-03,0.0
2024-04-12,0.0
2024-04-19,0.0
2024-04-26,0.0
2024-04-30,0.0
2024-05-10,0.0
2024-05-17,0.0
2024-05-24,0.0
2024-05-31,0.0
2024-06-07,0.0
2024-06-14,0.0
2024-06-21,0.0
2024-06-28,0.0
2024-07-05,0.0
2024-07-12,0.0
2024-07-19,0.0
2024-07-26,0.0
2024-08-02,0.0
2024-08-09,0.0
2024-08-16,0.0
2024-08-23,0.0
2024-08-30,0.0
2024-09-06,0.0
2024-09-13,0.0
2024-09-20,0.0
2024-09-27,0.0
2024-09-30,0.09964669947001578
2024-10-11,-0.04637527226150866
2024-10-18,0.08441953025810153
2024-10-25,-0.004463221521364757
2024-11-01,-0.016694103657531635
2024-11-08,0.07327743627110361
2024-11-15,-0.02360699674054396
2024-11-22,-0.015714596809296596
2024-11-29,0.012189969063353805
2024-12-06,0.015444991551872197
2024-12-13,-0.00015920943734272678
2024-12-20,-0.01865303243130461
2024-12-27,-0.002089719493123695
2025-01-03,-0.04819389446841668
2025-01-10,0.005059892628948322
2025-01-17,0.013017368116007946
2025-01-24,-0.005768518596281155
2025-01-27,-0.0058814620545694345
2025-02-07,0.052808871593091083
2025-02-14,0.021163550649010602
2025-02-21,0.017533429671903508
2025-02-28,-0.03930602763757732
2025-03-07,0.018061971192429416
2025-03-14,-0.006594599840503339
2025-03-21,-0.005902412163796753
2025-03-28,-0.005948656867532212
2025-04-03,-0.004916113197555622
2025-04-11,-0.005241737577855328
2025-04-18,-0.0006496446499012565
2025-04-25,-0.00505704522705443
2025-04-30,-0.006501790808540514
2025-05-09,0.007304848894805408
2025-05-16,0.006802838218365067
2025-05-23,-0.0004656301495782827
2025-05-30,-0.01474599692058033
2025-06-06,0.01038756602195667
2025-06-13,0.0067172061945821905
2025-06-20,-0.007448700029967219
2025-06-27,0.019716357985880614
2025-07-04,0.0006311360993437782
2025-07-11,0.03674873999680817
2025-07-18,0.016830833250663445
2025-07-25,0.0182747324994217
2025-08-01,-0.017170328004548582
2025-08-08,0.009222561178180287
2025-08-15,0.0563631953706114
2025-08-22,0.06947904339313452
2025-08-29,0.06523559423087764
2025-09-05,-0.022722576669755728
2025-09-12,0.01432349207052979
2025-09-19,0.009423501024840714
2025-09-26,0.017028337879580274
2025-09-30,0.022147848306746105
2025-10-10,-0.009083803617514685
2025-10-17,-0.029855589777768126
2025-10-24,-0.0009133306792295849
2025-10-31,0.009882522651909233
2025-11-07,0.026645250129735013
2025-11-14,-0.007684784066485115
2025-11-21,-0.038528081013508096
2025-11-28,0.004285697289530622
2025-12-05,0.008313892604139079
2025-12-12,0.00082233915612956
2025-12-19,-0.002331750187242059
2025-12-26,0.020217157866106457
2025-12-31,0.006197608617103086
2026-01-09,0.05456970486156773
2026-01-16,-0.006986613329673955
2026-01-23,0.0012296151020568754
2026-01-30,-0.007509827615856219
2026-02-06,-0.010492117894789722
2026-02-13,-0.0019444069985510202
2026-02-27,0.03603865772699635
2026-03-06,-0.005950811040851723
2026-03-13,0.00018519609105010639
2026-03-20,-0.03416520221159993
2026-03-27,-0.010709823451673895
2026-04-03,-0.010962476896475632
2026-04-10,0.010618768081793526
2026-04-17,0.020150908346480832
2026-04-22,0.016485713816269856
