year,ret,vol,sh,dd,cal,n,config
2019,0.12643972083044352,0.10512287638350061,1.2027802623015809,-0.05590224766267882,2.261800305300722,51,BC_ens_red
2020,0.3870471004995035,0.17396764493389516,2.224822326281275,-0.09631732236309931,4.018457853722348,52,BC_ens_red
2021,0.300395362538203,0.16237367160181135,1.8500250661009991,-0.061870816993742084,4.855202777887779,55,BC_ens_red
2022,-0.009922979475872173,0.1515909132051156,-0.06545893329665166,-0.10607491290855076,-0.09354690193737861,50,BC_ens_red
2023,0.09285850562824227,0.12799657626638386,0.7254764802066819,-0.07433574558918743,1.2491770263719408,50,BC_ens_red
2024,0.21487763030470108,0.2038970444986812,1.0538535800409352,-0.13353683368943214,1.6091262939815092,51,BC_ens_red
2025,0.3563550770273962,0.15105969306578373,2.359034827855834,-0.057464504485957524,6.201307750151712,53,BC_ens_red
2026,0.14977858869023652,0.16390371144541538,0.91382060460612,-0.06461319218052397,2.3180806215512058,15,BC_ens_red
