year,ret,sh,dd,cal,n
2019,0.14601991840074957,1.2493610414786136,-0.055902247662678595,2.6120580925806896,51
2020,0.45948652930973743,2.6400586839237405,-0.08886689571606177,5.170502757042857,52
2021,0.3003953625382023,1.8500250661009958,-0.061870816993742306,4.855202777887751,55
2022,0.019563431032535217,0.14365017263588903,-0.13995189045023937,0.1397868293854244,50
2023,0.2421485853252774,1.7484080892171856,-0.0545020989807643,4.442922196643107,50
2024,0.23654232523836893,1.345483544439811,-0.0840764167265533,2.8134206290890047,51
2025,0.35882734738095867,2.31538923751837,-0.057464504485957635,6.244330314701379,53
2026,0.14977858869023652,0.91382060460612,-0.06461319218052397,2.3180806215512058,15
