basket,short_w,ratio,stay_off,fg_on_rate,combined_on_rate,full_sh,full_cal,full_dd,dd_2020,dd_2022,full_ann,ann_tov
V7gold,3,3.5,6,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,3,3.5,6,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,2.0,2,0.9628647214854111,0.5809018567639257,1.9562683946602204,2.6015737112091584,-0.111485221401185,-0.06688062098999747,-0.08275862068965545,0.29003702118565555,9.125347309213213
V7gb7030,4,2.0,2,0.9628647214854111,0.5809018567639257,1.8789782954866339,2.259530651093734,-0.11835163345081967,-0.0535733850889496,-0.05685024074495981,0.2674191433891375,9.273966545511113
V7gold,4,2.0,3,0.9549071618037135,0.5782493368700266,1.8106157161301986,1.7546876106766303,-0.15328320294186115,-0.06688062098999747,-0.08275862068965545,0.26896413712691536,9.269852028638391
V7gb7030,4,2.0,3,0.9549071618037135,0.5782493368700266,1.7572380070465348,1.7113854432899813,-0.14617075014933478,-0.0535733850889496,-0.05685024074495981,0.2501544940403484,9.403847152085847
V7gold,4,2.0,4,0.946949602122016,0.5755968169761273,1.840819454930965,1.984281335612442,-0.1375969914488515,-0.06688062098999747,-0.08275862068965545,0.27303114196838085,9.230163613567694
V7gb7030,4,2.0,4,0.946949602122016,0.5755968169761273,1.8051855610776555,2.133610262737933,-0.12027602128346637,-0.0535733850889496,-0.05685024074495981,0.2566221533716899,9.376901898302226
V7gold,4,2.0,6,0.9310344827586207,0.5676392572944297,1.905187444843253,2.7880025583164056,-0.10139458076167718,-0.06688062098999747,-0.08275862068965545,0.28268835056297537,9.070883641744546
V7gb7030,4,2.0,6,0.9310344827586207,0.5676392572944297,1.8635972824118132,2.6066774143129527,-0.10158938000358453,-0.05371328155143584,-0.05685024074495981,0.2648107423893997,9.245260055392947
V7gold,4,2.5,2,0.9893899204244032,0.596816976127321,1.9096468833583082,3.0287311014116542,-0.09416893398591808,-0.09416893398591797,-0.08275862068965545,0.28521237914993103,9.00922746040848
V7gb7030,4,2.5,2,0.9893899204244032,0.596816976127321,1.8384735904770027,3.258077822321912,-0.08112963890675384,-0.08112963890675373,-0.05685024074495981,0.26432667725507963,9.122017039377274
V7gold,4,2.5,3,0.986737400530504,0.596816976127321,1.9096468833583082,3.0287311014116542,-0.09416893398591808,-0.09416893398591797,-0.08275862068965545,0.28521237914993103,9.00922746040848
V7gb7030,4,2.5,3,0.986737400530504,0.596816976127321,1.8384735904770027,3.258077822321912,-0.08112963890675384,-0.08112963890675373,-0.05685024074495981,0.26432667725507963,9.122017039377274
V7gold,4,2.5,4,0.9840848806366048,0.596816976127321,1.9096468833583082,3.0287311014116542,-0.09416893398591808,-0.09416893398591797,-0.08275862068965545,0.28521237914993103,9.00922746040848
V7gb7030,4,2.5,4,0.9840848806366048,0.596816976127321,1.8384735904770027,3.258077822321912,-0.08112963890675384,-0.08112963890675373,-0.05685024074495981,0.26432667725507963,9.122017039377274
V7gold,4,2.5,6,0.9787798408488063,0.5941644562334217,1.9250377156519651,3.0537419707683267,-0.09416893398591808,-0.09416893398591797,-0.08275862068965545,0.28756762605530994,8.969399186245319
V7gb7030,4,2.5,6,0.9787798408488063,0.5941644562334217,1.8512904682646363,3.2815251518360693,-0.08112963890675384,-0.08112963890675373,-0.05685024074495981,0.2662289506318909,9.080960671812402
V7gold,4,3.0,2,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.0,2,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.0,3,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.0,3,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.0,4,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.0,4,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.0,6,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.0,6,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.5,2,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.5,2,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.5,3,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.5,3,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.5,4,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.5,4,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
V7gold,4,3.5,6,1.0,0.6047745358090185,1.9113265088624845,3.2145010825115645,-0.08886689571606177,-0.08886689571606177,-0.08275862068965545,0.28566273247872287,9.059284911885467
V7gb7030,4,3.5,6,1.0,0.6047745358090185,1.8115638922773638,2.935644405997203,-0.08886689571606188,-0.08886689571606177,-0.05685024074495981,0.26088160528719384,9.136626734779261
