config,is_sh,is_cal,is_dd,is_ann,oos_sh,oos_cal,oos_dd,oos_ann,full_sh,full_cal,full_dd,full_ann,full_vol,ann_tov
BASE_A_cash,1.4059147799669838,1.922506751057498,-0.09262380478039656,0.17806988999894413,1.4236618095195717,2.919223721829677,-0.07942844187345477,0.2318693917049588,1.4021510842505773,2.1030547791901024,-0.09262380478039656,0.19479293531018405,0.13892435522688135,7.164083696183763
B_A_red,1.2451409675979175,1.370296608775833,-0.1314244870201996,0.180090528873883,1.5198214418499578,2.028239371232467,-0.13353683368943203,0.27084466359862813,1.3346472997804693,1.557728948322104,-0.13353683368943203,0.20801419150530265,0.15585705042786815,7.633646682676633
C_ens_cash,1.3416888377640472,1.9451501026357625,-0.08901525294823354,0.17314802840840482,1.392208556199269,2.8215745921039694,-0.0785313413552885,0.22158203745192573,1.3534151289983327,2.114526534043678,-0.08901525294823354,0.18822511429364952,0.1390741911042147,8.32773154054737
BC_ens_red,1.1894051342321532,1.6440324624521339,-0.10607491290855076,0.17439060027344033,1.5189411480126942,2.0005031905874064,-0.13353683368943214,0.26714086185664887,1.2982486345453246,1.5195010519317487,-0.13353683368943214,0.20290935926272713,0.15629468336301428,8.659722385347935
