trade_week,A7_lam10_m4_t4_b,A2_lam10_m4_t4,B6_m4_K10_t8,B2_m4_K8_t4,B1_m4_K10_t4,A8_pure_m4,C1_rev1w,G_top3_1each,G_top2_1each,G_top3_mom_within
2020-01-03,1.1895319369599269,1.0845653890716385,1.0,1.1453802763222913,1.0,1.0759265450741236,1.113230932408133,1.185441099504906,1.0851266080042128,1.185441099504906
2020-01-10,1.2151427293011243,1.1079162366587592,1.0,1.1670330748559317,1.0,1.0858707350781194,1.1247593041890243,1.1963974715602217,1.0759304979309547,1.1963974715602217
2020-01-17,1.2466950139221173,1.136684288009716,1.0,1.187396347756746,1.0,1.1095553973754324,1.1103445639421647,1.218043051461957,1.1084884952010055,1.218043051461957
2020-01-23,1.2663295716290839,1.1545862552096293,1.0,1.1453132083750812,1.0,1.1268451779883362,1.069313990921041,1.237421428438801,1.136341240684444,1.237421428438801
2020-02-07,1.2478575895777684,1.1377442757907243,1.0,1.07449709506159,1.0,1.110407858376796,0.9947579776295112,1.2485326203272282,1.1354635770909018,1.2485326203272282
2020-02-14,1.2843002055262849,1.1709711263837426,1.0,1.0891745645749393,1.0,1.139222514404436,1.0344630269815043,1.2853863590639136,1.179944706394696,1.2853863590639136
2020-02-21,1.4074518749787697,1.283255659606036,1.0,1.182145122316302,1.0,1.2183177843803334,1.09451303878493,1.424194580449724,1.2980755229720098,1.424194580449724
2020-02-28,1.308210723460811,1.1927717349935787,1.0,1.1288586765043804,1.0,1.1322096557357701,1.0499572949501386,1.3323004287836349,1.1764216501732736,1.3323004287836349
2020-03-06,1.338570444188548,1.220452456544726,1.0,1.2099391766216971,1.0,1.1420324379278783,1.0860183224476105,1.3528517687699508,1.167524975819789,1.3528517687699508
2020-03-13,1.3147659897812738,1.1987485522158983,1.0,1.1350703348471323,1.0,1.1155749433504754,1.0447985815729377,1.3285678672718142,1.1548552789872697,1.3285678672718142
2020-03-20,1.2164034281549847,1.109065689061386,1.0,1.0560806505839941,1.0,1.0399026574620391,0.9910678490768369,1.2384477296032168,1.0725868485721908,1.2384477296032168
2020-03-27,1.2306127842577965,1.1220211847074206,1.0,1.1106052191995681,1.0,1.0520502285968483,1.0021167348996465,1.238138117670816,1.0723187018600477,1.238138117670816
2020-04-03,1.22924130273902,1.1207707253117547,0.9940101114271579,1.1021566006763794,0.9940101114271579,1.0509342940312127,1.0036293102027631,1.2333275043579128,1.0681523568059539,1.2333275043579128
