year,ret,vol,sh,dd,cal,n,config
2019,0.1494171961585291,0.08366992573113939,1.7857933403533617,-0.042957193672921834,3.4782811301920447,51,BASE_A_cash
2020,0.37838877976858276,0.17440328777108435,2.1696195330058377,-0.09262380478039656,4.085221727456689,52,BASE_A_cash
2021,0.28336168945336593,0.16154223349041819,1.7541028332394166,-0.07227760591404053,3.920463134741442,55,BASE_A_cash
2022,-0.00742865676724902,0.005190526860758639,-1.4311951303847525,-0.0026516352275194333,-2.8015379680252708,50,BASE_A_cash
2023,0.10831470857773295,0.12287218531297454,0.8815234164008605,-0.050663508893111664,2.1379235458454335,50,BASE_A_cash
2024,0.15884753858241263,0.16422962452581782,0.9672282880817333,-0.046375272261508615,3.4252637415620257,51,BASE_A_cash
2025,0.32312037337810495,0.16588870417267584,1.9478141986193616,-0.06236195693324076,5.181370009347354,53,BASE_A_cash
2026,0.17798343021918228,0.15603573682195113,1.1406581200194874,-0.0604333108068964,2.945121288950986,15,BASE_A_cash
